key	value
G_PLAYERSET_0	我<color=green>%s<color=restore>来也，你等快来朝拜。
G_PLAYERSET_1	<color=green>%s<color=restore>脚踏凌波微步，飘然而至。
G_PLAYERSET_2	一道闪光，<color=green>%s<color=restore>从天而降。
G_PLAYERSET_3	吴府管家

G_PlayerStall_0	买东西
G_PlayerStall_2 	以后再来

G_PARTNER_0	你所取的名字不合法！

G_ITEM_0	<color=White>临时物品：
G_ITEM_1	等级:%d\n
G_ITEM_2	价格：%d %s
G_ITEM_3	<color=White>五行属性：<color=Metal>金
G_ITEM_4	<color=White>五行属性：<color=Wood>木
G_ITEM_5	<color=White>五行属性：<color=Water>水
G_ITEM_6	<color=White>五行属性：<color=Fire>火
G_ITEM_7	<color=White>五行属性：<color=Earth>土
G_ITEM_8	<color=Yellow>永不磨损<color>
G_ITEM_9_1	耐久度 %3d / %3d
G_ITEM_9_2	<color=red>耐久度 %3d / %3d<color>
G_ITEM_10	帽子
G_ITEM_11	衣服
G_ITEM_12	腰带
G_ITEM_13	武器
G_ITEM_14	鞋子
G_ITEM_15	护腕
G_ITEM_16	项链
G_ITEM_17	右手戒指（上）
G_ITEM_18	左手戒指（下）
G_ITEM_19	腰坠
G_ITEM_20	坐骑
G_ITEM_21	需%s的%s和%s激活暗属性
G_ITEM_22	 [%d级]
G_ITEM_23	<color=Yellow>剩余使用次数： 无限次数<color>
G_ITEM_24	<color=Yellow>剩余使用次数： %d / %d<color>
G_ITEM_25	<color=Yellow>每次使用完从装备栏取下后，剩余使用次数减1<color>
G_ITEM_26	<color=Red>该装备只能使用最后一次了，使用完从装备栏取下后即会自动消失<color>
G_ITEM_27	未镶嵌
G_ITEM_28	<损坏的装备>
G_ITEM_29	<color=Fire>剩余使用时间： %02d小时%02d分钟<color>
G_ITEM_30	\n<color=Fire>使用期限至：%.2d:%.2d %.2d-%.2d-%d<color>\n
G_ITEM_31	价格：%d 铜钱
G_ITEM_32	价格：%d 商会积分
G_ITEM_33	道具拾取
G_ITEM_BIND_STATE	<color=Green>该物品已被绑定<color>\n
G_ITEM_BIND_STATE2	<color=Green>该物品已被永久绑定<color>\n
G_ITEM_UNBIND_STATE	<color=Green>解除绑定等待期：%d小时<color>\n

G_ItemList_0	无法在这里使用土地符！
G_ItemList_1	储物箱处于锁定状态，不能取钱！
G_ItemList_2	储物箱锁定中，不能调整装备！
G_ItemList_3	储物箱锁定中！
G_ItemList_4	密码设定成功！
G_ItemList_5	密码设定失败：密码已设定！
G_ItemList_6	密码取消成功！
G_ItemList_7	密码取消失败：未曾设定密码！
G_ItemList_8	密码取消失败：密码验证失败！
G_ItemList_9	密码修改成功！
G_ItemList_10	密码修改失败：未曾设定密码，无法修改！
G_ItemList_11	密码修改失败：密码验证失败！
G_ItemList_12	锁定成功！
G_ItemList_13	锁定失败：您的扩展储物箱和密码保护功能尚未开启,请到巴陵县沈九(188,198)处购买以开启此功能！
G_ItemList_14	解锁成功！
G_ItemList_15	解锁失败：您的扩展储物箱和密码保护功能尚未开启,请到巴陵县沈九(188,198)处购买以开启此功能！
G_ItemList_16	解锁失败：密码验证失败！
G_ItemList_17	PK值大于或等于5的玩家使用土地符无效！
G_ItemList_18	PK值大于或等于9的玩家使用药品无效！

G_SkillList_0	您的%s技能熟练级别提升了！
G_SkillList_1	您当前装备的武器不适合您想使用的武功！
G_SkillList_2	您使用这项武功时不能骑马！
G_SkillList_3	您使用这项武功时必须骑马！
G_SkillList_4	佣兵数量已达到上限，不能再雇佣了！
G_SkillList_5	您的同伴的%s技能熟练级别提升了！
G_SkillList_6	施放需求等级：%d

G_Skills_0	子弹技\n
G_Skills_1	墙形 数量%d\n
G_Skills_2	线形 数量%d\n
G_Skills_3	散形 数量%d\n
G_Skills_4	圆形发散 数量%d\n
G_Skills_5	圆形区域 数量%d\n
G_Skills_6	方形区域 数量%d\n
G_Skills_7	定点圆形区域 数量%d\n
G_Skills_8	定点方形区域 数量%d\n
G_Skills_11	格斗技\n
G_Skills_12	主动辅助武功\n
G_Skills_13	状态持续时间:%d\n
G_Skills_14	被动辅助武功\n
G_Skills_15	区域伤害 
G_Skills_16	原地 
G_Skills_17	直线飞行 
G_Skills_18	环形飞行 
G_Skills_20	抛物飞行 
G_Skills_21	穿透 
G_Skills_22	伤害范围:%d 
G_Skills_23	震退距离:%d 
G_Skills_24	消亡自爆 
G_Skills_25	光环 
G_Skills_26	物理 
G_Skills_27	近身 
G_Skills_28	必中 
G_Skills_29	对友 
G_Skills_30	对敌 
G_Skills_31	对物 
G_Skills_32	对已 
G_Skills_33	考虑命中率 
G_Skills_34	技能属性：
G_Skills_35	(近身攻击)\n
G_Skills_36	(远程攻击)\n
G_Skills_37	当前等级：%d
G_Skills_38	当前等级：%d (%d+%d)
G_Skills_39	受技能加成：%d%%\n
G_Skills_40	修炼度：%d%%\n
G_Skills_41	武器限制：
G_Skills_42	骑马中不能施展\n
G_Skills_43	必须骑马施展\n
G_Skills_44	\n<color=Red>下一级\n
G_Skills_45	内力消耗：%d\n
G_Skills_46	体力消耗：%d\n
G_Skills_47	生命消耗：%d\n
G_Skills_48	有效距离：%d\n
G_Skills_49	对「%s」技能加成 %d%%\n
G_Skills_50	<color=Blue>第一式:<color>
G_Skills_51	<color=Blue>第二式:<color>
G_Skills_52	<color=Blue>第三式:<color>
G_Skills_53	<color=Blue>第四式:<color>
G_Skills_54	<color=Blue>第五式:<color>
G_Skills_55	<color=Blue>第六式:<color>
G_Skills_56	<color=Blue>第七式:<color>
G_Skills_57	<color=Blue>第八式:<color>
G_Skills_58	<color=Blue>第九式:<color>
G_Skills_59	<color=Blue>第十式:<color>
G_Skills_60	<color=Blue>第十一式:<color>
G_Skills_61	<color=Blue>第十二式:<color>
G_Skills_62	<color=Blue>第十三式:<color>
G_Skills_63	<color=Blue>第十四式:<color>
G_Skills_64	<color=Blue>第十五式:<color>
G_Skills_65	<color=Blue>第十六式:<color>
G_Skills_66	<color=Blue>第十七式:<color>
G_Skills_67	<color=Blue>第十八式:<color>
G_Skills_68	<color=Blue>第十九式:<color>
G_Skills_69	<color=Blue>第二十式:<color>
G_Skills_70	属性：金系 %d\n
G_Skills_71	属性：木系 %d\n
G_Skills_72	属性：水系 %d\n
G_Skills_73	属性：火系 %d\n
G_Skills_74	属性：土系 %d\n
G_Skills_75	五行相克：%d%%\n
G_Skills_76	受装备加成：

G_PlayerPK_0	您的负经验太多，只允许练功模式！
G_PlayerPK_1	您的负经验太多，不允许仇杀！

G_STR_GOOD_EXPIREDTIME	\n<color=Fire>商品的保质期：%d天%02d小时%02d分钟<color>\n

G_ProtocolProcess_0	某人
G_ProtocolProcess_1	两
G_ProtocolProcess_2	银两
G_ProtocolProcess_3	有人
G_ProtocolProcess_4	您的帮主给您发钱了：%d！
G_ProtocolProcess_5	未启动离线时转发消息！
G_ProtocolProcess_6	离线时消息转发目标是%s！
G_ProtocolProcess_7	设置了消息转发目标为%s。
G_ProtocolProcess_8	你现在不能接受私聊消息！\n输入 /OfflineTrans 可以取消设置。
G_ProtocolProcess_9	帮会创建失败！
G_ProtocolProcess_10	%s申请加入帮会！
G_ProtocolProcess_11	帮会操作被锁定，不能任命！
G_ProtocolProcess_12	传位失败，对方不在线！
G_ProtocolProcess_13	传位失败，对方能力不够！
G_ProtocolProcess_14	传位失败，本帮中无此人！
G_ProtocolProcess_15	帮会操作被锁定！
G_ProtocolProcess_16	%s申请加入联盟！
G_ProtocolProcess_17	%s 拒绝接受本帮加入联盟！
G_ProtocolProcess_18	帮会钱不够！
G_ProtocolProcess_19	因为您现在的PK值>＝3,PK前请先解除装备栏的锁定状态。
G_ProtocolProcess_20	你当前状态禁止移动或者交易物品！
G_ProtocolProcess_21	你的同伴仍在昏迷中，%d 秒后才能被重新召唤！
G_ProtocolProcess_22	两次召唤同伴的间隔太短了，请稍后再尝试！
G_ProtocolProcess_23	这里不允许召唤同伴！
G_ProtocolProcess_24	你的装备栏处于锁定状态，不能解散同伴！
G_ProtocolProcess_25	不允许解散最后一个同伴！
G_ProtocolProcess_26	该物品在此地无法发挥功效！
G_ProtocolProcess_27	由于你连续输入错误密码，系统中止继续验证，剩余时间：%d小时
G_ProtocolProcess_28	你连续输入错误密码已达%d次，连续输入错误10次系统将中止验证一段时间
G_ProtocolProcess_29	你当前状态禁止交易物品！

G_ScriptFuns_0	无
G_ScriptFuns_1	<非辖区>
G_ScriptFuns_2	本城现在擂台赛没有进行。
G_ScriptFuns_3	本城区最近无擂台战事。
G_ScriptFuns_4	组队消息
G_ScriptFuns_5	[Script]使用AddItem参数数量不符!
G_ScriptFuns_6	[Script]使用AddGoldItem参数数量不符!
G_ScriptFuns_7	[Script]GoldItem-目前只支持黄金装备!
G_ScriptFuns_8	GetItem ParameterNotEnough!
G_ScriptFuns_9	HaveItem ParameterNotEnough!
G_ScriptFuns_10	DelCommonItem ParameterNotEnough!
G_ScriptFuns_11	ExistCommonItem ParameterNotEnough!
G_ScriptFuns_12	GetItemLife ParameterNotEnough!
G_ScriptFuns_13	无名城
G_ScriptFuns_14	未记录
G_ScriptFuns_15	未知码头
G_ScriptFuns_16	您的声望减少了%d点!
G_ScriptFuns_17	您的声望增加了%d点!

G_MagicDesc_0	内力
G_MagicDesc_1	生命
G_MagicDesc_2	体力
G_MagicDesc_3	金钱
G_MagicDesc_4	增加
G_MagicDesc_5	减少
G_MagicDesc_6	女性
G_MagicDesc_7	男性
G_MagicDesc_8	剑
G_MagicDesc_9	单刀
G_MagicDesc_10	棍棒
G_MagicDesc_11	枪
G_MagicDesc_12	锤
G_MagicDesc_13	双刀
G_MagicDesc_14	所有
G_MagicDesc_15	暗器
G_MagicDesc_16	近身
G_MagicDesc_17	空手
G_MagicDesc_18	未知

G_KDiceGame_0	你没有足够银两继续游戏了！
G_KDiceGame_1	游戏
G_KDiceGame_2	AddGlobalNews([[热烈庆贺！%s 中了大奖，得到积累彩金，共计%d两！]])
G_KDiceGame_3	%d:%d 游乐机:%s 摸到 %d|%d|%d ,赌注: %d 奖金:%d 彩金:%d\n

G_STRING_AUTOHANGMSG_1	你的功力太低，无法吸收腊八粥的神奇功效。等%d级之后再来试试吧。
G_STRING_AUTOHANGMSG_2	你必须拥有矿镐才能挖矿，请找 桃花隐士 购买吧。
G_STRING_AUTOHANGMSG_3	你的矿镐已经完全损坏，你必须到 桃花隐士 那里购买新的矿镐才能继续挖矿。
G_STRING_AUTOHANGMSG_4	你的经验增加了%d点。
G_STRING_AUTOHANGMSG_5	你的矿镐已经完全损坏，你必须到 桃花隐士 那里购买新的矿镐才能继续挖矿。

G_TONG_FIGURE_CALL_MASTER	帮主
G_TONG_FIGURE_CALL_DIRECTOR	长老
G_TONG_FIGURE_CALL_MANAGER	队长
G_TONG_FIGURE_CALL_MEMBER	帮众
G_TONG_FIGURE_CALL_RETIRE	隐士

G_CORESHELL_0	\n<color=White>标价：<color=Yellow>
G_CORESHELL_1	骑马时无法打坐！

G_CORESHELL_STALL_0	\n<color=White>标价(收入)：<color=Green>
G_CORESHELL_STALL_1	\n<color=White>卖价(含税)：<color=Yellow>
G_CORESHELL_STALL_2	\n<color=White>卖价：<color=Yellow>
G_CORESHELL_STALL_3	\n<color=DBlue>本地税率：%d%%\n

G_STRING_ALLSKILLS	所有武功
G_STRING_BRACKET_BEGIN	「
G_STRING_BRACKET_END	」

G_CITYWAR_WARNING_SETTAXTIME	当前不允许设置税率。每天可设置税率时段为：%d点 ~ %d点
G_CITYWAR_WARNING_TAXALREADYSET1 	你已经设置过今天的税率了！！
G_CITYWAR_WARNING_TAXALREADYSET	你已经设置过本周的税率了！！
G_CITYWAR_WARNING_NOTTONGLEADER	你不是帮会帮主！！

G_STRING_DISABLED_CHAT	你目前所在地可能属于特殊区域，不能使用此聊天频道
G_STRING_ENTER_CHANNEL	系统公告：你加入了%s频道
G_STRING_LEAVE_CHANNEL	系统公告：你离开了频道

G_STRING_ANTIBOT_AFTERMSG	你受外挂的影响并未消除，在一定时间内，系统将不确保你获得的数据是正确的。
G_STRING_ANTIBOT_CLEARMSG	受外挂的影响已消除，你现在获得的数据是正确的。
G_STRING_ANTIBOT_STARTMSG	你正在使用外挂，系统将不确保你获得的数据是正确的。

G_STRING_SONG	宋
G_STRING_JIN	金

G_STRING_MONEY	两
G_STRING_FUYUAN	福缘
G_STRING_COIN	铜钱
G_STRING_SCORE	积分
G_STRING_GOLDCOIN	铜钱
G_STRING_HONOUR	荣誉点
G_STRING_GOLDCOIN_SCORE	商会积分
G_STRING_RESPECT	威望
G_STRING_ENERGY	精炼石
G_STRING_CONTRIBUTION	贡献度
G_STRING_BUILDFUND	帮会建设度
G_STRING_REFINING	精炼石
G_STRING_ARENA_CREDITS	竞技场勋章

G_STR_MOUSE_MAGIC_ITEM	你未使用白驹丸，所以无法使用自动打怪模式!
G_STR_ONLY_JEWELRY	此物品框只能放入未绑定的首饰(项链,戒指,香囊,腰坠,玉佩)!
G_STR_ONLY_CRYOLITE	此物品框只能放入没有叠加的玄晶矿石.
G_STR_ONLY_PROPMINE	此物品框只能放入属性矿石(玄铁矿,秘银矿,朱砂矿,孔雀石,芙蓉石,钟乳石).
G_STR_ONLY_EQUIP	此物品框只能放入未绑定的蓝/白色装备.
G_STR_ONLY_MINE	此物品框只能放入没有叠加的玄晶矿石或属性矿石.
G_STR_ONLY_BW_EQUIP	此物品框只能放入非首饰，未绑定的蓝/白色装备.
G_STR_ONLY_PURPLE_EQUIP	此物品框只能放入未绑定的紫色装备.
G_STR_ONLY_CONSUME	此物品框只能放入水晶,福缘露或神秘矿石.
G_STR_ONLY_ORGMINE	此物品框只能放入没有叠加的玄晶矿石或原始属性矿石(玄铁原矿,秘银原矿,朱砂原矿,孔雀原石,芙蓉原石,钟乳原石).
G_STR_ONLY_ATLAS	此物品框只能放黄金图谱或没有叠加的玄晶矿石.
G_STR_ONLY_BOOK	此物品框只能放属性矿石或技能书.
G_STR_NO_BINDITEM	绑定物品不能放入！

G_STR_FORBIT_THROWITEM	保护你的游戏财富，某些贵重物品不可丢到地上

G_STR_DUPEDITEM_MARK	你的 %s 为非法复制物品，已被作标记！
G_STR_DUPEDITEM_DELETE	你的 %s 为非法复制物品，已被删除！

G_STR_ITEM_ABRADETOZERO	你的 %s 已损坏，不能再使用，现在背包里。请到临安<神秘商人>处使用铜钱复原！
G_STR_COPY_ITEM_WARNING	！！此物品为复制品，将会被系统没收！！\n防止受骗，请勿交易\n\n

G_TIPS_PLAYEREVENT_KILLNPC	杀死 %s 的进度%d/%d

G_STR_ORIGINAL_PRICE	物品原价：
G_STR_ABATE_PRICE	物品促销价：
G_STR_ABATE_BEGIN_DATE	打折日期从：
G_STR_TO	至：
G_STR_SELL_BEGIN_DATE	销售日期从：
G_STR_ABATE_END	打折日期至：
G_STR_SELL_END	销售日期至：
G_STR_TEAMSHAREITEM_MODEPUNISH1	您的队友 %s 拾到了物品 %s
G_STR_TEAMSHAREITEM_MODEPUNISH2	您在队伍中分享到物品 %s

K_S_GOLD	金
K_S_WOOD	木
K_S_WATER	水
K_S_FIRE	火
K_S_EARTH	土

K_C_BEGIN	新手
K_C_JUSTICE	正派
K_C_EVIL	邪派
K_C_BALANCE	中立
K_C_FREE	杀手
K_C_ANIMAL	野兽
K_C_EVENT	路人

K_NPCRESNODE_0	头顶
K_NPCRESNODE_1	脚底
K_NPCRESNODE_2	循环
K_NPCRESNODE_3	小地图

K_NPC_0	人物名称

K_REPAIRSCRIPT_FUNC_PRICE	get_repair_price
K_REPAIRSCRIPT_FUNC_REPAIR	repair_equip
K_CHAT_TEAM_DEFAULT_NAME	我的好友
K_MATE_UNITNAME	配偶\n
K_BROTHER_UNITNAME	亲人\n
K_ENEMY_UNITNAME	仇人\n

K_PLAYERCHAT_0	%04d.%02d.%02d
K_PLAYERCHAT_1	%02d:%02d:%02d

K_SCRIPTFUNC_GetAutoExpValue	AEXP_GetHangExpValue
K_SCRIPTFUNC_AddAutoExp	AEXP_AddHangExp

K_WEAPON_DETAILTYPE	具体类别

K_KIND_FILE_SECT1	部件说明文件名
K_KIND_FILE_SECT2	武器行为关联表1
K_KIND_FILE_SECT3	武器行为关联表2
K_KIND_FILE_SECT4	动作贴图顺序表
K_KIND_FILE_SECT5	资源文件路经

K_WEAPON_PARTICULARTYPE	详细类别
K_WEAPON_SKILLID	对应物理技能编号

K_MESSAGE_SYSTEM_ANNOUCE_HEAD	公告
K_MESSAGE_ITEM_EXPIREDITEM1	您的道具[%s]将在%d小时%d分后到保质期，到时系统将自动删除该道具。
K_MESSAGE_ITEM_EXPIREDITEM2	您的道具[%s]已过了保质期，系统自动将其删除！

K_KIND_NAME_SECT	人物类型
K_KIND_NAME_SPECIAL	特殊npc
K_KIND_NAME_NORMAL	普通npc

L_CANT_OPEN	无法打开%s
L_TONG_TAX	<%s>城区税收金额: %u\r\n

L_SHAREDATABASE_0	产生了一个宝物 %d, %d,%d\n
L_SHAREDATABASE_1	产生了一个幸运之星 %s  %d, %d,%d\n
L_SHAREDATABASE_2	产生了一个黄金怪物 %s  index = %d Sid=%d  %d, %d,%d\n

L_EXCEPT_EXCUTE_RS	Exception Have Caught When Execute Relay Script !!!!!

L_NPC_0	[数值]%s受到%d点原始毒伤害
L_NPC_1	[数值]%s受到%d点原始魔法伤害
L_NPC_2	[数值]%s实际伤害：%d
L_NPC_3	[数值]%s返回伤害%d
L_NPC_4	[数值]%s魔法盾吸收比例：%d
L_NPC_5	[数值]%s闪过攻击
L_NPC_6	[zroc]Npc(%d)ServerMove RegionIdx = %d
L_NPC_7	Packing sync data ok...\n
L_NPC_8	Packing sync data failed...\n
L_NPC_9	[Sync]%d:%s<%d> request to %d. size:%d
L_NPC_10	Packing player sync data ok...\n
L_NPC_11	Packing player sync data failed...\n
L_NPC_12	NpcID:%d  Life:%d\nRegionIndex:%d Pos:%d,%d\nPlayerNumber:%d\n
L_NPC_13	NpcNumber:\n%02d,%02d,%02d\n%02d,%02d,%02d\n%02d,%02d,%02d
L_NPC_14	[数值]AttackRating %d : Defense %d: RandomPercent (%d, %d)
L_NPC_15	[error]致命错误,无法正确读取%s
L_NPC_16	载入Npc%d模板请求非法！
L_NPC_17	[Script]SetPos error:SubWorld:%d, Pos(%d, %d)
L_NPC_18	[Map]World%d haven't been loaded!
L_NPC_19	[Map]Change Pos(%d,%d) Invalid!
L_NPC_20	[DEATH]SetMode:%d
L_NPC_21	[DEATH] m_ProcessState: %d
L_NPC_22	[DEATH] m_bExchangeServer: %d
L_NPC_23	[DEATH] m_Doing: %d
L_NPC_24	[DEATH] WaitForFrame TRUE
L_NPC_25	[DEATH] WaitForFrame FALSE
L_NPC_26	[error]%s Region Index < 0 when hurt
L_NPC_27	[DEATH]On Hurt Finished
L_NPC_28	[error]%s Region Index < 0 when dorevive

L_NPC_29	被怪打死损失经验 %d\r\n
L_NPC_30	被怪打死损失金钱 %d\r\n
L_NPC_31	被玩家[%s]打死损失经验 %d\r\n
L_NPC_32	被玩家[%s]打死损失金钱 %d\r\n


L_NPCATTRIBM_0	[数值]%s冰伤害增加(%d)
L_NPCATTRIBM_1	[数值]%s火伤害增加(%d)
L_NPCATTRIBM_2	[数值]%s电伤害增加(%d)
L_NPCATTRIBM_3	[数值]%s所有物理攻击力增加百分之%d
L_NPCATTRIBM_4	[数值]%s远程物理攻击力增加百分之%d
L_NPCATTRIBM_5	[数值]%s空手物理攻击力增加百分之%d
L_NPCATTRIBM_6	[数值]%s近程物理攻击力增加百分之%d
L_NPCATTRIBM_7	[数值]%s近程武器%d物理攻击力增加百分之%d
L_NPCATTRIBM_8	[数值]%s毒状态变为：间隔%d帧发作一次%d伤害，共持续%d帧
L_NPCATTRIBM_9	[数值]%s物理伤害力增加(%d)
L_NPCATTRIBM_10	[数值]%s五防抗性增加%d
L_NPCATTRIBM_11	[数值]%s所有技能加%d级，未完成
L_NPCATTRIBM_12	[数值]%s命中率增加百分之%d(%d点)
L_NPCATTRIBM_13	[数值]%s攻击速度增加%d
L_NPCATTRIBM_14	[数值]%s施法速度增加%d
L_NPCATTRIBM_15	[数值]%s当前阵营变为%d
L_NPCATTRIBM_16	[数值]%s冰抗性增加了%d点
L_NPCATTRIBM_17	[数值]%s致命一击百分比增加%d
L_NPCATTRIBM_18	[数值]%s当前敏捷增加了%d点
L_NPCATTRIBM_19	[数值]%s土系技能加%d级
L_NPCATTRIBM_20	[数值]%s当前精力增加了%d点
L_NPCATTRIBM_21	[数值]%s快速命中回复增加%d
L_NPCATTRIBM_22	[数值]%s移动速度增加%d
L_NPCATTRIBM_23	[数值]%s火系技能加%d级
L_NPCATTRIBM_24	[数值]%s冰冻时间减少百分之%d
L_NPCATTRIBM_25	[数值]%s震退百分比增加%d
L_NPCATTRIBM_26	[数值]%s生命上限增加了百分之%d(%d点)
L_NPCATTRIBM_27	[数值]%s生命上限增加了%d点
L_NPCATTRIBM_28	[数值]%s生命回复速度增加了%d点
L_NPCATTRIBM_29	[数值]%s生命增加了%d点
L_NPCATTRIBM_30	[数值]%s电抗性增加了%d点
L_NPCATTRIBM_31	[数值]%sMF值增加了%d,未完成
L_NPCATTRIBM_32	[数值]%s内力上限增加了百分之%d(%d点)
L_NPCATTRIBM_33	[数值]%s内力上限增加了%d点
L_NPCATTRIBM_34	[数值]%s内力回复速度增加了%d点
L_NPCATTRIBM_35	[数值]%s内力增加了%d点
L_NPCATTRIBM_36	[数值]%s吸收伤害百分比为%d，持续%d帧
L_NPCATTRIBM_37	[数值]%s近程物理伤害反弹百分比增加%d
L_NPCATTRIBM_38	[数值]%s近程物理伤害反弹增加%d
L_NPCATTRIBM_39	[数值]%s金系技能加%d级, 未完成
L_NPCATTRIBM_40	[数值]%s物理抗性增加了%d点
L_NPCATTRIBM_41	[数值]%s伤害转内力百分比增加了%d
L_NPCATTRIBM_42	[数值]%s中毒伤害减少%d
L_NPCATTRIBM_43	[数值]%s毒抗性增加了%d点
L_NPCATTRIBM_44	[数值]%s中毒时间减少百分之%d
L_NPCATTRIBM_45	[数值]%s远程伤害反弹增加%d
L_NPCATTRIBM_46	[数值]%s远程伤害反弹百分比增加%d
L_NPCATTRIBM_47	[数值]%s子弹减速状态变为%d
L_NPCATTRIBM_48	[数值]%s体力上限增加了百分之%d(%d点)
L_NPCATTRIBM_49	[数值]%s体力上限增加了%d点
L_NPCATTRIBM_50	[数值]%s体力回复速度增加了%d点
L_NPCATTRIBM_51	[数值]%s体力增加了%d点
L_NPCATTRIBM_52	[数值]%s偷生命百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_53	[数值]%s偷内力百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_54	[数值]%s偷体力百分比为%d(比原本上升了%d点)
L_NPCATTRIBM_55	[数值]%s当前力量增加了%d点
L_NPCATTRIBM_56	[数值]%s眩晕时间减少%d
L_NPCATTRIBM_57	[数值]%s视野范围增加%d
L_NPCATTRIBM_58	[数值]%s当前活力增加了%d点
L_NPCATTRIBM_59	[数值]%s水系技能加%d级，未完成
L_NPCATTRIBM_60	[数值]%s木系技能加%d级，未完成
L_NPCATTRIBM_61	[数值]%s火抗性增加了%d点
L_NPCATTRIBM_62	[数值]%s防御增加了%d点
L_NPCATTRIBM_63	[数值]%s冰增强增加了%d点
L_NPCATTRIBM_64	[数值]%s火增强增加了%d点
L_NPCATTRIBM_65	[数值]%s电增强增加了%d点
L_NPCATTRIBM_66	[数值]%s毒增强增加了%d点
L_NPCATTRIBM_67	[数值]%s喝了补血药，获得%d帧内每10帧回复%d点生命的效果
L_NPCATTRIBM_68	[数值]%s喝了补内力药，获得%d帧内每10帧回复%d点内力的效果
L_NPCATTRIBM_69	[数值]%s物理抗性上限增加了%d点
