key	value
G_AUCTIONBIDDERHIGHEST	Tr­íc m¾t gi¸ ®­a ra cao nhÊt lµ  %s, gi¸ ®­a ra %d l­îng b¹c 
G_AUCATIONQUITFAIL	B¹n ®­a ra gi¸ qu¸ cao, kh«ng thÓ thóc tiÕn ph¸t m·i 
G_AUCATIONQUITSUCCESS	%s tho¸t khái ph¸t m·i 
G_AUCTIONSUCESSGETMONEY	B¹n l·nh nhËn tiÒn ph¸t m·i vËt phÈm, thuÕ lµ  %d l­îng b¹c 
G_AUCTIONFAILGETITEM	B¹n nhËn l¹i vËt phÈm ph¸t m·i thÊt b¹i 

G_AUCTIONSUBMITSUCCESS	B¹n chuyÓn giao thµnh c«ng mét kiÖn vËt phÈm ph¸t m·i, gi¸ thÊp nhÊt lµ  %d, gi¸ t¨ng thªm lµ  %d

G_TASKCOUNTLIMIT	HÖ thèng nhiÖm vô ®· ®Çy, s¸ng t¹o nhiÖm vô truy s¸t %s thÊt b¹i
G_CREATETASKCOUNTLIMIT	Sè l­îng nhiÖm vô s¸ng lËp ®· ®ñ, s¸ng lËp nhiÖm vô  %s truy s¸t thÊt b¹i 
G_TAKETASKLINIT	Mçi ng­êi l·nh nhËn nhiÒu nhÊt lµ  %d nhiÖm vô, B¹n ®· nhËn ®­îc ®ñ sè råi
G_TASKFAILURE	NhiÖm vô  %s truy s¸t ®· kÕt thóc, kh«ng cã ai hoµn thµnh
G_TASKSUCCESS	NhiÖm vô  %s truy s¸t ®· ®­îc %s hoµn thµnh 
G_TAKEREWARD	Xin néi trong %d giê  %d phót %d gi©y l·nh nhËn tiÒn th­ëng nhiÖm vô  %s truy n·, sè l­îng %d
G_TAKEBACKREWARD	Xin néi trong %d giê  %d phót %d gi©y l·nh nhËn tiÒn th­ëng ch­a hoµn thµnh nhiÖm vô  %s truy n·, sè l­îng %d
G_TAKETASKSUCCESS	B¹n l·nh nhËn thµnh c«ng nhiÖm vô  %s truy s¸t 
G_TAKERLIMIT	Sè ng­êi ®Õn l·nh nhËn nhiÖm vô ®· ®¹t ®Õn sè lín nhÊt lµ  %d ng­êi, l·nh nhËn thÊt b¹i 
G_TASKNOTEXIST	NhiÖm vô ®· kh«ng tån t¹i
G_TAKEMONEY	B¹n l·nh nhËn tiÒn th­ëng %s s¸t tö  %d
G_TAKEBACKMONEY	B¹n nhËn ®­îc tiÒn thï lao %s s¸t tö  %d
G_TAKETASKDUP	B¹n ®· l·nh nhËn nhiÖm vô nµy, kh«ng thÓ l·nh nhËn thªm 
G_CREATETASKSUCCESS	B¹n s¸ng lËp nhiÖm vô truy s¸t %s thµnh c«ng, thï lao lµ  %d l­îng b¹c 
G_TASKCANCEL	NhiÖm vô  %s s¸t tö bÞ hñy bá 
G_TASKCANNTCANCEL	NhiÖm vô  %s truy s¸t ®· hñy bá thêi gian 
G_TASKCANCELGETMONEY	NhiÖm vô  %s s¸t tö ®· bÞ hñy, tr¶ l¹i %d l­îng b¹c 
G_TAKEOWNTASK	Kh«ng thÓ tiÕp nhËn nhiÖm vô cña m×nh s¸ng lËp 
G_TAKEKILLSELF	Kh«ng thÓ tiÕp nhËn nhiÖm vô truy s¸t chÝnh m×nh 
G_TASKNOTACTIVE	NhiÖm vô ®· kh«ng trong tr¹ng th¸i kÝch thÝch, xin kÝch ho¹t nhiÖm vô 
G_TASKBEDELETED	Ch­a ë trong thêi gian quy ®Þnh cho NPC ®èi tho¹i, nhiÖm vô  %s truy s¸t ®· bÞ hÖ thèng thanh trõ 
G_CREATETASKFAIL	S¸ng lËp nhiÖm vô thÊt b¹i, tr¶ l¹i thï lao vµ tiÒn huª hång cho B¹n %d l­îng 
G_TASKBETAKED	%s®· l·nh nhËn nhiÖm vô truy s¸t do B¹n %s s¸ng lËp 

G_TONG_PASS_TEST	Chóc mõng %s ®· th«ng qua thêi gian kh¶o nghiÖm! 
G_TONG_INFO_TO_PASS_TEST	%s b¾t ®Çu thêi gian kh¶o nghiÖm, xin h·y mau chãng triÓn khai quy m«! 
G_TONG_NOT_PASS_TEST	%s ch­a th«ng qua thêi kú kh¸o nghiÖm, bÞ gi¶i t¸n! 
G_TONG_MASTER	Bang chñ 
G_TONG_DIRECTOR	Tr­ëng L·o
G_TONG_MANAGER	§éi tr­ëng
G_TONG_CHANGE_CAMP	Bang chñ thay ®æi phe ph¸i cña bæn bang! 
G_TONG_STORE_MONEY	%s Cèng hiÕn tiÒn cho ng©n quü cña bang héi %d! 
G_TONG_GET_MONEY	%s lÊy ®i tiÒn trong ng©n quü cña bang héi %d! 
G_TONG_UP_LEVEL	Bæn bang ®¼ng cÊp th¨ng ®Õn %d cÊp! 
G_TONG_DOWN_LEVEL	Bæn bang ®¼ng cÊp gi¶m ®Õn %d cÊp! 
G_TONG_CHANGE_LEVEL	Bæn bang ®¼ng cÊp trë thµnh %d cÊp! 
G_TONG_CREATE_UNION	Bang chñ Bæn bang lËp nªn mét liªn minh bang héi %s! 
G_TONG_DISPATCH_MONEY	Bang chñ ph¸t tiÒn cho tÊt c¶ bang chóng! 
G_TONG_DISPATCH_MONEY_OL	Bang chñ ph¸t tiÒn cho c¸c bang chóng ®ang trªn m¹ng! 
G_TONG_DISPATCH_MONEY_VALUE	 Tr­ëng l·o mçi ng­êi %d, nhãm tr­ëng mçi ng­êi %d, bang chóng mçi ng­êi %d! 
G_TONG_AUTHORIZE_JOIN	%s phª chuÈn %s gia nhËp Bæn bang! 
G_TONG_APPOINT	%s ®­îc nhËn chøc vÞ  %s! 
G_TONG_APPOINT_MASTER	%s ®­îc nhËn chøc vÞ Bang chñ! 
G_TONG_APPOINT_DIRECTOR	%s ®­îc nhËn chøc vÞ Tr­ëng l·o!
G_TONG_APPOINT_MANAGER	%s ®­îc ®¶m nhËn lµ nhãm tr­ëng
G_TONG_APPOINT_MEMBER	%s ®­îc nhËn nhiÖm vô bang chóng b×nh th­êng! 
G_TONG_KICK_MEMBER	%s ®uæi %s khái bang héi! 
G_TONG_LEAVE	%s ph¶n béi Bæn bang! 
G_TONG_CHANGE_MASTER	%s nh­êng vÞ trÝ Bang chñ l¹i cho %s! 
G_TONG_LEAVE_MSG	%s rêi khái Bæn bang, ®i biÖt tÝch! 
G_TONG_JOIN_SELFUNION	Bang héi %s gia nhËp bæn bang cã liªn minh %s!
G_TONG_JOIN_SELFUNION_MASTER	Bang héi %s gia nhËp bæn bang cã liªn minh %s, bæn bang bÞ khÊu trõ %d v¹n trong ng©n quü!
G_TONG_JOIN_UNION	Bæn bang tiªu hao %d v¹n ng©n quü, gia nhËp liªn minh %s!
G_TONG_JOIN_UNION_LOG	Bang héi %s gia nhËp liªn minh do bang %s thµnh lËp! Song ph­¬ng bÞ khÊu trõ %d v¹n trong ng©n quü.
G_TONG_DISMISS_UNION	Minh chñ gi¶i t¸n liªn minh bang héi!
G_TONG_KICK_UNION	 Minh Chñ°Ñ±¾°ïÌß³öÁªÃË£¡ 
G_TONG_LEAVE_UNION	Bæn bang rêi khái bang héi liªn minh! 
G_TONG_KICK_UNION_ELSE	Minh chñ ®uæi bang héi %s ra khái liªn minh!
G_TONG_LEAVE_UNION_ELSE	Bang héi %s rêi khái liªn minh cña bæn bang!
G_TONG_ACCEPTMASTER	Bang chñ bang %s: %s chuyÓn vÞ cho %s?\n
G_TONG_MALE_TITLE_CHANGE	%s thay ®æi danh hiÖu thµnh viªn nam thµnh %s!
G_TONG_FEMALE_TITLE_CHANGE	%s thay ®æi danh hiÖu thµnh viªn n÷ thµnh %s!
G_TONG_MEMBER_TITLE_CHANGE	Danh hiÖu cña %s ®­îc ®æi thµnh %s!
	
G_RR_ROLE_DEL	Nh©n vËt %d bÞ l­îc bá. 

G_CITYWAR_NOTIFY_SIGNUP	L«i ®µi trong thµnh %s ®· b¾t ®Çu b¸o danh, hoan nghªnh c¸c bang héi ®· ®¹t ®Õn ®¼ng cÊp %d ®Õn b¸o danh thi ®Êu! 
G_CITYWAR_NOTIFY_SIGNUP_OK	Bang héi cña B¹n ®· ®¨ng ký thµnh c«ng, xin ®îi L«i ®µi khai m¹c!! 
G_CITYWAR_NOTIFY_SIGNUP_TOALL	%s bang héi ®· b¸o danh tham gia cuéc thi ®Êu L«i ®µi trong thµnh %s!! 
G_CITYWAR_NOTIFY_SIGNUP_LOG	%s bang héi ®· b¸o danh tham gia cuéc thi ®Êu L«i ®µi trong thµnh  %s, tiÒn hoa hång lµ %u!! 
G_CITYWAR_NOTIFY_NO_SIGNUP	%s cuéc thi ®Êu L«i ®µi trong thµnh kh«ng ng­êi b¸o danh, tuÇn nµy v¹n sù v« ­u. 
G_CITYWAR_NOTIFY_SINGLE_SIGNUP	%s cuéc thi ®Êu L«i ®µi trong thµnh chØ cã %s mét bang héi b¸o danh, xem nh­ ®· ®ñ t­ c¸ch khiªu chiÕn!! 
G_CITYWAR_NOTIFY_SIGNUP_COMPLETE	%s L«i ®µi trong thµnh ®· chuÈn bÞ hoµn tÊt, tæng céng cã %d bang héi tham chiÕn, lÞch thi ®Êu ®· x¸c ®Þnh, lÇn nµy xin c¸c bang héi thi ®Êiu ®óng giê. 
G_CITYWAR_NOTIFY_ARENA_START	%s L«i ®µi trong thµnh ®· b¾t ®Çu thi ®Êu, mêi nh÷ng ®éi ®¨ng ký ®Çu tiªn vµo thi ®Êu, kh«ng ®­îc chËm trÔ 
G_CITYWAR_NOTIFY_ARENA_RESULT	Bang héi %s trong trËn nµy ®· ®¸nh b¹i bang héi %s, chuÈn bÞ cho trËn ®Êu míi!
G_CITYWAR_NOTIFY_ARENA_RESULT2	Bang héi %s trong qu¸ tr×nh thi ®Êu ®· ®¸nh b¹i bang héi %s, ®­îc quyÒn c«ng thµnh %s!! 
G_CITYWAR_NOTIFY_WAR_STARTED	§¹i chiÕn trong thµnh %s ®· chÝnh thøc b¾t ®Çu, bang héi %s vµ %s lËp tøc b¾t ®Çu chiÕn ®Êu kÞch liÖt!! 
G_CITYWAR_NOTIFY_WAR_RESULT	§¹i chiÕn trong thµnh %s th¾ng b¹i ®· ph©n ®Þnh, bang héi %s trë thµnh chñ thµnh míi!! Th¸i Thó:%s
G_CITYWAR_NOTIFY_WAR_RESULT2	§¹i chiÕn trong thµnh %s th¾ng b¹i ®· ph©n ®Þnh, bang héi %s thñ thµnh thµnh c«ng vµ duy tr× quyÒn thèng trÞ!! Th¸i Thó:%s
G_CITYWAR_NOTIFY_WAR_RESULT3	Trong thµnh %s tr­íc m¾t ch­a cã Th¸i Thó, bang héi %s ®­îc c«ng nhËn trë thµnh ng­êi thèng trÞ ®Çu tiªn!! 
G_CITYWAR_NOTIFY_TAX_SET	B¹n thiÕt ®Þnh thµnh c«ng %s thuÕ suÊt vµ vËt gi¸ tuÇn nµy trong thµnh. 
G_CITYWAR_NOTIFY_SIGNUP_OUT	Sè tiÒn tÝch lòy ch­a ®ñ kh«ng ®ñ, bang héi cña B¹n b¸o danh %s thÊt b¹i!! 
G_CITYWAR_NOTIFY_SIGNUP_OUT2	TiÒn tÝch lòy %d l­îng ®· tr¶ l¹i ng©n quü cña bang héi, xin ®Õn lÊy. 
G_CITYWAR_NOTIFY_CHANGE_CITYMASTER	Bang chñ %s bang héi chuyÓn vÞ, %s trë thµnh t©n Th¸i Thó:%s

G_CITYWAR_WARNING_ARENACANCELED	SÐt ®¸nh råi, cã m­a råi, thi ®Êu L«i ®µi hñy bá!! 
G_CITYWAR_WARNING_WARRESET	TrËn thi ®Êu L«i ®µi míi trong thµnh %s b¾t ®Çu b¸o danh, cho nªn tÊt c¶ c¸c ho¹t ®éng t¹m thêi ®×nh chØ!! 
G_CITYWAR_WARNING_SIGNUPTIMEOUT	Xin lçi! Giai ®o¹n b¸o danh ®· kÕt thóc. 
G_CITYWAR_WARNING_ALREADYSIGNUP	Bang héi cña B¹n ®· b¸o danh råi! 
G_CITYWAR_WARNING_SIGNUPFULL	Sè ng­êi b¸o danh thi ®Êu ®· ®ñ, mêi B¹n trë l¹i lÇn sau
G_CITYWAR_WARNING_NOTENOUGHFEE	Xin lçi! Ng©n s¸ch bang ph¸i cña B¹n kh«ng ®ñ ®Ó nép phÝ b¸o danh %d l­îng. 
G_CITYWAR_WARNING_LEVELLOW	Xin lçi! Bang héi cña B¹n ®¼ng cÊp kh«ng ®ñ %d cÊp. 
G_CITYWAR_WARNING_NOTTONGLEADER	B¹n kh«ng ph¶i lµ Bang chñ cña bang héi! 
G_CITYWAR_WARNING_TONGERROR	V« hiÖu bang héi!! 
G_CITYWAR_WARNING_TAXALREADYSET	B¹n ®· thiÕt ®Þnh thuÕ suÊt cña tuÇn nµy råi! 
G_CITYWAR_WARNING_BECHALLENGER	B¹n ®· cã ®­îc quyÒn khiªu chiÕn trong thµnh %s!! 
G_CITYWAR_WARNING_BECITYOWNER	Bang héi cña B¹n ®· lµ ng­êi thèng trÞ trong thµnh  %s råi!! 
G_CITYWAR_WARNING_TOOFEWCROWS	Xin lçi! Bang héi cña B¹n nh©n sè kh«ng ®ñ %d ng­êi, vÉn kh«ng ®ñ t­ c¸ch. 
G_CITYWAR_WARNING_TESTINGPERIOD	Xin lçi! Bang héi cña B¹n ®ang trong thêi gian kh¶o nghiÖm, kh«ng cho phÐp thi ®Êu. 
G_CITYWAR_WARNING_SAMECAMP	Bang héi cña B¹n vµ %s ng­êi thèng trÞ trong thµnh %s ®ång thuéc mét phe ph¸i!! 
G_CITYWAR_WARNING_NOTUNIONLEADER	Bang héi cña B¹n vµ c¸c bang héi kh¸c kÕt thµnh liªn minh, nh­ng mµ chØ cã Minh chñ míi cã thÓ c«ng thµnh!! 
G_CITYWAR_WARNING_PERIODNOTMATCH	Giai ®o¹n tr­íc kh«ng phï hîp, lÏ ra lµ %d, th× l¹i lµ %d. 

L_AUCTION_WINNNER_QUIT	³ÇÊÐID=²»ÖªµÀ ³ö¼Û×î¸ßÕßÍË³öÓÎÏ· ÅÄÂôID=%d  ÍË³öÕß=%s Thµnh thÞ ID=kh«ng biÕt lµ ng­êi ra gi¸ cao nhÊt ®· tho¸t khái trß ch¬i ph¸t m·i ID= [] ng­êi tr¶ l¹i = []
L_ADD_AUCTION_ITEM	³ÇÊÐID=%d Ìá½»ÎïÆ· ÅÄÂôID=%d µ×¼Û=%d ÈëÔúµ¥Î»=%d Ìá½»ÈË=%s Thµnh thÞ ID= [] chuyÓn giao vËt phÈm ph¸t m·i ID= [] gi¸ thÊp = [] ®¬n vÞ thanh to¸n = [] ng­êi giao= []
L_ADD_AUCTION_ITEM_SUCC	³ÇÊÐID=%d ÅÄÂô³É¹¦ ÅÄÂôID=%d ³É½»¼Û¸ñ=%d Thµnh thÞ ID= [] ph¸t m·i thµnh c«ng ph¸t m·i ID= [] thµnh gi¸ = []
L_ADD_AUCTION_ITEM_FAIL	³ÇÊÐID=%d ÅÄÂôÊ§°Ü ÅÄÂôID=%d Thµnh thÞ ID= [] ph¸t m·i thÊt b¹i ph¸t m·i ID= []
L_ADD_AUCTION_ITEM_ING	³ÇÊÐID=%d ¿ªÊ¼ÅÄÂô ÅÄÂôID=%d Thµnh thÞ ID= [] b¾t ®Çu ph¸t m·i ph¸t m·i ID= []
L_ADD_TO_AUCTION	³ÇÊÐID=%d ¼ÓÈëÅÄÂô ÅÄÂôID=%d ¾ºÂòÕß=%s Thµnh thÞ ID= [] gia nhËp ph¸t m·i ph¸t m·i ID= [] ng­êi tranh mua = []
L_AUCTION_ADD_PRICE	³ÇÊÐID=%d ³ö¼Û ÅÄÂôID=%d ¾ºÂòÕß=%s ÉÏÒ»´Î¼Û¸ñ=%d ¼Ó¼Û±¶Êý=%d Thµnh thÞ ID= [] ra gi¸ ph¸t m·i ID= [] v ng­êi tranh mua = [] gi¸ lÇn tr­íc= [] béi sè t¨ng gi¸ = []

L_CW_SIGNUP	²ÎÓë¾º±ê°ï»á:  Tham gia cïng víi bang héi:
L_CW_KICKOUT_TONG	±»ÌÔÌ­¾º±ê°ï»á:  BÞ ®µo th¶i ra khái bang héi:
L_START_ARENA_ERROR	ÀÞÌ¨ÈüÇ°ÌáÌõ¼þ (Ä¿±ê³ÇÊÐÈü³Ì£¯ÉÏÒ»³¡ÀÞÌ¨Èü½áÊø) ´íÎó... §iÒu kiÖn ®Ò ra tr­íc khi thi ®Êu (môc tiªu Thµnh thÞ / trËn thi ®Êu ®Çu tiªn ®· kÕt thóc ) bÞ sai...
L_ARENA_RESULT_RECORD_ERROR	Arena result record error...
L_ARENA_END	°ï»áÀÞÌ¨Èü½áÊøÁË¡£  L«i ®µi thi ®Êu bang héi ®· kÕt thóc.
L_START_CITY_WAR_ERROR	StartCityWar error....
L_END_CITY_WAR_ERROR	End City War error....
L_ILLEGAL_TAX_RATE	illegal tax rates....\n
L_SET_TAX_NOT_PERMITTED	set tax not permitted !!!

L_KILLER_CREATE_TASK	´´½¨ÈÎÎñ ÈÎÎñID=%d ´´½¨Õß=%s  ±»×·É±ÈË=%s ÏµÍ³×â½ð=%d ×ÜÊ±¼ä=%d ÉÍ½ð=%d Sang lap nhiem vu nhiem vu ID= [] nguoi sang lap= [] nguoi bi truy sat = [] tien thue he thong = [] tong thoi gian = [] tien thuong = []
L_KILLER_ACTIVE_FAILURE	×´Ì¬×ª»» ÈÎÎñID=%d   ×ÜÊ±¼ä=%d Ê£ÓàÊ±¼ä=%d ACTIVE-> FAILURE Chuyen doi trang thai nhiem vu ID= [] tong thoi gian = [] thoi gian con du = []
L_KILLER_ACTIVE_CLOSE	×´Ì¬×ª»»  ÈÎÎñID=%d ×ÜÊ±¼ä=%d Ê£ÓàÊ±¼ä=%d ACTIVE-> CLOSE Chuyen doi trang thai nhiem vu ID= [] tong thoi gian = [] thoi gian con du = []
L_KILLER_CLOSE_FAILURE	×´Ì¬×ª»» ÈÎÎñID=%d ×ÜÊ±¼ä=%d Ê£ÓàÊ±¼ä=%d CLOSE-> FAILURE Chuyen doi trang thai nhiem vu ID= [] tong thoi gian = [] thoi gian con du = []
L_KILLER_SUCCESS_DELETESIGN	×´Ì¬×ª»» SUCCESS/FAILURE-> DELETESIGN ÈÎÎñID=%d ×ÜÊ±¼ä=%d Ê£ÓàÊ±¼ä=%d ChuyÓn ®æi tr¹ng th¸i SUCCESS/FAILURE-> DELETESIGN nhiem vu ID= [] tong thoi gian = [] thoi gian con du = []
L_KILLER_CANCEL_TASK	È¡ÏûÈÎÎñ ÈÎÎñID=%d ´´½¨Õß=%s ±»É±Õß=%s ×ÜÊ±¼ä=%d Ê£ÓàÊ±¼ä=%d ÉÍ½ð=%d È¡ÏûÕß=%s ÈÎÎñ×´Ì¬ = %d Huy bo nhiem vu nhiem vu ID= [] nguoi sang lap= [] nguoi bi truy sat= [] tong thoi gian = [] thoi gian con du = [] tien thuong = [] nguoi huy bo = [] trang thai nhiem vu = []
L_KILLER_GET_TASK	ÁìÈ¡ÈÎÎñ ÈÎÎñID=%d, ÁìÈ¡ÈË= %s,  Lanh nhan nhiem vu nhiem vu ID= [], nguoi lanh nhan = [], 
L_KILLER_GET_MONEY	ÁìÈ¡Ç® ÈÎÎñID=%d ÁìÇ®ÀàÐÍ=%d  ÁìÇ®½ð¶î (Ë°Ç°) =%d Nhan lanh tien nhiem vu ID= [] loai hinh lanh tien = [] kim ngach lanh tien ( thue suat ) = []

L_TONG_MSG	°ï»á [%s]:%s Bang héi []: []
L_TONG_DISPATCH_MONEY	°ï»á [%s]¸øËùÓÐÈË·¢Ç®£º³¤ÀÏ%d¸ö£»¶Ó³¤%d¸ö£»°ïÖÚ%d¸ö£»·Ö±ð·¢Ç®£º%d %d %d £¬×Ü¹² %d Bang hoi []phat tien cho moi nguoi:truong lao [] nguoi;  nhom truong [] nguoi;  bang chung [] nguoi ; lan luot phat tien: [] [] [], tong cong []
L_TONG_DISPATCH_MONEY_OL	°ï»á [%s]¸øÔÚÏßµÄ·¢Ç®£º³¤ÀÏ%d¸ö£»¶Ó³¤%d¸ö£»°ïÖÚ%d¸ö£»·Ö±ð·¢Ç®£º%d %d %d £¬×Ü¹² %d Bang hoi [] phat tien cho nguoi tren mang:truong lao [] nguoi ;  nhom truong [] nguoi ;  bang chung [] nguoi; lan luot phat tien: [] [] [], tong cong []

L_TONG_CREATE_FAIL_NAME_1	°ï»á´´½¨Ê§°Ü£º°ï»áÃûÎÊÌâ1 Sang lap bang hoi that bai:ten bang hoi van de 1
L_TONG_CREATE_FAIL_NAME_2	°ï»á´´½¨Ê§°Ü£º°ï»áÃû %s ÎÊÌâ2£º¹ý³¤ %s Sang lap bang hoi that bai:ten bang hoi [] van de 2:qua dai []
L_TONG_CREATE_FAIL_NAME_3	°ï»á´´½¨Ê§°Ü£º°ï»áÃûÎÊÌâ3£º°ï»áÍ¬Ãû»ò°ïÖ÷Í¬Ãû»òÕßÍ¬ÃûµÄ°ï»áÁªÃË %s %s Sang lap bang hoi that bai:ten bang hoi van de 3:trung ten bang hoi hoac trung tenBang chu hoac trung ten lien minh bang hoi [] []
L_TONG_CREATE_FAIL_MEM	°ï»á´´½¨Ê§°Ü£ºÄÚ´æÎÊÌâ %s %s Sang lap bang hoi that bai ;van de ton tai [] []
L_TONG_KICK_MEMBER	°ï»áÌßÈË£º%sÌß%s£¡ Bang hoi duoi nguoi: [] duoi []!
L_TONG_KICK_MEMBER_CWS	°ï»áÌßÈË£º¹¥³ÇÕ½×´Ì¬£º%d Bang hoi duoi nguoi:trang thai cong thanh chien: []
L_TONG_KICK_NOT_ALLOW_IN_CW	°ï»áÌßÈË£ºÀÞÌ¨ÈüÆÚ¼ä»ò¹¥³ÇÕ½ÆÚ¼ä²»ÄÜÌßÈË£¡ Bang hoi duoi nguoi:dang trong thoi gian thi dau Loi dai hoac dang trong thoi gian cong thanh chien, khong the duoi nguoi!
L_TONG_TOLOAD_TONG_COUNT	ÒªÔØÈëµÄ°ï»áÊýÁ¿£º%d So luong bang hoi muon Dowload: []
L_TONG_UNFOUND_UNION_HEADER	ÁªÃË³ÉÔ±Àë¿ª³ö´í£ºÕÒ²»µ½ÃËÖ÷£¡£¡£¡ Thanh vien lien minh roi khoi, sai lam:khong tim thay Minh chu!!! 
L_TONG_LONG_0	°ï»áÕ½µ¼ÖÂ°ï»á¾­Ñé±ä»¯£»Ê¤Àû°ï»á£º%s £¬Ê§°Ü°ï»á£º%s £¡ Kinh nghiem chien dau cua cac bang hoi thay doi ;  bang hoi thang loi: [], bang hoi that bai: []!
L_TONG_LONG_1	Ê¤Àû°ï»áÔ­µÈ¼¶ %d £¬Ê¤Àû°ï»áÔ­¾­Ñé %d£» Dang cap cua bang hoi thang loi [], kinh nghiem cua bang hoi thang loi []; 
L_TONG_LONG_2	Ê§°Ü°ï»áÔ­µÈ¼¶ %d £¬Ê§°Ü°ï»áÔ­¾­Ñé %d£» Dang cap cua bang hoi that bai [], kinh nghiem cua bang hoi that bai []; 
L_TONG_LONG_3	Ê¤Àû°ï»áÏÖµÈ¼¶ %d £¬Ê¤Àû°ï»áÏÖ¾­Ñé %d£» Dang cap hien thoi cua bang hoi thang loi [], kinh nghiem hien thoi cua bang hoi thang loi []; 
L_TONG_LONG_4	Ê§°Ü°ï»áÏÖµÈ¼¶ %d £¬Ê§°Ü°ï»áÏÖ¾­Ñé %d£» Dang cap hien thoi cua bang hoi that bai [], kinh nghiem hien thoi cua bang hoi that bai []; 
L_TONG_LONG_5	 [GM²Ù×÷]ÈÎÃü [%s]Îª°ï»á [%s]°ïÖ÷£¡ [GM thao tac ] dam nhiem [] laBang chu [] bang hoi! 
L_TONG_LONG_6	 [GM²Ù×÷]ÈÎÃü [%s]Îª°ï»á [%s]°ïÖ÷³É¹¦£¡ [GM thao tac ] dam nhiem [] la Bang chu [] bang hoi thanh cong! 
