装备名称	刀盾站立1	盾刀站立1	空手站立1	空手站立2	空手站立3	短武器站立	长武器站立	双武器站立	刀盾武器站立	盾刀武器站立	琴战斗站立	琴非战斗站立	空手走路	普通走路	短武器走路	长武器走路	双武器走路	刀盾武器走路	盾刀武器走路	琴走路	空手跑步	普通跑步	短武器跑步	长武器跑步	双武器跑步	刀盾武器跑步	盾刀武器跑步	琴武器跑步	空手受伤	短武器受伤	长武器受伤	双武器受伤	刀盾武器受伤	盾刀武器受伤	琴武器受伤	空手死亡	短武器死亡	长武器死亡	双武器死亡	刀盾武器死亡	盾刀武器死亡	琴武器死亡	空手攻击	短武器刺	短武器砍	长武器戳	长武器劈	双武器划	双武器砸	刀盾武器划	刀盾武器砍	盾刀武器划	盾刀武器砍	琴武器攻击1	琴武器攻击2	暗器投掷	空手魔法	短武器魔法	长武器魔法	双武器魔法	刀盾武器魔法	盾刀武器魔法	琴武器魔法	打坐	跳跃	骑马站立	骑马走动	骑马跑步	骑马攻击劈	骑马攻击刺	骑马魔法	骑马受伤	骑马死亡	骑马站立1	骑马站立2
头部36	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_037_ST01.spr	MA_HD_037_ST02.spr	MA_HD_037_ST03.spr	MA_HD_037_ST04.spr	MA_HD_037_ST05.spr	MA_HD_037_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_037_WK01.spr	MA_HD_037_WK01.spr	MA_HD_037_WK02.spr	MA_HD_037_WK03.spr	MA_HD_037_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_037_RN01.spr	MA_HD_037_RN01.spr	MA_HD_037_RN02.spr	MA_HD_037_RN03.spr	MA_HD_037_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_037_IJ01.spr	MA_HD_037_IJ02.spr	MA_HD_037_IJ03.spr	MA_HD_037_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_037_DE01.spr	MA_HD_037_DE02.spr	MA_HD_037_DE03.spr	MA_HD_037_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_037_AT01.spr	MA_HD_037_AT02.spr	MA_HD_037_AT03.spr	MA_HD_037_AT04.spr	MA_HD_037_AT05.spr	MA_HD_037_AT06.spr	MA_HD_037_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_037_MG01.spr	MA_HD_037_MG02.spr	MA_HD_037_MG03.spr	MA_HD_037_MG04.spr	MA_HD_037_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_037_ZZ01.spr	MA_HD_037_JP01.spr	MA_HD_037_RD01.spr	MA_HD_037_HW01.spr	MA_HD_037_HR01.spr	MA_HD_037_HA01.spr	MA_HD_037_HA02.spr	MA_HD_037_HM01.spr	MA_HD_037_HI01.spr	MA_HD_037_HD01.spr	MA_HD_037_RD01.spr	MA_HD_037_RD01.spr
头部37	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_040_ST01.spr	MA_HD_040_ST02.spr	MA_HD_040_ST03.spr	MA_HD_040_ST04.spr	MA_HD_040_ST05.spr	MA_HD_040_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_040_WK01.spr	MA_HD_040_WK01.spr	MA_HD_040_WK02.spr	MA_HD_040_WK03.spr	MA_HD_040_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_040_RN01.spr	MA_HD_040_RN01.spr	MA_HD_040_RN02.spr	MA_HD_040_RN03.spr	MA_HD_040_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_040_IJ01.spr	MA_HD_040_IJ02.spr	MA_HD_040_IJ03.spr	MA_HD_040_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_040_DE01.spr	MA_HD_040_DE02.spr	MA_HD_040_DE03.spr	MA_HD_040_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_040_AT01.spr	MA_HD_040_AT02.spr	MA_HD_040_AT03.spr	MA_HD_040_AT04.spr	MA_HD_040_AT05.spr	MA_HD_040_AT06.spr	MA_HD_040_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_040_MG01.spr	MA_HD_040_MG02.spr	MA_HD_040_MG03.spr	MA_HD_040_MG04.spr	MA_HD_040_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_040_ZZ01.spr	MA_HD_040_JP01.spr	MA_HD_040_RD01.spr	MA_HD_040_HW01.spr	MA_HD_040_HR01.spr	MA_HD_040_HA01.spr	MA_HD_040_HA02.spr	MA_HD_040_HM01.spr	MA_HD_040_HI01.spr	MA_HD_040_HD01.spr	MA_HD_040_RD01.spr	MA_HD_040_RD01.spr
头部38	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_039_ST01.spr	MA_HD_039_ST02.spr	MA_HD_039_ST03.spr	MA_HD_039_ST04.spr	MA_HD_039_ST05.spr	MA_HD_039_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_039_WK01.spr	MA_HD_039_WK01.spr	MA_HD_039_WK02.spr	MA_HD_039_WK03.spr	MA_HD_039_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_039_RN01.spr	MA_HD_039_RN01.spr	MA_HD_039_RN02.spr	MA_HD_039_RN03.spr	MA_HD_039_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_039_IJ01.spr	MA_HD_039_IJ02.spr	MA_HD_039_IJ03.spr	MA_HD_039_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_039_DE01.spr	MA_HD_039_DE02.spr	MA_HD_039_DE03.spr	MA_HD_039_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_039_AT01.spr	MA_HD_039_AT02.spr	MA_HD_039_AT03.spr	MA_HD_039_AT04.spr	MA_HD_039_AT05.spr	MA_HD_039_AT06.spr	MA_HD_039_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_039_MG01.spr	MA_HD_039_MG02.spr	MA_HD_039_MG03.spr	MA_HD_039_MG04.spr	MA_HD_039_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_039_ZZ01.spr	MA_HD_039_JP01.spr	MA_HD_039_RD01.spr	MA_HD_039_HW01.spr	MA_HD_039_HR01.spr	MA_HD_039_HA01.spr	MA_HD_039_HA02.spr	MA_HD_039_HM01.spr	MA_HD_039_HI01.spr	MA_HD_039_HD01.spr	MA_HD_039_RD01.spr	MA_HD_039_RD01.spr
头部39	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_050_ST01.spr	MA_HD_050_ST02.spr	MA_HD_050_ST03.spr	MA_HD_050_ST04.spr	MA_HD_050_ST05.spr	MA_HD_050_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_050_WK01.spr	MA_HD_050_WK01.spr	MA_HD_050_WK02.spr	MA_HD_050_WK03.spr	MA_HD_050_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_050_RN01.spr	MA_HD_050_RN01.spr	MA_HD_050_RN02.spr	MA_HD_050_RN03.spr	MA_HD_050_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_050_IJ01.spr	MA_HD_050_IJ02.spr	MA_HD_050_IJ03.spr	MA_HD_050_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_050_DE01.spr	MA_HD_050_DE02.spr	MA_HD_050_DE03.spr	MA_HD_050_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_050_AT01.spr	MA_HD_050_AT02.spr	MA_HD_050_AT03.spr	MA_HD_050_AT04.spr	MA_HD_050_AT05.spr	MA_HD_050_AT06.spr	MA_HD_050_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_050_MG01.spr	MA_HD_050_MG02.spr	MA_HD_050_MG03.spr	MA_HD_050_MG04.spr	MA_HD_050_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_050_ZZ01.spr	MA_HD_050_JP01.spr	MA_HD_050_RD01.spr	MA_HD_050_HW01.spr	MA_HD_050_HR01.spr	MA_HD_050_HA01.spr	MA_HD_050_HA02.spr	MA_HD_050_HM01.spr	MA_HD_050_HI01.spr	MA_HD_050_HD01.spr	MA_HD_050_RD01.spr	MA_HD_050_RD01.spr
头部40	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_070_ST01.spr	MA_HD_070_ST02.spr	MA_HD_070_ST03.spr	MA_HD_070_ST04.spr	MA_HD_070_ST05.spr	MA_HD_070_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_070_WK01.spr	MA_HD_070_WK01.spr	MA_HD_070_WK02.spr	MA_HD_070_WK03.spr	MA_HD_070_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_070_RN01.spr	MA_HD_070_RN01.spr	MA_HD_070_RN02.spr	MA_HD_070_RN03.spr	MA_HD_070_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_070_IJ01.spr	MA_HD_070_IJ02.spr	MA_HD_070_IJ03.spr	MA_HD_070_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_070_DE01.spr	MA_HD_070_DE02.spr	MA_HD_070_DE03.spr	MA_HD_070_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_070_AT01.spr	MA_HD_070_AT02.spr	MA_HD_070_AT03.spr	MA_HD_070_AT04.spr	MA_HD_070_AT05.spr	MA_HD_070_AT06.spr	MA_HD_070_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_070_MG01.spr	MA_HD_070_MG02.spr	MA_HD_070_MG03.spr	MA_HD_070_MG04.spr	MA_HD_070_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_070_ZZ01.spr	MA_HD_070_JP01.spr	MA_HD_070_RD01.spr	MA_HD_070_HW01.spr	MA_HD_070_HR01.spr	MA_HD_070_HA01.spr	MA_HD_070_HA02.spr	MA_HD_070_HM01.spr	MA_HD_070_HI01.spr	MA_HD_070_HD01.spr	MA_HD_070_RD01.spr	MA_HD_070_RD01.spr
头部41	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_072_ST01.spr	MA_HD_072_ST02.spr	MA_HD_072_ST03.spr	MA_HD_072_ST04.spr	MA_HD_072_ST05.spr	MA_HD_072_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_072_WK01.spr	MA_HD_072_WK01.spr	MA_HD_072_WK02.spr	MA_HD_072_WK03.spr	MA_HD_072_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_072_RN01.spr	MA_HD_072_RN01.spr	MA_HD_072_RN02.spr	MA_HD_072_RN03.spr	MA_HD_072_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_072_IJ01.spr	MA_HD_072_IJ02.spr	MA_HD_072_IJ03.spr	MA_HD_072_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_072_DE01.spr	MA_HD_072_DE02.spr	MA_HD_072_DE03.spr	MA_HD_072_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_072_AT01.spr	MA_HD_072_AT02.spr	MA_HD_072_AT03.spr	MA_HD_072_AT04.spr	MA_HD_072_AT05.spr	MA_HD_072_AT06.spr	MA_HD_072_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_072_MG01.spr	MA_HD_072_MG02.spr	MA_HD_072_MG03.spr	MA_HD_072_MG04.spr	MA_HD_072_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_072_ZZ01.spr	MA_HD_072_JP01.spr	MA_HD_072_RD01.spr	MA_HD_072_HW01.spr	MA_HD_072_HR01.spr	MA_HD_072_HA01.spr	MA_HD_072_HA02.spr	MA_HD_072_HM01.spr	MA_HD_072_HI01.spr	MA_HD_072_HD01.spr	MA_HD_072_RD01.spr	MA_HD_072_RD01.spr
头部42	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_073_ST01.spr	MA_HD_073_ST02.spr	MA_HD_073_ST03.spr	MA_HD_073_ST04.spr	MA_HD_073_ST05.spr	MA_HD_073_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_073_WK01.spr	MA_HD_073_WK01.spr	MA_HD_073_WK02.spr	MA_HD_073_WK03.spr	MA_HD_073_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_073_RN01.spr	MA_HD_073_RN01.spr	MA_HD_073_RN02.spr	MA_HD_073_RN03.spr	MA_HD_073_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_073_IJ01.spr	MA_HD_073_IJ02.spr	MA_HD_073_IJ03.spr	MA_HD_073_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_073_DE01.spr	MA_HD_073_DE02.spr	MA_HD_073_DE03.spr	MA_HD_073_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_073_AT01.spr	MA_HD_073_AT02.spr	MA_HD_073_AT03.spr	MA_HD_073_AT04.spr	MA_HD_073_AT05.spr	MA_HD_073_AT06.spr	MA_HD_073_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_073_MG01.spr	MA_HD_073_MG02.spr	MA_HD_073_MG03.spr	MA_HD_073_MG04.spr	MA_HD_073_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_073_ZZ01.spr	MA_HD_073_JP01.spr	MA_HD_073_RD01.spr	MA_HD_073_HW01.spr	MA_HD_073_HR01.spr	MA_HD_073_HA01.spr	MA_HD_073_HA02.spr	MA_HD_073_HM01.spr	MA_HD_073_HI01.spr	MA_HD_073_HD01.spr	MA_HD_073_RD01.spr	MA_HD_073_RD01.spr
头部43	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_074_ST01.spr	MA_HD_074_ST02.spr	MA_HD_074_ST03.spr	MA_HD_074_ST04.spr	MA_HD_074_ST05.spr	MA_HD_074_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_074_WK01.spr	MA_HD_074_WK01.spr	MA_HD_074_WK02.spr	MA_HD_074_WK03.spr	MA_HD_074_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_074_RN01.spr	MA_HD_074_RN01.spr	MA_HD_074_RN02.spr	MA_HD_074_RN03.spr	MA_HD_074_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_074_IJ01.spr	MA_HD_074_IJ02.spr	MA_HD_074_IJ03.spr	MA_HD_074_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_074_DE01.spr	MA_HD_074_DE02.spr	MA_HD_074_DE03.spr	MA_HD_074_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_074_AT01.spr	MA_HD_074_AT02.spr	MA_HD_074_AT03.spr	MA_HD_074_AT04.spr	MA_HD_074_AT05.spr	MA_HD_074_AT06.spr	MA_HD_074_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_074_MG01.spr	MA_HD_074_MG02.spr	MA_HD_074_MG03.spr	MA_HD_074_MG04.spr	MA_HD_074_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_074_ZZ01.spr	MA_HD_074_JP01.spr	MA_HD_074_RD01.spr	MA_HD_074_HW01.spr	MA_HD_074_HR01.spr	MA_HD_074_HA01.spr	MA_HD_074_HA02.spr	MA_HD_074_HM01.spr	MA_HD_074_HI01.spr	MA_HD_074_HD01.spr	MA_HD_074_RD01.spr	MA_HD_074_RD01.spr
头部44	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_075_ST01.spr	MA_HD_075_ST02.spr	MA_HD_075_ST03.spr	MA_HD_075_ST04.spr	MA_HD_075_ST05.spr	MA_HD_075_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_075_WK01.spr	MA_HD_075_WK01.spr	MA_HD_075_WK02.spr	MA_HD_075_WK03.spr	MA_HD_075_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_075_RN01.spr	MA_HD_075_RN01.spr	MA_HD_075_RN02.spr	MA_HD_075_RN03.spr	MA_HD_075_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_075_IJ01.spr	MA_HD_075_IJ02.spr	MA_HD_075_IJ03.spr	MA_HD_075_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_075_DE01.spr	MA_HD_075_DE02.spr	MA_HD_075_DE03.spr	MA_HD_075_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_075_AT01.spr	MA_HD_075_AT02.spr	MA_HD_075_AT03.spr	MA_HD_075_AT04.spr	MA_HD_075_AT05.spr	MA_HD_075_AT06.spr	MA_HD_075_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_075_MG01.spr	MA_HD_075_MG02.spr	MA_HD_075_MG03.spr	MA_HD_075_MG04.spr	MA_HD_075_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_075_ZZ01.spr	MA_HD_075_JP01.spr	MA_HD_075_RD01.spr	MA_HD_075_HW01.spr	MA_HD_075_HR01.spr	MA_HD_075_HA01.spr	MA_HD_075_HA02.spr	MA_HD_075_HM01.spr	MA_HD_075_HI01.spr	MA_HD_075_HD01.spr	MA_HD_075_RD01.spr	MA_HD_075_RD01.spr
头部45	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_076_ST01.spr	MA_HD_076_ST02.spr	MA_HD_076_ST03.spr	MA_HD_076_ST04.spr	MA_HD_076_ST05.spr	MA_HD_076_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_076_WK01.spr	MA_HD_076_WK01.spr	MA_HD_076_WK02.spr	MA_HD_076_WK03.spr	MA_HD_076_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_076_RN01.spr	MA_HD_076_RN01.spr	MA_HD_076_RN02.spr	MA_HD_076_RN03.spr	MA_HD_076_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_076_IJ01.spr	MA_HD_076_IJ02.spr	MA_HD_076_IJ03.spr	MA_HD_076_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_076_DE01.spr	MA_HD_076_DE02.spr	MA_HD_076_DE03.spr	MA_HD_076_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_076_AT01.spr	MA_HD_076_AT02.spr	MA_HD_076_AT03.spr	MA_HD_076_AT04.spr	MA_HD_076_AT05.spr	MA_HD_076_AT06.spr	MA_HD_076_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_076_MG01.spr	MA_HD_076_MG02.spr	MA_HD_076_MG03.spr	MA_HD_076_MG04.spr	MA_HD_076_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_076_ZZ01.spr	MA_HD_076_JP01.spr	MA_HD_076_RD01.spr	MA_HD_076_HW01.spr	MA_HD_076_HR01.spr	MA_HD_076_HA01.spr	MA_HD_076_HA02.spr	MA_HD_076_HM01.spr	MA_HD_076_HI01.spr	MA_HD_076_HD01.spr	MA_HD_076_RD01.spr	MA_HD_076_RD01.spr
头部46	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr	MA_HD_077_ST01.spr	MA_HD_077_ST02.spr	MA_HD_077_ST03.spr	MA_HD_077_ST04.spr	MA_HD_077_ST05.spr	MA_HD_077_ST06.spr	MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr	MA_HD_077_WK01.spr	MA_HD_077_WK01.spr	MA_HD_077_WK02.spr	MA_HD_077_WK03.spr	MA_HD_077_WK04.spr	MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr	MA_HD_077_RN01.spr	MA_HD_077_RN01.spr	MA_HD_077_RN02.spr	MA_HD_077_RN03.spr	MA_HD_077_RN04.spr	MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr	MA_HD_077_IJ01.spr	MA_HD_077_IJ02.spr	MA_HD_077_IJ03.spr	MA_HD_077_IJ04.spr	MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr	MA_HD_077_DE01.spr	MA_HD_077_DE02.spr	MA_HD_077_DE03.spr	MA_HD_077_DE04.spr	MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr	MA_HD_077_AT01.spr	MA_HD_077_AT02.spr	MA_HD_077_AT03.spr	MA_HD_077_AT04.spr	MA_HD_077_AT05.spr	MA_HD_077_AT06.spr	MA_HD_077_AT07.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr	MA_HD_077_MG01.spr	MA_HD_077_MG02.spr	MA_HD_077_MG03.spr	MA_HD_077_MG04.spr	MA_HD_077_MG05.spr	MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr	MA_HD_077_ZZ01.spr	MA_HD_077_JP01.spr	MA_HD_077_RD01.spr	MA_HD_077_HW01.spr	MA_HD_077_HR01.spr	MA_HD_077_HA01.spr	MA_HD_077_HA02.spr	MA_HD_077_HM01.spr	MA_HD_077_HI01.spr	MA_HD_077_HD01.spr	MA_HD_077_RD01.spr	MA_HD_077_RD01.spr
头部47	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr							MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr						MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr						MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr					MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr					MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr								MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr						MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr												
头部48	MA_HD_160_ST01.spr	MA_HD_160_ST01.spr							MA_HD_160_ST07.spr	MA_HD_160_ST07.spr	MA_HD_141_ST08.spr	MA_HD_141_ST09.spr						MA_HD_160_WK05.spr	MA_HD_160_WK05.spr	MA_HD_141_WK06.spr						MA_HD_160_RN05.spr	MA_HD_160_RN06.spr	MA_HD_141_RN07.spr					MA_HD_160_IJ05.spr	MA_HD_160_IJ05.spr	MA_HD_141_IJ06.spr					MA_HD_160_DE05.spr	MA_HD_160_DE05.spr	MA_HD_141_DE06.spr								MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_160_AT08.spr	MA_HD_160_AT09.spr	MA_HD_141_AT10.spr	MA_HD_141_AT11.spr						MA_HD_160_MG06.spr	MA_HD_160_MG06.spr	MA_HD_141_MG07.spr												
