EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
ÂíÆ¥11																																																																		MA_HT_011_RD01.spr	MA_HT_011_HW01.spr	MA_HT_011_HR01.spr	MA_HT_011_HA01.spr	MA_HT_011_HA02.spr	MA_HT_011_HM01.spr	MA_HT_011_HI01.spr	MA_HT_011_HD01.spr	MA_HT_011_RD02.spr	MA_HT_011_RD03.spr
ÂíÆ¥12																																																																		MA_HT_012_RD01.spr	MA_HT_012_HW01.spr	MA_HT_012_HR01.spr	MA_HT_012_HA01.spr	MA_HT_012_HA02.spr	MA_HT_012_HM01.spr	MA_HT_012_HI01.spr	MA_HT_012_HD01.spr	MA_HT_012_RD02.spr	MA_HT_012_RD03.spr
ÂíÆ¥13																																																																		MA_HT_013_RD01.spr	MA_HT_013_HW01.spr	MA_HT_013_HR01.spr	MA_HT_013_HA01.spr	MA_HT_013_HA02.spr	MA_HT_013_HM01.spr	MA_HT_013_HI01.spr	MA_HT_013_HD01.spr	MA_HT_013_RD02.spr	MA_HT_013_RD03.spr
ÂíÆ¥14																																																																		MA_HT_014_RD01.spr	MA_HT_014_HW01.spr	MA_HT_014_HR01.spr	MA_HT_014_HA01.spr	MA_HT_014_HA02.spr	MA_HT_014_HM01.spr	MA_HT_014_HI01.spr	MA_HT_014_HD01.spr	MA_HT_014_RD02.spr	MA_HT_014_RD03.spr
ÂíÆ¥15																																																																		MA_HT_016_RD01.spr	MA_HT_016_HW01.spr	MA_HT_016_HR01.spr	MA_HT_016_HA01.spr	MA_HT_016_HA02.spr	MA_HT_016_HM01.spr	MA_HT_016_HI01.spr	MA_HT_016_HD01.spr	MA_HT_016_RD02.spr	MA_HT_016_RD03.spr
ÂíÆ¥16																																																																		MA_HT_017_RD01.spr	MA_HT_017_HW01.spr	MA_HT_017_HR01.spr	MA_HT_017_HA01.spr	MA_HT_017_HA02.spr	MA_HT_017_HM01.spr	MA_HT_017_HI01.spr	MA_HT_017_HD01.spr	MA_HT_017_RD02.spr	MA_HT_017_RD03.spr
ÂíÆ¥17																																																																		MA_HT_018_RD01.spr	MA_HT_018_HW01.spr	MA_HT_018_HR01.spr	MA_HT_018_HA01.spr	MA_HT_018_HA02.spr	MA_HT_018_HM01.spr	MA_HT_018_HI01.spr	MA_HT_018_HD01.spr	MA_HT_018_RD02.spr	MA_HT_018_RD03.spr
ÂíÆ¥18																																																																		MA_HT_019_RD01.spr	MA_HT_019_HW01.spr	MA_HT_019_HR01.spr	MA_HT_019_HA01.spr	MA_HT_019_HA02.spr	MA_HT_019_HM01.spr	MA_HT_019_HI01.spr	MA_HT_019_HD01.spr	MA_HT_019_RD02.spr	MA_HT_019_RD03.spr
ÂíÆ¥19																																																																		MA_HT_030_RD01.spr	MA_HT_030_HW01.spr	MA_HT_030_HR01.spr	MA_HT_030_HA01.spr	MA_HT_030_HA02.spr	MA_HT_030_HM01.spr	MA_HT_030_HI01.spr	MA_HT_030_HD01.spr	MA_HT_030_RD01.spr	MA_HT_030_RD01.spr
ÂíÆ¥20																																																																		MA_HT_031_RD01.spr	MA_HT_031_HW01.spr	MA_HT_031_HR01.spr	MA_HT_031_HA01.spr	MA_HT_031_HA02.spr	MA_HT_031_HM01.spr	MA_HT_031_HI01.spr	MA_HT_031_HD01.spr	MA_HT_031_RD01.spr	MA_HT_031_RD01.spr
ÂíÆ¥21																																																																		MA_HT_030_RD01.spr	MA_HT_030_HW01.spr	MA_HT_030_HR01.spr	MA_HT_030_HA01.spr	MA_HT_030_HA02.spr	MA_HT_030_HM01.spr	MA_HT_030_HI01.spr	MA_HT_030_HD01.spr	MA_HT_030_RD01.spr	MA_HT_030_RD01.spr
ÂíÆ¥22																																																																		MA_HT_032_RD01.spr	MA_HT_032_HW01.spr	MA_HT_032_HR01.spr	MA_HT_032_HA01.spr	MA_HT_032_HA02.spr	MA_HT_032_HM01.spr	MA_HT_032_HI01.spr	MA_HT_032_HD01.spr	MA_HT_032_RD01.spr	MA_HT_032_RD01.spr
ÂíÆ¥23																																																																		MA_HT_033_RD01.spr	MA_HT_033_HW01.spr	MA_HT_033_HR01.spr	MA_HT_033_HA01.spr	MA_HT_033_HA02.spr	MA_HT_033_HM01.spr	MA_HT_033_HI01.spr	MA_HT_033_HD01.spr	MA_HT_033_RD01.spr	MA_HT_033_RD01.spr
ÂíÆ¥24																																																																		MA_HT_035_RD01.spr	MA_HT_035_HW01.spr	MA_HT_035_HR01.spr	MA_HT_035_HA01.spr	MA_HT_035_HA02.spr	MA_HT_035_HM01.spr	MA_HT_035_HI01.spr	MA_HT_035_HD01.spr	MA_HT_035_RD01.spr	MA_HT_035_RD01.spr
ÂíÆ¥25																																																																		MA_HT_036_RD01.spr	MA_HT_036_HW01.spr	MA_HT_036_HR01.spr	MA_HT_036_HA01.spr	MA_HT_036_HA02.spr	MA_HT_036_HM01.spr	MA_HT_036_HI01.spr	MA_HT_036_HD01.spr	MA_HT_036_RD01.spr	MA_HT_036_RD01.spr
ÂíÆ¥26																																																																		MA_HT_037_RD01.spr	MA_HT_037_HW01.spr	MA_HT_037_HR01.spr	MA_HT_037_HA01.spr	MA_HT_037_HA02.spr	MA_HT_037_HM01.spr	MA_HT_037_HI01.spr	MA_HT_037_HD01.spr	MA_HT_037_RD01.spr	MA_HT_037_RD01.spr
ÂíÆ¥27																																																																		MA_HT_038_RD01.spr	MA_HT_038_HW01.spr	MA_HT_038_HR01.spr	MA_HT_038_HA01.spr	MA_HT_038_HA02.spr	MA_HT_038_HM01.spr	MA_HT_038_HI01.spr	MA_HT_038_HD01.spr	MA_HT_038_RD01.spr	MA_HT_038_RD01.spr
ÂíÆ¥28																																																																		MA_HT_039_RD01.spr	MA_HT_039_HW01.spr	MA_HT_039_HR01.spr	MA_HT_039_HA01.spr	MA_HT_039_HA02.spr	MA_HT_039_HM01.spr	MA_HT_039_HI01.spr	MA_HT_039_HD01.spr	MA_HT_039_RD01.spr	MA_HT_039_RD01.spr
ÂíÆ¥29																																																																		MA_HT_040_RD01.spr	MA_HT_040_HW01.spr	MA_HT_040_HR01.spr	MA_HT_040_HA01.spr	MA_HT_040_HA02.spr	MA_HT_040_HM01.spr	MA_HT_040_HI01.spr	MA_HT_040_HD01.spr	MA_HT_040_RD01.spr	MA_HT_040_RD01.spr
ÂíÆ¥30																																																																		MA_HT_041_RD01.spr	MA_HT_041_HW01.spr	MA_HT_041_HR01.spr	MA_HT_041_HA01.spr	MA_HT_041_HA02.spr	MA_HT_041_HM01.spr	MA_HT_041_HI01.spr	MA_HT_041_HD01.spr	MA_HT_041_RD01.spr	MA_HT_041_RD01.spr
ÂíÆ¥31																																																																		MA_HT_042_RD01.spr	MA_HT_042_HW01.spr	MA_HT_042_HR01.spr	MA_HT_042_HA01.spr	MA_HT_042_HA02.spr	MA_HT_042_HM01.spr	MA_HT_042_HI01.spr	MA_HT_042_HD01.spr	MA_HT_042_RD01.spr	MA_HT_042_RD01.spr
ÂíÆ¥32																																																																		MA_HT_043_RD01.spr	MA_HT_043_HW01.spr	MA_HT_043_HR01.spr	MA_HT_043_HA01.spr	MA_HT_043_HA02.spr	MA_HT_043_HM01.spr	MA_HT_043_HI01.spr	MA_HT_043_HD01.spr	MA_HT_043_RD01.spr	MA_HT_043_RD01.spr
ÂíÆ¥33																																																																		MA_HT_044_RD01.spr	MA_HT_044_HW01.spr	MA_HT_044_HR01.spr	MA_HT_044_HA01.spr	MA_HT_044_HA02.spr	MA_HT_044_HM01.spr	MA_HT_044_HI01.spr	MA_HT_044_HD01.spr	MA_HT_044_RD01.spr	MA_HT_044_RD01.spr
ÂíÆ¥34																																																																		MA_HT_045_RD01.spr	MA_HT_045_HW01.spr	MA_HT_045_HR01.spr	MA_HT_045_HA01.spr	MA_HT_045_HA02.spr	MA_HT_045_HM01.spr	MA_HT_045_HI01.spr	MA_HT_045_HD01.spr	MA_HT_045_RD01.spr	MA_HT_045_RD01.spr
ÂíÆ¥35																																																																		MA_HT_046_RD01.spr	MA_HT_046_HW01.spr	MA_HT_046_HR01.spr	MA_HT_046_HA01.spr	MA_HT_046_HA02.spr	MA_HT_046_HM01.spr	MA_HT_046_HI01.spr	MA_HT_046_HD01.spr	MA_HT_046_RD01.spr	MA_HT_046_RD01.spr
ÂíÆ¥36																																																																		MA_HT_047_RD01.spr	MA_HT_047_HW01.spr	MA_HT_047_HR01.spr	MA_HT_047_HA01.spr	MA_HT_047_HA02.spr	MA_HT_047_HM01.spr	MA_HT_047_HI01.spr	MA_HT_047_HD01.spr	MA_HT_047_RD01.spr	MA_HT_047_RD01.spr
ÂíÆ¥37																																																																		MA_HT_049_RD01.spr	MA_HT_049_HW01.spr	MA_HT_049_HR01.spr	MA_HT_049_HA01.spr	MA_HT_049_HA02.spr	MA_HT_049_HM01.spr	MA_HT_049_HI01.spr	MA_HT_049_HD01.spr	MA_HT_049_RD01.spr	MA_HT_049_RD01.spr
ÂíÆ¥38																																																																		MA_HT_050_RD01.spr	MA_HT_050_HW01.spr	MA_HT_050_HR01.spr	MA_HT_050_HA01.spr	MA_HT_050_HA02.spr	MA_HT_050_HM01.spr	MA_HT_050_HI01.spr	MA_HT_050_HD01.spr	MA_HT_050_RD01.spr	MA_HT_050_RD01.spr
ÂíÆ¥39																																																																		MA_HT_051_RD01.spr	MA_HT_051_HW01.spr	MA_HT_051_HR01.spr	MA_HT_051_HA01.spr	MA_HT_051_HA02.spr	MA_HT_051_HM01.spr	MA_HT_051_HI01.spr	MA_HT_051_HD01.spr	MA_HT_051_RD01.spr	MA_HT_051_RD01.spr
ÂíÆ¥40																																																																		MA_HT_052_RD01.spr	MA_HT_052_HW01.spr	MA_HT_052_HR01.spr	MA_HT_052_HA01.spr	MA_HT_052_HA02.spr	MA_HT_052_HM01.spr	MA_HT_052_HI01.spr	MA_HT_052_HD01.spr	MA_HT_052_RD01.spr	MA_HT_052_RD01.spr
ÂíÆ¥41																																																																		MA_HT_046_RD01.spr	MA_HT_046_HW01.spr	MA_HT_046_HR01.spr	MA_HT_046_HA01.spr	MA_HT_046_HA02.spr	MA_HT_046_HM01.spr	MA_HT_046_HI01.spr	MA_HT_046_HD01.spr	MA_HT_046_RD01.spr	MA_HT_046_RD01.spr
ÂíÆ¥42																																																																		MA_HT_085_RD01.spr	MA_HT_085_HW01.spr	MA_HT_085_HR01.spr	MA_HT_085_HA01.spr	MA_HT_085_HA02.spr	MA_HT_085_HM01.spr	MA_HT_085_HI01.spr	MA_HT_085_HD01.spr	MA_HT_085_RD01.spr	MA_HT_085_RD01.spr
ÂíÆ¥43																																																																		MA_HT_086_RD01.spr	MA_HT_086_HW01.spr	MA_HT_086_HR01.spr	MA_HT_086_HA01.spr	MA_HT_086_HA02.spr	MA_HT_086_HM01.spr	MA_HT_086_HI01.spr	MA_HT_086_HD01.spr	MA_HT_086_RD01.spr	MA_HT_086_RD01.spr
ÂíÆ¥44																																																																		MA_HT_087_RD01.spr	MA_HT_087_HW01.spr	MA_HT_087_HR01.spr	MA_HT_087_HA01.spr	MA_HT_087_HA02.spr	MA_HT_087_HM01.spr	MA_HT_087_HI01.spr	MA_HT_087_HD01.spr	MA_HT_087_RD01.spr	MA_HT_087_RD01.spr
ÂíÆ¥45																																																																		MA_HT_088_RD01.spr	MA_HT_088_HW01.spr	MA_HT_088_HR01.spr	MA_HT_088_HA01.spr	MA_HT_088_HA02.spr	MA_HT_088_HM01.spr	MA_HT_088_HI01.spr	MA_HT_088_HD01.spr	MA_HT_088_RD01.spr	MA_HT_088_RD01.spr
ÂíÆ¥46																																																																		MA_HT_089_RD01.spr	MA_HT_089_HW01.spr	MA_HT_089_HR01.spr	MA_HT_089_HA01.spr	MA_HT_089_HA02.spr	MA_HT_089_HM01.spr	MA_HT_089_HI01.spr	MA_HT_089_HD01.spr	MA_HT_089_RD01.spr	MA_HT_089_RD01.spr
ÂíÆ¥47																																																																		MA_HT_095_RD01.spr	MA_HT_095_HW01.spr	MA_HT_095_HR01.spr	MA_HT_095_HA01.spr	MA_HT_095_HA02.spr	MA_HT_095_HM01.spr	MA_HT_095_HI01.spr	MA_HT_095_HD01.spr	MA_HT_095_RD01.spr	MA_HT_095_RD01.spr
ÂíÆ¥48																																																																		MA_HT_093_RD01.spr	MA_HT_093_HW01.spr	MA_HT_093_HR01.spr	MA_HT_093_HA01.spr	MA_HT_093_HA02.spr	MA_HT_093_HM01.spr	MA_HT_093_HI01.spr	MA_HT_093_HD01.spr	MA_HT_093_RD01.spr	MA_HT_093_RD01.spr
ÂíÆ¥49																																																																		MA_HT_091_RD01.spr	MA_HT_091_HW01.spr	MA_HT_091_HR01.spr	MA_HT_091_HA01.spr	MA_HT_091_HA02.spr	MA_HT_091_HM01.spr	MA_HT_091_HI01.spr	MA_HT_091_HD01.spr	MA_HT_091_RD01.spr	MA_HT_091_RD01.spr
ÂíÆ¥50																																																																		MA_HT_064_RD01.spr	MA_HT_064_HW01.spr	MA_HT_064_HR01.spr	MA_HT_064_HA01.spr	MA_HT_064_HA02.spr	MA_HT_064_HM01.spr	MA_HT_064_HI01.spr	MA_HT_064_HD01.spr	MA_HT_064_RD01.spr	MA_HT_064_RD01.spr
ÂíÆ¥51																																																																		MA_HT_115_RD01.spr	MA_HT_115_HW01.spr	MA_HT_115_HR01.spr	MA_HT_115_HA01.spr	MA_HT_115_HA02.spr	MA_HT_115_HM01.spr	MA_HT_115_HI01.spr	MA_HT_115_HD01.spr	MA_HT_115_RD01.spr	MA_HT_115_RD01.spr
ÂíÆ¥52																																																																		MA_HT_113_RD01.spr	MA_HT_113_HW01.spr	MA_HT_113_HR01.spr	MA_HT_113_HA01.spr	MA_HT_113_HA02.spr	MA_HT_113_HM01.spr	MA_HT_113_HI01.spr	MA_HT_113_HD01.spr	MA_HT_113_RD01.spr	MA_HT_113_RD01.spr
ÂíÆ¥53																																																																		MA_HT_114_RD01.spr	MA_HT_114_HW01.spr	MA_HT_114_HR01.spr	MA_HT_114_HA01.spr	MA_HT_114_HA02.spr	MA_HT_114_HM01.spr	MA_HT_114_HI01.spr	MA_HT_114_HD01.spr	MA_HT_114_RD01.spr	MA_HT_114_RD01.spr
T¸o Hång																																																																		..\male\ma_001_ht_rs01.spr	..\male\ma_001_ht_rw.spr	..\male\ma_001_ht_rr.spr	..\male\ma_001_ht_ra01.spr	..\male\ma_001_ht_ra02.spr	..\male\ma_001_ht_rm.spr	..\male\ma_001_ht_rb.spr	..\male\ma_001_ht_rd.spr	..\male\ma_001_ht_rs01.spr	..\male\ma_001_ht_rs01.spr
Thanh M·																																																																		..\male\ma_002_ht_rs01.spr	..\male\ma_002_ht_rw.spr	..\male\ma_002_ht_rr.spr	..\male\ma_002_ht_ra01.spr	..\male\ma_002_ht_ra02.spr	..\male\ma_002_ht_rm.spr	..\male\ma_002_ht_rb.spr	..\male\ma_002_ht_rd.spr	..\male\ma_002_ht_rs01.spr	..\male\ma_002_ht_rs01.spr
§¹i UyÓn																																																																		..\male\ma_003_ht_rs01.spr	..\male\ma_003_ht_rw.spr	..\male\ma_003_ht_rr.spr	..\male\ma_003_ht_ra01.spr	..\male\ma_003_ht_ra02.spr	..\male\ma_003_ht_rm.spr	..\male\ma_003_ht_rb.spr	..\male\ma_003_ht_rd.spr	..\male\ma_003_ht_rs01.spr	..\male\ma_003_ht_rs01.spr
¤ Truy																																																																		..\male\ma_004_ht_rs01.spr	..\male\ma_004_ht_rw.spr	..\male\ma_004_ht_rr.spr	..\male\ma_004_ht_ra01.spr	..\male\ma_004_ht_ra02.spr	..\male\ma_004_ht_rm.spr	..\male\ma_004_ht_rb.spr	..\male\ma_004_ht_rd.spr	..\male\ma_004_ht_rs01.spr	..\male\ma_004_ht_rs01.spr
¤ V©n §¹p TuyÕt																																																																		..\male\ma_005_ht_rs01.spr	..\male\ma_005_ht_rw.spr	..\male\ma_005_ht_rr.spr	..\male\ma_005_ht_ra01.spr	..\male\ma_005_ht_ra02.spr	..\male\ma_005_ht_rm.spr	..\male\ma_005_ht_rb.spr	..\male\ma_005_ht_rd.spr	..\male\ma_005_ht_rs01.spr	..\male\ma_005_ht_rs01.spr
§Ých L«																																																																		..\male\ma_006_ht_rs01.spr	..\male\ma_006_ht_rw.spr	..\male\ma_006_ht_rr.spr	..\male\ma_006_ht_ra01.spr	..\male\ma_006_ht_ra02.spr	..\male\ma_006_ht_rm.spr	..\male\ma_006_ht_rb.spr	..\male\ma_006_ht_rd.spr	..\male\ma_006_ht_rs01.spr	..\male\ma_006_ht_rs01.spr
TuyÖt ¶nh																																																																		..\male\ma_007_ht_rs01.spr	..\male\ma_007_ht_rw.spr	..\male\ma_007_ht_rr.spr	..\male\ma_007_ht_ra01.spr	..\male\ma_007_ht_ra02.spr	..\male\ma_007_ht_rm.spr	..\male\ma_007_ht_rb.spr	..\male\ma_007_ht_rd.spr	..\male\ma_007_ht_rs01.spr	..\male\ma_007_ht_rs01.spr
ChiÕu D¹ Ngäc S­ Tö																																																																		..\male\ma_008_ht_rs01.spr	..\male\ma_008_ht_rw.spr	..\male\ma_008_ht_rr.spr	..\male\ma_008_ht_ra01.spr	..\male\ma_008_ht_ra02.spr	..\male\ma_008_ht_rm.spr	..\male\ma_008_ht_rb.spr	..\male\ma_008_ht_rd.spr	..\male\ma_008_ht_rs01.spr	..\male\ma_008_ht_rs01.spr
H·n HuyÕt B¶o M·																																																																		..\male\ma_009_ht_rs01.spr	..\male\ma_009_ht_rw.spr	..\male\ma_009_ht_rr.spr	..\male\ma_009_ht_ra01.spr	..\male\ma_009_ht_ra02.spr	..\male\ma_009_ht_rm.spr	..\male\ma_009_ht_rb.spr	..\male\ma_009_ht_rd.spr	..\male\ma_009_ht_rs01.spr	..\male\ma_009_ht_rs01.spr
XÝch Thè																																																																		..\male\ma_010_ht_rs01.spr	..\male\ma_010_ht_rw.spr	..\male\ma_010_ht_rr.spr	..\male\ma_010_ht_ra01.spr	..\male\ma_010_ht_ra02.spr	..\male\ma_010_ht_rm.spr	..\male\ma_010_ht_rb.spr	..\male\ma_010_ht_rd.spr	..\male\ma_010_ht_rs01.spr	..\male\ma_010_ht_rs01.spr
B«n Tiªu																																																																		..\male\ma_011_ht_rs01.spr	..\male\ma_011_ht_rw.spr	..\male\ma_011_ht_rr.spr	..\male\ma_011_ht_ra01.spr	..\male\ma_011_ht_ra02.spr	..\male\ma_011_ht_rm.spr	..\male\ma_011_ht_rb.spr	..\male\ma_011_ht_rd.spr	..\male\ma_011_ht_rs01.spr	..\male\ma_011_ht_rs01.spr
Phiªn Vò																																																																		..\male\ma_012_ht_rs01.spr	..\male\ma_012_ht_rw.spr	..\male\ma_012_ht_rr.spr	..\male\ma_012_ht_ra01.spr	..\male\ma_012_ht_ra02.spr	..\male\ma_012_ht_rm.spr	..\male\ma_012_ht_rb.spr	..\male\ma_012_ht_rd.spr	..\male\ma_012_ht_rs01.spr	..\male\ma_012_ht_rs01.spr
Hû Hû 																																																																		..\male\ma_021b_ht_rs01.spr	..\male\ma_021b_ht_rw01.spr	..\male\ma_021b_ht_rr.spr	..\male\ma_021b_ht_ra01.spr	..\male\ma_021b_ht_ra02.spr	..\male\ma_021b_ht_rm.spr	..\male\ma_021b_ht_rb.spr	..\male\ma_021b_ht_rd.spr	..\male\ma_021b_ht_rs01.spr	..\male\ma_021b_ht_rs01.spr
Hoan Hoan																																																																		..\male\ma_022b_ht_rs01.spr	..\male\ma_022b_ht_rw.spr	..\male\ma_022b_ht_rr.spr	..\male\ma_022b_ht_ra01.spr	..\male\ma_022b_ht_ra02.spr	..\male\ma_022b_ht_rm.spr	..\male\ma_022b_ht_rb.spr	..\male\ma_022b_ht_rd.spr	..\male\ma_022b_ht_rs01.spr	..\male\ma_022b_ht_rs01.spr
L¨ng Thiªn																																																																		..\male\ma_lanma_ht_rs.spr	..\male\ma_lanma_ht_rw.spr	..\male\ma_lanma_ht_rr.spr	..\male\ma_lanma_ht_ra01.spr	..\male\ma_lanma_ht_ra02.spr	..\male\ma_lanma_ht_rm.spr	..\male\ma_lanma_ht_rb.spr	..\male\ma_lanma_ht_rd.spr	..\male\ma_lanma_ht_rs.spr	..\male\ma_lanma_ht_rs.spr
Trôc NhËt																																																																		..\male\ma_jinma_ht_rs.spr	..\male\ma_jinma_ht_rw.spr	..\male\ma_jinma_ht_rr.spr	..\male\ma_jinma_ht_ra01.spr	..\male\ma_jinma_ht_ra02.spr	..\male\ma_jinma_ht_rm.spr	..\male\ma_jinma_ht_rb.spr	..\male\ma_jinma_ht_rd.spr	..\male\ma_jinma_ht_rs.spr	..\male\ma_jinma_ht_rs.spr
Hæ C¸t T­êng																																																																		..\male\ma_022_ht_rs01.spr	..\male\ma_022_ht_rw.spr	..\male\ma_022_ht_rr.spr	..\male\ma_022_ht_ra01.spr	..\male\ma_022_ht_ra02.spr	..\male\ma_022_ht_rm.spr	..\male\ma_022_ht_rb.spr	..\male\ma_022_ht_rd.spr	..\male\ma_022_ht_rs01.spr	..\male\ma_022_ht_rs01.spr
øc V©n																																																																		..\male\horse_32_ht_rs.spr	..\male\horse_32_ht_rw.spr	..\male\horse_32_ht_rr.spr	..\male\horse_32_ht_ra01.spr	..\male\horse_32_ht_ra02.spr	..\male\horse_32_ht_rm.spr	..\male\horse_32_ht_rb.spr	..\male\horse_32_ht_rd.spr	..\male\horse_32_ht_rs.spr	..\male\horse_32_ht_rs.spr
TuyÕt Hån																																																																		..\male\ma_xiong_ht_rs.spr	..\male\ma_xiong_ht_rw.spr	..\male\ma_xiong_ht_rr.spr	..\male\ma_xiong_ht_ra01.spr	..\male\ma_xiong_ht_ra02.spr	..\male\ma_xiong_ht_rm.spr	..\male\ma_xiong_ht_rb.spr	..\male\ma_xiong_ht_rd.spr	..\male\ma_xiong_ht_rs.spr	..\male\ma_xiong_ht_rs.spr
