MapId	X	Y	NpcRes	NpcName	NpcScript
101	1782	3256	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1787	3272	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1791	3260	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1764	3253	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1750	3281	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1747	3295	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1773	3311	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1775	3332	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1772	3341	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1777	3347	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1784	3348	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1792	3344	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1798	3334	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1814	3329	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1819	3320	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1829	3314	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
101	1834	3330	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
11014	1874	4587	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1879	4594	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1878	4603	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1882	4622	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1869	4622	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1861	4620	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1848	4613	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1847	4601	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1837	4586	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1829	4577	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1834	4561	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1841	4550	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1851	4555	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1841	4530	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1843	4519	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1829	4514	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1824	4501	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1810	4497	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1809	4521	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
121	1798	4539	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1715	3297	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1720	3298	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1726	3286	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1730	3272	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1739	3280	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1746	3282	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1746	3291	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1742	3303	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1744	3314	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1750	3316	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1741	3339	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1743	3350	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1749	3357	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1757	3356	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1763	3348	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1773	3335	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1779	3337	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1786	3333	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1795	3342	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
153	1797	3321	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1544	3287	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1534	3299	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1540	3306	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1530	3310	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1532	3319	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1541	3320	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1536	3336	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1533	3345	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1539	3354	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1547	3358	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1554	3354	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1563	3353	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1563	3364	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1558	3380	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1569	3383	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1577	3385	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1586	3371	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1593	3374	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1600	3386	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
174	1612	3385	1933	Hoa tri ©n	\script\activitysys\config\1014\gatherobj.lua
