TaskName	TaskStart	TaskStarted	TaskNow	TaskEnd	TaskFinish	TaskInfo
						
NgÉu nhiªn_Thu thËp_HuyÒn ThiÕt Nguyªn Kho¸ng	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 3 viªn {{HuyÒn ThiÕt Nguyªn Kho¸ng}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
NgÉu nhiªn_Thu thËp_Khæng T­íc Nguyªn Th¹ch 	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 2 viªn {{Khæng T­íc Nguyªn Th¹ch}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
NgÉu nhiªn_Thu thËp_MËt Ng©n Nguyªn Kho¸ng	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 3 viªn {{MËt Ng©n Nguyªn Kho¸ng}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
NgÉu nhiªn_Thu thËp_Phï Dung Nguyªn Th¹ch 	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 2 viªn {{Phï Dung Nguyªn Th¹ch}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
NgÉu nhiªn_Thu thËp_Chu Sa Nguyªn Kho¸ng	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 3 viªn {{Chu Sa Nguyªn Kho¸ng}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
NgÉu nhiªn_Thu thËp_Chung Nhò Nguyªn Th¹ch 	<dec><pan>Nghe nãi ë {{Thµnh §«}} cã mét {{Thî rÌn}} ®ang nç lùc chÕ t¹o ra mét b¶o kiÕm cã mét kh«ng hai, hiÖn t¹i y ®ang thiÕu 2 viªn {{Chung Nhò Nguyªn Th¹ch}}, chóng ta nªn ®i t×m vµi viªn ®Ó gióp y hoµn thµnh t©m nguyÖn nµy.		<dec><npc>VÉn ch­a cã ®ñ kho¸ng th¹ch ­? LÏ nµo thanh b¶o kiÕm cña chØ lµ ¶o t­ëng?	<dec><npc>Hoan h«! <sex> §ñ B¶o th¹ch råi! B¶o kiÕm cña ta sÏ thµnh c«ng! 	<dec><npc>Xin ch©n thµnh c¶m t¹! Ta cã vËt män nµy, cã thÓ gióp ng­¬i hµnh tÈu giang hå.	
						
						
NgÉu nhiªn_Thu thËp_S¸t Thñ Gi¶n cÊp 90 (Kim) 	<dec><pan>Nghe nãi ë {{T­¬ng D­¬ng}} cã thñ lÜnh s¸t thñ {{NhiÕp Thİ TrÇn}} ®ang muèn thu thËp {{S¸t thñ gi¶n cÊp 90 hÖ Kim}}, y sÏ ®¸p t¹ hËu hØ cho nh÷ng nh©n sü nµo mang ®Õn s¸t thñ gi¶n y cÇn		<dec><npc>Thêi buæi nµy chiÕn tranh lo¹n l¹c kh¾p n¬i, VŞ <sex> nµy, Ng­¬i thËt sù cã {{S¸t thñ gi¶n cÊp 90 hÖ Kim}} sao?	<dec><npc>Hay qu¸! Thø ta ®ang cÇn ®©y råi! B¶n lÜnh cña ng­¬iqu¶ kh«ng tÇm th­êng!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp__S¸t Thñ Gi¶n cÊp 90 (Méc) 	<dec><pan>Nghe nãi ë {{T­¬ng D­¬ng}} cã thñ lÜnh s¸t thñ {{NhiÕp Thİ TrÇn}} ®ang muèn thu thËp {{S¸t thñ gi¶n cÊp 90 hÖ Méc}}, y sÏ ®¸p t¹ hËu hØ cho nh÷ng nh©n sü nµo mang ®Õn s¸t thñ gi¶n y cÇn		<dec><npc>Thêi buæi nµy chiÕn tranh lo¹n l¹c kh¾p n¬i, VŞ <sex> nµy, Ng­¬i thËt sù cã {{S¸t thñ gi¶n cÊp 90 hÖ Méc}} sao?	<dec><npc>Hay qu¸! Thø ta ®ang cÇn ®©y råi! B¶n lÜnh cña ng­¬iqu¶ kh«ng tÇm th­êng!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_ S¸t Thñ Gi¶n cÊp 90 (Thñy) 	<dec><pan>Nghe nãi ë {{T­¬ng D­¬ng}} cã thñ lÜnh s¸t thñ {{NhiÕp Thİ TrÇn}} ®ang muèn thu thËp {{S¸t thñ gi¶n cÊp 90 hÖ Thñy}}, y sÏ ®¸p t¹ hËu hØ cho nh÷ng nh©n sü nµo mang ®Õn s¸t thñ gi¶n y cÇn		<dec><npc>Thêi buæi nµy chiÕn tranh lo¹n l¹c kh¾p n¬i, VŞ <sex> nµy, Ng­¬i thËt sù cã {{S¸t thñ gi¶n cÊp 90 hÖ Thñy}} sao?	<dec><npc>Hay qu¸! Thø ta ®ang cÇn ®©y råi! B¶n lÜnh cña ng­¬iqu¶ kh«ng tÇm th­êng!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_ S¸t Thñ Gi¶n cÊp 90 (Háa) 	<dec><pan>Nghe nãi ë {{T­¬ng D­¬ng}} cã thñ lÜnh s¸t thñ {{NhiÕp Thİ TrÇn}} ®ang muèn thu thËp {{S¸t thñ gi¶n cÊp 90 hÖ Háa}}, y sÏ ®¸p t¹ hËu hØ cho nh÷ng nh©n sü nµo mang ®Õn s¸t thñ gi¶n y cÇn		<dec><npc>Thêi buæi nµy chiÕn tranh lo¹n l¹c kh¾p n¬i, VŞ <sex> nµy, Ng­¬i thËt sù cã {{S¸t thñ gi¶n cÊp 90 hÖ Háa}} sao?	<dec><npc>Hay qu¸! Thø ta ®ang cÇn ®©y råi! B¶n lÜnh cña ng­¬iqu¶ kh«ng tÇm th­êng!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_ S¸t Thñ Gi¶n cÊp 90 (Thæ) 	<dec><pan>Nghe nãi ë {{T­¬ng D­¬ng}} cã thñ lÜnh s¸t thñ {{NhiÕp Thİ TrÇn}} ®ang muèn thu thËp {{S¸t thñ gi¶n cÊp 90 hÖ Thæ}}, y sÏ ®¸p t¹ hËu hØ cho nh÷ng nh©n sü nµo mang ®Õn s¸t thñ gi¶n y cÇn		<dec><npc>Thêi buæi nµy chiÕn tranh lo¹n l¹c kh¾p n¬i, VŞ <sex> nµy, Ng­¬i thËt sù cã {{S¸t thñ gi¶n cÊp 90 hÖ Thæ}} sao?	<dec><npc>Hay qu¸! Thø ta ®ang cÇn ®©y råi! B¶n lÜnh cña ng­¬iqu¶ kh«ng tÇm th­êng!.	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
						
						
NgÉu nhiªn_Thu thËp_Ph¸o Hoa	<dec><pan>GÇn ®©y ta nghe ®­îc mét c©u chuyÖn rÊt thó vŞ, {{Thµnh §«}} cã mét {{Häc trß thî rÌn}} v× muèn t¹o ra mét b¶o vËt cã mét kh«ng hai nªn cÇn rÊt nhiÒu ph¸o hoa, ng­¬i cã thÓ gióp h¾n t×m {{5 viªn ph¸o hoa}} kh«ng?Ta còng rÊt muèn biÕt h¾n ®ang lµm thø g×.		<dec><npc>LÏ nµo lµm viÖc g× còng e dÌ sî sÖt? LÏ nµo c¶ ®êi ta chØ lµm mét tªn thî rÌn bĞ nhá sao?	<dec><npc>Khµ khµ! C¶m ¬n ph¸o hoa cña ng­¬i! §îi ta thu thËp ®ñ vËt liÖu...Bän c­êi nh¹o ta sÏ biÕt thÕ nµo lµ lîi h¹i! 	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_T©m T©m	<dec><pan>Cã b¶o vËt nµo dµnh cho c¸c ®«i t×nh nh©n? - {{T©m t©m t­¬ng ¸nh phï}} - Hay lµ chóng ta ®i t×m 1 c¸i mang ®Õn {{Giang T©n Th«n}} giao cho {{NguyÖt L·o}} ®Ó nhËn th­ëng.		<dec><npc>HiÖp kh¸ch cã thÓ gióp l·o tİm 1 İt T©m T©m T­¬ng ¸nh phï kh«ng?	<dec><npc> Khµ Khµ! VËy lµ sÏ cã thªm 1 ®«i t×nh nh©n ®­îc vui vÇy bªn nhau! 	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_Thiªn s¬n  B¶o Lé 	<dec><pan>Trªn nói Thiªn S¬n ë T©y vùc xa x«i, cø 10 n¨m TuyÕt Liªn sÏ në mét lÇn. NÕu h¸i kŞp thêi vµ bá vµo trµ Long TØnh, sÏ t¹o ra trµ sen th¬m ng¸t, nÕu bá thªm lo¹i bét nghiÒn tõ Tr©n Ch©u ë Nam H¶i vµ Thñ ¤ Nh©n S©m, con g¸i uèng vµo sÏ gi÷ m·i tuæi thanh xu©n, con trai uèng vµo c«ng lùc sÏ t¨ng gÊp béi. Ph­¬ng thuèc nµy gäi lµ {{Thiªn S¬n B¶o Lé}}, mét d­îc s­ Èn c­ t¹i {{Long M«n TrÊn}} ®ang muèn ®i t×m {{mét b×nh}}.		<dec><npc>¤i! <sex>ch¼ng ph¶i lµ Thiªn s¬n  B¶o Lé ®©y sao?Ta c¶ ®êi n»m m¬ còng kh«ng thÊy	<dec><npc>H« h«! ……¤ h«! Tr¨m nghe kh«ng b»ng 1 thÊy! 	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_B¸ch Qu¶ Lé 	<dec><pan>Nghe nãi T«n ®¹i th¸nh lóc ®¹i n¸o thiªn cung, cã trém vÒ ph­¬ng thuèc truyÒn l¹i cho thÕ gian. Sau nµy kh«ng biÕt duyªn cí g× mµ n»m trong tay cña {{L©m An d­îc ®iÕm}} - {{¤ng chñ}} lµ T«n T­ Thµnh tiªn sinh. T«n tiªn sinh ®ang cÇn {{B¸ch Qu¶ Lé}} ®Ó chÕ t¹o dÉn d­îc cho ph­¬ng thuèc nµy. H·y ®i t×m {{mét b×nh}} mang vÒ!		<dec><npc>Cã thÓ cho ta biÕt c¸ch ®Ó t×m B¸ch Qu¶ Lé kh«ng? 	<dec><npc>Ng­¬i hái ®óng ng­êi råi ®ã! CÇn bao nhiªu nµo?	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_TiÓu Phóc Duyªn	<dec><pan>Tõ tr­íc ®Õn nay Phóc Duyªn Lé lµ thøc uèng cña nh©n sü vâ l©m. H·y ®i t×m {{1 b×nh Phóc duyªn lé tiÓu}} mang ®Õn {{BiÖn Kinh}} - {{##}} ®Ó ®æi phÇn th­ëng.		<dec><npc>Xin hái cã cßn tiÓu Phóc Duyªn Lé kh«ng? Ta ®ang cÇn vµi b×nh! 	<dec><npc> Tèt l¾m! Ta sÏ b¸o c«ng lao cña ng­¬i víi Hoµng th­îng! 	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
NgÉu nhiªn_Thu thËp_§¹i Phóc Duyªn	<dec><pan>Tõ tr­íc ®Õn nay Phóc Duyªn Lé lµ thøc uèng cña nh©n sü vâ l©m. H·y ®i t×m {{1 b×nh Phóc duyªn lé ®¹i}} mang ®Õn {{BiÖn Kinh}} - {{##}} ®Ó ®æi phÇn th­ëng.		Xin hái cã cßn ®¹i Phóc Duyªn Lé kh«ng? Ta ®ang cÇn vµi b×nh! 	<dec><npc> Tèt l¾m! Ta sÏ b¸o c«ng lao cña ng­¬i víi Hoµng th­îng! 	<dec><npc>Ta cã b¶o vËt ®©y!<sex>xem thö ®i! Cã thÓ gióp cho ng­¬i hµnh tÈu giang hå!	
