ItemGenre	DetailType	ParticularType	Series	Level	IsNew	money	FuYuan	Coin	Score	GoldCoin	Contribution	Honour	GoldCoinScore	½ð±Ò¹ºÎï·µ»¹µÄ½ð±Ò»ý·Ö	UniPriceType	UniPriceAmount	SaleLogRequired	CurrentPrice	PromotionBeginDate	PromotionEndDate	SaleBeginDate	SaleEndDate	ExpiredTime£¨minute or YYYYmmdd£©	UsedTime£¨minute or OnlineTime£©	"ConsumeType(0-once;1-unlimit)"	comment
0	2	4	3	1		400											0									
0	2	4	3	2		1000											0									
0	2	4	3	3		2500											0									
0	2	4	3	4		5000											0									
0	2	4	3	5		10000											0									
0	2	4	3	6		16000											0									
0	2	4	3	7		25000											0									
0	2	4	3	8		32000											0									
0	2	4	3	9		40000											0									
0	2	4	3	10		50000											0									
0	2	5	0	1		100											0									
0	2	5	0	2		250											0									
0	2	5	0	3		500											0									
0	2	5	0	4		800											0									
0	2	5	0	5		1200											0									
0	2	5	0	6		1800											0									
0	2	5	0	7		2500											0									
0	2	5	0	8		3200											0									
0	2	6	4	1		100											0									
0	2	6	4	2		100											0									
0	2	6	4	3		100											0									
0	2	6	4	4		100											0									
0	2	6	4	5		6000											0									
0	2	6	4	6		10000											0									
0	2	6	4	7		15000											0									
0	2	6	4	8		20000											0									
0	2	7	2	1		100											0									
0	2	7	2	2		400											0									
0	2	7	2	3		800											0									
0	2	7	2	4		1000											0									
0	2	7	2	5		2000											0									
0	2	7	2	6		3000											0									
0	2	7	2	7		4000											0									
0	2	7	2	8		5000											0									
0	2	8	3	1		100											0									
0	2	8	3	2		300											0									
0	2	8	3	3		600											0									
0	2	8	3	4		900											0									
0	2	8	3	5		1600											0									
0	2	8	3	6		2500											0									
0	2	8	3	7		3500											0									
0	2	8	3	8		4500											0									
0	2	9	0	1		100											0									
0	2	9	0	2		500											0									
0	2	9	0	3		1000											0									
0	2	9	0	4		2500											0									
0	2	9	0	5		6000											0									
0	2	9	0	6		10000											0									
0	2	9	0	7		15000											0									
0	2	9	0	8		20000											0									
0	2	9	0	9		25000											0									
0	2	9	0	10		30000											0									
0	7	0	0	1		100											0									
0	7	0	0	2		250											0									
0	7	0	0	3		500											0									
0	7	0	0	4		800											0									
0	7	0	0	5		1200											0									
0	7	0	0	6		1800											0									
0	7	0	0	7		2500											0									
0	7	0	0	8		3200											0									
0	7	1	4	1		100											0									
0	7	1	4	2		200											0									
0	7	1	4	3		400											0									
0	7	1	4	4		700											0									
0	7	1	4	5		1000											0									
0	7	1	4	6		1500											0									
0	7	1	4	7		2000											0									
0	7	1	4	8		2500											0									
0	7	2	0	1		100											0									
0	7	2	0	2		300											0									
0	7	2	0	3		600											0									
0	7	2	0	4		1000											0									
0	7	2	0	5		1600											0									
0	7	2	0	6		2400											0									
0	7	2	0	7		3500											0									
0	7	2	0	8		4800											0									
0	7	2	0	9		6400											0									
0	7	2	0	10		8000											0									
0	7	3	3	1		120											0									
0	7	3	3	2		320											0									
0	7	3	3	9		6000											0									
0	7	3	3	10		7500											0									
0	7	4	2	1		370											0									
0	7	4	2	2		610											0									
0	7	4	2	3		1120											0									
0	7	4	2	4		1800											0									
0	7	4	2	5		2700											0									
0	7	4	2	6		3700											0									
0	7	4	2	7		5100											0									
0	7	4	2	8		6500											0									
0	7	4	2	9		8100											0									
0	7	4	2	10		10000											0									
0	7	5	2	1		60											0									
0	7	5	3	2		160											0									
0	7	5	3	3		370											0									
0	7	5	3	4		600											0									
0	7	5	3	5		900											0									
0	7	5	3	6		1200											0									
0	7	5	3	7		1800											0									
0	7	5	3	8		2500											0									
0	7	6	1	1		120											0									
0	7	6	1	2		320											0									
0	7	6	1	3		750											0									
0	7	6	1	4		1200											0									
0	7	6	1	5		1800											0									
0	7	6	1	6		2500											0									
0	7	6	1	7		3700											0									
0	7	6	1	8		5000											0									
0	7	6	1	9		6000											0									
0	7	6	1	10		7500											0									
0	7	7	1	1		100											0									
0	7	7	1	5		1200											0									
0	7	7	1	6		1800											0									
0	7	7	1	7		2500											0									
0	7	7	1	8		3200											0									
0	7	8	2	1		100											0									
0	7	8	2	2		200											0									
0	7	8	2	3		400											0									
0	7	8	2	4		700											0									
0	7	8	2	5		1000											0									
0	7	8	2	6		1500											0									
0	7	8	2	7		2000											0									
0	7	8	2	8		2500											0									
0	7	8	2	9		3200											0									
0	7	8	2	10		4000											0									
0	5	0	3	1		70											0									
0	5	0	3	2		260											0									
0	5	0	3	3		650											0									
0	5	0	3	4		1000											0									
0	5	0	3	5		1600											0									
0	5	0	3	6		2500											0									
0	5	0	3	7		3300											0									
0	5	0	3	8		3850											0									
0	5	1	0	1		150											0									
0	5	1	0	2		600											0									
0	5	1	0	3		1400											0									
0	5	1	0	4		2400											0									
0	5	1	0	5		3600											0									
0	5	1	0	6		5000											0									
0	5	1	0	7		6500											0									
0	5	1	0	8		9000											0									
0	5	2	2	1		70											0									
0	5	2	2	2		260											0									
0	5	2	2	3		650											0									
0	5	2	2	4		1000											0									
0	5	2	2	5		1600											0									
0	5	2	2	6		2500											0									
0	5	2	2	7		3300											0									
0	5	2	2	8		3850											0									
0	5	3	2	1		150											0									
0	5	3	2	2		600											0									
0	5	3	2	3		1400											0									
0	5	3	2	4		2400											0									
0	5	3	2	5		3600											0									
0	5	3	2	6		5000											0									
0	5	3	2	7		6500											0									
0	5	3	2	8		9000											0									
0	6	0	1	1		50											0									
0	6	0	1	2		300											0									
0	6	0	1	3		800											0									
0	6	0	1	4		1800											0									
0	6	0	1	5		3000											0									
0	6	0	1	6		4500											0									
0	6	0	1	7		5400											0									
0	6	0	1	8		7000											0									
0	6	1	3	1		330											0									
0	6	1	3	2		900											0									
0	6	1	3	3		2400											0									
0	6	1	3	4		3700											0									
0	6	1	3	5		5400											0									
0	6	1	3	6		7400											0									
0	6	1	3	7		9800											0									
0	6	1	3	8		14000											0									
0	8	0	0	1		100											0									
0	8	0	0	2		300											0									
0	8	0	0	3		600											0									
0	8	0	0	4		1000											0									
0	8	0	0	5		1800											0									
0	8	0	0	6		2600											0									
0	8	0	0	7		3600											0									
0	8	0	0	8		4900											0									
0	8	1	0	1		100											0									
0	8	1	0	2		300											0									
0	8	1	0	3		600											0									
0	8	1	0	4		1000											0									
0	8	1	0	5		1800											0									
0	8	1	0	6		2600											0									
0	8	1	0	7		3600											0									
0	8	1	0	8		4900											0									
0	10	0	4	1		5000											0									
0	10	0	4	2		5000											0									
0	10	0	4	3		10000											0									
0	10	0	4	4		10000											0									
0	10	0	4	5		20000											0									
0	10	0	4	6		20000											0									
0	10	0	4	7		50000											0									
0	10	0	4	8		50000											0									
0	10	0	4	9		100000											0									
0	10	0	4	10		100000											0									
0	10	1	1	1		5000											0									
0	10	1	1	2		5000											0									
0	10	1	1	3		10000											0									
0	10	1	1	4		10000											0									
0	10	1	1	5		20000											0									
0	10	1	1	6		20000											0									
0	10	1	1	7		50000											0									
0	10	1	1	8		50000											0									
0	10	1	1	9		100000											0									
0	10	1	1	10		100000											0									
0	10	2	0	1		5000											0									
0	10	2	0	2		5000											0									
0	10	2	0	3		10000											0									
0	10	2	0	4		10000											0									
0	10	2	0	5		20000											0									
0	10	2	0	6		20000											0									
0	10	2	0	7		50000											0									
0	10	2	0	8		50000											0									
0	10	2	0	9		100000											0									
0	10	2	0	10		100000											0									
0	10	3	2	1		5000											0									
0	10	3	2	2		5000											0									
0	10	3	2	3		10000											0									
0	10	3	2	4		10000											0									
0	10	3	2	5		20000											0									
0	10	3	2	6		20000											0									
0	10	3	2	7		50000											0									
0	10	3	2	8		50000											0									
0	10	3	2	9		100000											0									
0	10	3	2	10		100000											0									
0	10	4	3	1		5000											0									
0	10	4	3	2		5000											0									
0	10	4	3	3		10000											0									
0	10	4	3	4		10000											0									
0	10	4	3	5		20000											0									
0	10	4	3	6		20000											0									
0	10	4	3	7		50000											0									
0	10	4	3	8		50000											0									
0	10	4	3	9		100000											0									
0	10	4	3	10		100000											0									
5	0	0	0	1		500											0									
4	148	0	0	1		1											0									
4	119	0	0	1		1											0									
4	165	0	0	1		1											0									
0	2	10	1	1		100											0									
0	2	10	1	2		400											0									
0	2	10	1	3		800											0									
0	2	10	1	4		2000											0									
0	2	10	1	5		5000											0									
0	2	10	1	6		7000											0									
0	2	10	1	7		9000											0									
0	2	10	1	8		12000											0									
0	2	10	1	9		16000											0									
0	2	10	1	10		20000											0									
0	2	11	1	1		400											0									
0	2	11	1	2		1000											0									
0	2	11	1	3		2500											0									
0	2	11	1	4		5000											0									
0	2	11	1	5		10000											0									
0	2	11	1	6		16000											0									
0	2	11	1	7		25000											0									
0	2	11	1	8		32000											0									
0	2	11	1	9		40000											0									
0	2	11	1	10		50000											0									
0	2	12	1	1		100											0									
0	2	12	1	2		250											0									
0	2	12	1	3		500											0									
0	2	12	1	4		800											0									
0	2	12	1	5		1200											0									
0	2	12	1	6		1800											0									
0	2	12	1	7		2500											0									
0	2	12	1	8		3200											0									
0	2	13	1	1		100											0									
0	2	13	1	2		100											0									
0	2	13	1	3		100											0									
0	2	13	1	4		100											0									
0	2	13	1	5		6000											0									
0	2	13	1	6		10000											0									
0	2	13	1	7		15000											0									
0	2	13	1	8		20000											0									
0	2	13	1	9		25000											0									
0	2	13	1	10		30000											0									
0	7	9	2	1		100											0									
0	7	9	2	2		300											0									
0	7	9	2	3		600											0									
0	7	9	2	4		1000											0									
0	7	9	2	5		1600											0									
0	7	9	2	6		2400											0									
0	7	9	2	7		3500											0									
0	7	9	2	8		4800											0									
0	7	9	2	9		6400											0									
0	7	9	2	10		8000											0									
0	7	10	2	1		120											0									
0	7	10	2	2		320											0									
0	7	10	2	3		750											0									
0	7	10	2	4		1200											0									
0	7	10	2	5		1800											0									
0	7	10	2	6		2500											0									
0	7	10	2	7		3700											0									
0	7	10	2	8		5000											0									
0	7	11	3	1		370											0									
0	7	11	3	2		610											0									
0	7	11	3	3		1120											0									
0	7	11	3	4		1800											0									
0	7	11	3	5		2700											0									
0	7	11	3	6		3700											0									
0	7	11	3	7		5100											0									
0	7	11	3	8		6500											0									
0	7	11	3	9		8100											0									
0	7	11	3	10		10000											0									
0	7	12	3	1		60											0									
0	7	12	3	2		160											0									
0	7	12	3	3		370											0									
0	7	12	3	4		600											0									
0	7	12	3	5		900											0									
0	7	12	3	6		1200											0									
0	7	12	3	7		1800											0									
0	7	12	3	8		2500											0									
0	7	12	3	9		3000											0									
0	7	12	3	10		3700											0									
0	7	13	3	1		120											0									
0	7	13	3	2		320											0									
0	7	13	3	3		750											0									
0	7	13	3	4		1200											0									
0	7	13	3	5		1800											0									
0	7	13	3	6		2500											0									
0	7	13	3	7		3700											0									
0	7	13	3	8		5000											0									
0	7	13	3	9		6000											0									
0	7	13	3	10		7500											0									
6	1	71	0	1			10										0									Tiªn Th¶o L?
6	1	72	0	1			200										0									Thiªn s¬n  B¶o L?
6	1	73	0	1			50										0									B¸ch Qu?L?
6	0	1	0	1				1									0									Tr­êng MÖnh hoµn
6	0	2	0	1				1									0									Gia Bµo hoµn
6	0	3	0	1				2									0									§¹i Lùc hoµn
6	0	4	0	1				1									0									Cao ThiÓm hoµn
6	0	5	0	1				1									0									Cao Trung hoµn
6	0	6	0	1				2									0									Phi Tèc hoµn
6	0	7	0	1				1									0									B¨ng Phßng hoµn
6	0	8	0	1				1									0									L«i Phßng hoµn
6	0	9	0	1				1									0									Háa Phßng hoµn
6	0	10	0	1				1									0									§éc Phßng hoµn
6	0	11	0	1			4										0									Ph¸o Hoa
6	0	20	0	1			20										0									Mai Kh«i Hoa V?
6	1	18	0	1			50	1									0									T©m T©m T­¬ng ¸nh Ph?
6	1	15	0	1			500	2									0									Phi Phong
4	353	0	0	1			2000	2									1	7	20070922	20071014						Tinh Hång B¶o Th¹ch
0	2	28	0	3													0									Thanh TuyÖt Y
0	2	28	0	6													0									B¨ng Tinh QuÇn
4	238	0	0	1			1500	2									1	11	20070922	20071014						Lam Thñy Tinh
4	239	0	0	1			1500	2									1	11	20070922	20071014						T?Thñy Tinh
4	240	0	0	1			1500	2									1	11	20070922	20071014						Lôc Thñy Tinh
0	10	2	2	3		10000											0									
0	10	3	1	3		10000											0									
0	0	0	0	3		2700											0									
0	6	1	4	4		3700											0									
0	0	2	2	3		3000											0									
0	8	0	2	5		1800											0									
0	0	1	4	3		2700											0									
0	8	1	2	5		1800											0									
0	8	0	2	4		1000											0									
0	0	3	1	3		3000											0									
0	0	5	1	3		2700											0									
0	6	0	3	5		3000											0									
0	0	5	3	3		2700											0									
0	8	1	2	4		1000											0									
0	0	2	1	3		3000											0									
0	5	2	1	5		1600											0									
6	1	26	0	1				3									1	1	20130204	20201230						V?L©m MËt TÞch
6	1	122	0	1			12										0									
6	1	123	0	1			24										0									
6	1	124	0	1			60										0									
6	1	37	0	1				2									1	2	20070922	20071014						Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1
6	1	38	0	1				2									1	2	20070922	20071014						Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2
6	1	39	0	1				2									1	2	20070922	20071014						Thiªn V­¬ng §ao ph¸p.QuyÓn 3
6	1	56	0	1				2									1	2	20070922	20071014						ThiÕu L©m QuyÒn Ph¸p. QuyÓn 1
6	1	57	0	1				2									1	2	20070922	20071014						ThiÕu L©m C«n ph¸p. QuyÓn 2
6	1	58	0	1				2									1	2	20070922	20071014						ThiÕu L©m §ao ph¸p. QuyÓn 3
6	1	45	0	1				2									1	2	20070922	20071014						Phi §ao thuËt. NhiÕp Hån NguyÖt ¶nh
6	1	46	0	1				2									1	2	20070922	20071014						Phi Tiªu thuËt. Cöu Cung Phi Tinh
6	1	27	0	1				2									1	2	20070922	20071014						T?TiÔn thuËt. B¹o V?L?Hoa
6	1	28	0	1				2									1	2	20070922	20071014						H·m TÜnh thuËt.Lo¹n Hoµn KÝch
6	1	47	0	1				2									1	2	20070922	20071014						Ng?§éc Ch­ëng Ph¸p. QuyÓn 1
6	1	48	0	1				2									1	2	20070922	20071014						Ng?§éc §ao ph¸p. QuyÓn 2
6	1	49	0	1				2									1	2	20070922	20071014						Ng?§éc NhiÕp T©m thuËt. QuyÓn 3
6	1	42	0	1				2									1	2	20070922	20071014						DiÖt KiÕm MËt TÞch
6	1	43	0	1				2									1	2	20070922	20071014						Nga Mi  PhËt Quang Ch­ëng MËt TÞch
6	1	59	0	1				2									1	2	20070922	20071014						Ph?§é MËt TÞch
6	1	40	0	1				2									1	2	20070922	20071014						Thóy Yªn §ao ph¸p
6	1	41	0	1				2									1	2	20070922	20071014						Thóy Yªn Song ®ao
6	1	54	0	1				2									1	2	20070922	20071014						C¸i Bang Ch­ëng Ph¸p
6	1	55	0	1				2									1	2	20070922	20071014						C¸i Bang C«n ph¸p
6	1	35	0	1				2									1	2	20070922	20071014						V©n Long KÝch. M©u ph¸p
6	1	36	0	1				2									1	2	20070922	20071014						L­u Tinh. §ao ph¸p
6	1	53	0	1				2									1	2	20070922	20071014						NhiÕp Hån. Ch?thuËt
6	1	33	0	1				2									1	2	20070922	20071014						Th¸i Cùc QuyÒn Ph? QuyÓn 3
6	1	34	0	1				2									1	2	20070922	20071014						Th¸i Cùc KiÕm Ph? QuyÓn 2
6	1	50	0	1				2									1	2	20070922	20071014						Ng?Phong thuËt
6	1	51	0	1				2									1	2	20070922	20071014						Ng?L«i thuËt
6	1	52	0	1				2									1	2	20070922	20071014						Ng?T©m thuËt
6	1	12	0	1				10									1									Bµn Nh­îc T©m Kinh
0	11	0	0	1				1									1									Ò×ÈÝÃæ¾ß-Âä¹â(²»ÂôÁË)
0	11	1	0	1				1									1									Ò×ÈÝÃæ¾ß-ÒøÑÀ(²»ÂôÁË)
0	11	2	0	1				1									1									Ò×ÈÝÃæ¾ß-Ëªµ¶(²»ÂôÁË)
0	11	3	0	1				1									1									Ò×ÈÝÃæ¾ß-Àä¹­(²»ÂôÁË)
0	11	4	0	1				1									1									Ò×ÈÝÃæ¾ß-º®Ç¹(²»ÂôÁË)
0	11	5	0	1				1									1									Ò×ÈÝÃæ¾ß-±¼À×(²»ÂôÁË)
0	11	7	0	1				1									1									Ò×ÈÝÃæ¾ß-½µ´¸(²»ÂôÁË)
0	11	8	0	1				1									1									Ò×ÈÝÃæ¾ß-³àÕÆ(²»ÂôÁË)
0	11	9	0	1				1									1									Ò×ÈÝÃæ¾ß-ÀÇ°ô(²»ÂôÁË)
0	11	10	0	1													1									Ò×ÈÝÃæ¾ß-ÕÅ×ÚÕý(¾É°æ±¾,²»ÔÙ··Âô)
0	11	12	0	1													1									Ò×ÈÝÃæ¾ß-ÁøÇàÇà(¾É°æ±¾,²»ÔÙ··Âô)
0	11	13	0	1													1									Ò×ÈÝÃæ¾ß-ÉÈ¿Í(¾É°æ±¾,²»ÔÙ··Âô)
0	11	14	0	1													1									Ò×ÈÝÃæ¾ß-À¶ÒÁÒÁ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	15	0	1													1									Ò×ÈÝÃæ¾ß-¹Å°Ø(¾É°æ±¾,²»ÔÙ··Âô)
6	1	130	0	1													1									´ó°×¾ÔÍè£¨ÎÞÓÃÏî£©
1	0	0	0	5		3000											0									Cöu ChuyÓn Hoµn Hån ®an
1	1	0	0	5		3000											0									?®Çu Hoµn thÇn ®an
1	2	0	0	5		4000											0									Ng?Hoa Ngäc L?Hoµn
0	11	16	0	1													1									Ò×ÈÝÃæ¾ß-µÀÇåÕæÈË(¾É°æ±¾,²»ÔÙ··Âô)
0	11	17	0	1													1									Ò×ÈÝÃæ¾ß-Ò®ÂÉ±ÙÀë(¾É°æ±¾,²»ÔÙ··Âô)
0	11	18	0	1													1									Ò×ÈÝÃæ¾ß-ÍêÑÕÑ©ÒÂ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	19	0	1													1									Ò×ÈÝÃæ¾ß-¶ËÄ¾î£(¾É°æ±¾,²»ÔÙ··Âô)
0	11	20	0	1													1									Ò×ÈÝÃæ¾ß-ÖÓÁéÐã(¾É°æ±¾,²»ÔÙ··Âô)
0	11	21	0	1													1									Ò×ÈÝÃæ¾ß-ºÎÁ¯Æ®(¾É°æ±¾,²»ÔÙ··Âô)
0	11	22	0	1													1									Ò×ÈÝÃæ¾ß-ÃÏ²×ÀË(¾É°æ±¾,²»ÔÙ··Âô)
6	1	135	0	1		1888888											1									ThiÖp Chóc Phóc
6	1	136	0	1		1888888											1									ThiÖp Bang Ph¸i
6	1	137	0	1		1888888											1									ThiÖp Sinh nhËt
6	1	138	0	1		2999999											1									ThiÖp Hoa Hång
6	1	139	0	1		1888888											1									ThiÖp Gi¸ng Sinh
6	1	140	0	1		1888888											1									ThiÖp N¨m míi
6	1	141	0	1		8888888											1									ThiÖp Vui v?
6	1	155	0	1		5000											0									Tèng Kim Chiªu th?
6	1	159	0	1		5000											0									ChiÕn k?
6	1	156	0	1					3000								0									ChiÕn c?
6	1	157	0	1					2000								0									LÖnh bµi
6	1	158	0	1					1500								0									HiÖu gi¸c
6	1	178	0	1					600								0									Tèng Kim Ngo¹i Ph?hoµn
6	1	179	0	1					600								0									Tèng Kim Ngo¹i §éc hoµn
6	1	180	0	1					600								0									Tèng Kim Ngo¹i B¨ng hoµn
6	1	181	0	1					600								0									Tèng Kim Néi Ph?hoµn
6	1	182	0	1					600								0									Tèng Kim Néi §éc hoµn
6	1	183	0	1					600								0									Tèng Kim Néi B¨ng hoµn
6	1	184	0	1					600								0									Tèng Kim Néi Háa hoµn
6	1	185	0	1					600								0									Tèng Kim Néi L«i hoµn
6	1	186	0	1					300								0									Tèng Kim Tr­êng MÖnh hoµn
6	1	187	0	1					300								0									Tèng Kim Gia Bµo hoµn
6	1	188	0	1					300								0									Tèng Kim Cao ThiÓm hoµn
6	1	189	0	1					300								0									Tèng Kim Cao Trung hoµn
6	1	190	0	1					600								0									Tèng Kim Phi Tèc hoµn
6	1	191	0	1					400								0									Tèng Kim Ph?Phßng hoµn
6	1	192	0	1					400								0									Tèng Kim B¨ng Phßng hoµn
6	1	193	0	1					400								0									Chuyªn dïng cho Tèng Kim L«i phßng hoµn
6	1	194	0	1					400								0									Chuyªn dïng cho Tèng Kim Háa phßng hoµn
6	1	195	0	1					400								0									Chuyªn dïng cho Tèng Kim §éc phßng hoµn
6	1	212	0	1					250								0									B?c©u
6	1	214	0	1					3000								0									Kh¸ng §¬n Chi Gi¸c
6	1	215	0	1		5000			400								0									Cµn Kh«n T¹o Hãa §an (®¹i)
6	1	216	0	1		6000			200								0									Cµn Kh«n T¹o Hãa §an (trung)
6	1	217	0	1		3000			100								0									Cµn Kh«n T¹o Hãa §an (tiÓu)
1	0	0	0	5		2000											0									Cöu ChuyÓn Hoµn Hån ®an
1	1	0	0	5		2000											0									?®Çu Hoµn thÇn ®an
1	2	0	0	5		3000											0									Ng?Hoa Ngäc L?Hoµn
1	4	0	0	5		200											0									Long §µm Hãa §éc ®an
4	507	1	0	1					5000								0									Nh¹c V­¬ng Hån Th¹ch
6	1	236	0	1		3000000											0									ThiÖp  T×nh nh©n
6	0	20	0	1		20000											0									Mai Kh«i Hoa V?
6	0	11	0	1		10000											0									Ph¸o Hoa
0	11	72	0	1		3000000											1									´óÍ·ÍÞÍÞ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	73	0	1		3000000											1									ÎèÄÏÊ¨(¾É°æ±¾,²»ÔÙ··Âô)
0	11	74	0	1		3000000											1									Îè±±Ê¨(¾É°æ±¾,²»ÔÙ··Âô)
0	11	75	0	1		2000000											1									ÎèÁúÖéÃæ¾ß(¾É°æ±¾,²»ÔÙ··Âô)
0	11	76	0	1		2000000											1									ÎèÁúÍ·Ãæ¾ß(¾É°æ±¾,²»ÔÙ··Âô)
0	11	77	0	1		2000000											1									ÎèÁúÉíÃæ¾ß(¾É°æ±¾,²»ÔÙ··Âô)
0	11	78	0	1		2000000											1									ÎèÁúÎ²Ãæ¾ß(¾É°æ±¾,²»ÔÙ··Âô)
0	11	27	0	1		2000000											1									Ò×ÈÝÃæ¾ß-Ñ©±ª(¾É°æ±¾,²»ÔÙ··Âô)
0	11	30	0	1		2000000											1									Ò×ÈÝÃæ¾ß-ÇàÀÇ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	35	0	1		2000000											1									Ò×ÈÝÃæ¾ß-´Ìâ¬(¾É°æ±¾,²»ÔÙ··Âô)
0	11	38	0	1		2000000											1									Ò×ÈÝÃæ¾ß-×ØÐÜ(¾É°æ±¾,²»ÔÙ··Âô)
0	11	40	0	1		2000000											1									Ò×ÈÝÃæ¾ß-Ò°Å£(¾É°æ±¾,²»ÔÙ··Âô)
0	11	43	0	1		2000000											1									Ò×ÈÝÃæ¾ß-ÑÛ¾µòþÉß(¾É°æ±¾,²»ÔÙ··Âô)
