Row	Col	PointType	PointX	PointY
1	1	bottom	50368	102624
1	1	bottom	50368	102656
1	1	bottom	50336	102624
1	1	bottom	50336	102656
1	1	bottom	50304	102656
1	1	bottom	50272	102656
1	1	bottom	50304	102624
1	1	bottom	50272	102624
1	1	bottom	50400	102688
1	1	bottom	50400	102720
1	1	bottom	50400	102752
1	1	bottom	50400	102784
1	1	bottom	50368	102848
1	1	bottom	50400	102816
1	1	bottom	50400	102848
1	1	entrance_top	50976	102016
1	1	entrance_bottom	50432	102592
1	1	entrance_left	50464	101920
1	1	entrance_right	51040	102560
1	1	stele	50688	102176
1	1	yulonghufa	50432	102144
1	1	yulongboy	50592	101728
1	1	yulongboy	50496	101856
1	1	yulongboy	50432	102240
1	1	yulongboy	50592	102528
1	1	yulongboy	50880	102368
1	1	yulongboy	50848	101856
1	1	yulongboy	50880	102016
1	1	yulongboy	50720	101792
1	1	yulongboy	50784	102528
1	1	yulongboy	50688	102528
1	1	yulonggirl	50496	102368
1	1	yulonggirl	50464	102016
1	1	yulonggirl	50528	101760
1	1	yulonggirl	50624	102656
1	1	yulonggirl	50656	102496
1	1	yulonggirl	50496	102528
1	1	yulonggirl	50368	102400
1	1	yulonggirl	50816	102368
1	1	yulonggirl	50944	102304
1	1	yulonggirl	50816	101920
1	1	boss	50912	102176
1	1	fenglinglong	50432	102144
1	1	cup	50560	102016
1	1	cup	50464	102208
1	1	cup	50528	102400
1	1	cup	50688	101984
1	1	cup	50880	102208
1	1	cup	50816	102048
1	1	cup	50688	102432
1	1	cup	50816	102400
1	1	bosses	50912	102176
1	1	bosses	50592	102176
1	1	bosses	50624	102272
1	1	gujuesha	50624	102272
1	1	juesha1	50688	101728
1	1	juesha2	50944	101952
1	1	juesha3	51264	102272
1	1	juesha4	50432	101920
1	1	juesha5	50976	102592
1	1	juesha6	50080	102272
1	1	juesha7	50368	102624
1	1	juesha8	50656	102848
1	1	pillar	50560	102400
1	1	pillar	50560	101952
1	1	pillar	50432	102080
1	1	pillar	50272	102528
1	1	pillar	50400	102624
1	1	pillar	51008	102048
1	1	pillar	50880	101920
1	1	pillar	50784	102144
1	1	pillar	50880	102560
1	1	pillar	50976	102464
1	1	t1_boss	50880	102080
1	1	t1_tree	49984	102272
1	1	t1_tree	50688	101632
1	1	t1_tree	50688	102848
1	1	t1_tree	51328	102272
1	1	t2_guard	50464	101888
1	1	t2_guard	50464	102240
1	1	t2_guard	50176	102208
1	1	t2_guard	50464	102656
1	1	t2_guard	50816	101920
1	1	t2_guard	50944	102272
1	1	t2_guard	50912	102656
1	1	t2_guard	51232	102304
1	1	t2_pillar	50464	101792
1	1	t2_pillar	50464	102144
1	1	t2_pillar	50176	102112
1	1	t2_pillar	50464	102560
1	1	t2_pillar	50816	101824
1	1	t2_pillar	50944	102176
1	1	t2_pillar	50912	102560
1	1	t2_pillar	51232	102208
1	1	t3_bead	50048	102368
1	1	t3_bead	50592	101824
1	1	t3_bead	50496	101920
1	1	t3_bead	50304	102080
1	1	t3_bead	50176	102240
1	1	t3_bead	50368	102336
1	1	t3_bead	50496	102752
1	1	t3_bead	50240	102464
1	1	t3_bead	50400	102496
1	1	t3_bead	50688	101728
1	1	t3_bead	50880	101888
1	1	t3_bead	50944	102304
1	1	t3_bead	51072	102176
1	1	t3_bead	50688	102912
1	1	t3_bead	50848	102784
1	1	t3_bead	50912	102496
1	1	t3_bead	51136	102400
1	1	t3_bead	50688	102560
1	1	t3_bead	51200	102176
1	1	t3_boss	50816	102336
1	1	t5_box	49984	102272
1	1	t5_box	50080	102176
1	1	t5_box	50208	102144
1	1	t5_box	50368	102048
1	1	t5_box	50528	101824
1	1	t5_box	50624	101696
1	1	t5_box	50400	102208
1	1	t5_box	50240	102336
1	1	t5_box	50432	102720
1	1	t5_box	50624	102720
1	1	t5_box	50560	102848
1	1	t5_box	50176	102496
1	1	t5_box	50336	102432
1	1	t5_box	50528	102528
1	1	t5_box	50784	101696
1	1	t5_box	50784	101888
1	1	t5_box	51136	102304
1	1	t5_box	50976	102144
1	1	t5_box	50752	102816
1	1	t5_box	50848	102656
1	1	t5_box	50816	102496
1	1	t5_box	50912	102400
1	1	t5_box	51072	102464
1	1	t5_box	51296	102304
1	1	t7_snake	50144	102336
1	1	t7_snake	50080	102176
1	1	t7_snake	50560	101664
1	1	t7_snake	50496	101728
1	1	t7_snake	50368	101856
1	1	t7_snake	50304	101952
1	1	t7_snake	50624	101600
1	1	t7_snake	50176	102080
1	1	t7_snake	50656	102752
1	1	t7_snake	50400	102720
1	1	t7_snake	50560	102656
1	1	t7_snake	50592	102880
1	1	t7_snake	50368	102528
1	1	t7_snake	50528	102464
1	1	t7_snake	50240	102432
1	1	t7_snake	50240	102560
1	1	t7_snake	51136	102240
1	1	t7_snake	51136	102048
1	1	t7_snake	51040	101984
1	1	t7_snake	50944	101888
1	1	t7_snake	50848	101888
1	1	t7_snake	50752	101728
1	1	t7_snake	50688	101792
1	1	t7_snake	50944	102720
1	1	t7_snake	50976	102528
1	1	t7_snake	51072	102464
1	1	t7_snake	50944	102464
1	1	t7_snake	50784	102912
1	1	t7_snake	50784	102720
1	1	t7_snake	50720	102688
1	1	t7_boss	50560	102016
1	1	t9_boss	50560	102016
1	1	t9_monster	50144	102336
1	1	t9_monster	50080	102176
1	1	t9_monster	50560	101664
1	1	t9_monster	50496	101728
1	1	t9_monster	50368	101856
1	1	t9_monster	50304	101952
1	1	t9_monster	50624	101600
1	1	t9_monster	50176	102080
1	1	t9_monster	50656	102752
1	1	t9_monster	50400	102720
1	1	t9_monster	50560	102656
1	1	t9_monster	50592	102880
1	1	t9_monster	50368	102528
1	1	t9_monster	50528	102464
1	1	t9_monster	50240	102432
1	1	t9_monster	50240	102560
1	1	t9_monster	51136	102240
1	1	t9_monster	51136	102048
1	1	t9_monster	51040	101984
1	1	t9_monster	50944	101888
1	1	t9_monster	50848	101888
1	1	t9_monster	50752	101728
1	1	t9_monster	50688	101792
1	1	t9_monster	50944	102720
1	1	t9_monster	50976	102528
1	1	t9_monster	51072	102464
1	1	t9_monster	50944	102464
1	1	t9_monster	50784	102912
1	1	t9_monster	50784	102720
1	1	t9_monster	50720	102688
1	1	t10_monster	50624	101824
1	1	t10_monster	50624	101920
1	1	t10_monster	50336	102272
1	1	t10_monster	50400	102272
1	1	t10_monster	50368	102080
1	1	t10_monster	50272	102144
1	1	t10_monster	51104	102368
1	1	t10_monster	51136	102176
1	1	t10_monster	51136	102272
1	1	t10_monster	51072	102208
1	1	t10_monster	50752	101824
1	1	t10_monster	50752	101728
1	1	t10_monster	50752	102720
1	1	t10_monster	50816	102688
1	1	t10_monster	50688	102656
1	1	t10_monster	50816	102624
1	1	t10_pillar	50688	101824
1	1	t10_pillar	50336	102176
1	1	t10_pillar	50752	102624
1	1	t10_pillar	51072	102272
1	1	t11_boss	50656	102368
1	1	t11_monster	50144	102304
1	1	t11_monster	50624	101792
1	1	t11_monster	50368	102016
1	1	t11_monster	50656	102752
1	1	t11_monster	50336	102464
1	1	t11_monster	50496	102592
1	1	t11_monster	51008	101952
1	1	t11_monster	50880	102656
1	1	t11_monster	51040	102560
1	1	t11_monster	51200	102144
1	1	t11_monster	51200	102432
1	1	t12_joss	50464	102176
1	1	t12_joss	50560	102432
1	1	t12_joss	50880	102176
1	1	t12_joss	50688	101952
1	1	t12_joss	50784	102432
1	1	t12_monster	50112	102240
1	1	t12_monster	50624	101728
1	1	t12_monster	50432	101888
1	1	t12_monster	50624	101856
1	1	t12_monster	50336	102144
1	1	t12_monster	50272	102048
1	1	t12_monster	50528	102656
1	1	t12_monster	50368	102528
1	1	t12_monster	50240	102400
1	1	t12_monster	51168	102080
1	1	t12_monster	51008	101888
1	1	t12_monster	50816	101760
1	1	t12_monster	50880	102624
1	1	t12_monster	51040	102464
1	1	t12_monster	50688	102752
1	1	t12_monster	50720	102560
1	1	t12_monster	51328	102208
1	1	t12_monster	51232	102304
1	1	t12_boss	50528	102336
1	1	t13_lamp	50560	102400
1	1	t13_lamp	50560	101952
1	1	t13_lamp	50432	102080
1	1	t13_lamp	50272	102528
1	1	t13_lamp	50400	102624
1	1	t13_lamp	51008	102048
1	1	t13_lamp	50880	101920
1	1	t13_lamp	50784	102144
1	1	t13_lamp	50880	102560
1	1	t13_lamp	50976	102464
1	1	t16_box	50112	102304
1	1	t16_box	50144	102432
1	1	t16_box	50208	102208
1	1	t16_box	50336	102080
1	1	t16_box	50464	101952
1	1	t16_box	50592	101824
1	1	t16_box	50432	102272
1	1	t16_box	50592	102912
1	1	t16_box	50496	102688
1	1	t16_box	50400	102560
1	1	t16_box	50304	102400
1	1	t16_box	50816	101824
1	1	t16_box	51040	102048
1	1	t16_box	51136	102272
1	1	t16_box	50720	101920
1	1	t16_box	50880	102688
1	1	t16_box	50720	102816
1	1	t16_box	50784	102624
1	1	t16_box	51072	102464
1	1	t16_box	50784	102432
1	1	t16_npc	50816	102016
1	1	t17_accrue	50624	102240
1	1	t17_conquer	50720	102240
1	1	t17_joss	50688	101920
1	1	t17_joss	50432	102144
1	1	t17_joss	50816	102464
1	1	t17_joss	50912	102176
1	1	t17_joss	50560	102464
1	1	t20_boss	50496	102336
1	1	t20_pillar	50304	102304
1	1	t20_pillar	50688	101920
1	1	t20_pillar	50976	102400
1	1	t21_boy	50080	102208
1	1	t21_boy	50112	102432
1	1	t21_boy	50560	101728
1	1	t21_boy	50400	101856
1	1	t21_boy	50240	102080
1	1	t21_boy	50656	102880
1	1	t21_boy	50464	102752
1	1	t21_boy	50304	102624
1	1	t21_boy	50912	102720
1	1	t21_boy	51104	102528
1	1	t21_girl	50080	102304
1	1	t21_girl	50624	101696
1	1	t21_girl	50656	102816
1	1	t21_girl	50464	102656
1	1	t21_girl	50272	102464
1	1	t21_girl	51008	102016
1	1	t21_girl	50816	101856
1	1	t21_girl	50880	102656
1	1	t21_girl	51072	102400
1	1	t21_girl	51200	102208
1	1	t22_monster	50144	102144
1	1	t22_monster	50656	101696
1	1	t22_monster	50496	102816
1	1	t22_monster	51168	102176
1	1	t22_monster	50880	102816
1	1	t24_boss	50816	102016
1	1	t24_monster	50048	102336
1	1	t24_monster	50144	102464
1	1	t24_monster	50624	101664
1	1	t24_monster	50464	101792
1	1	t24_monster	50336	102656
1	1	t24_monster	50432	102752
1	1	t24_monster	50560	102848
1	1	t24_monster	50560	102560
1	1	t24_monster	50240	102592
1	1	t24_monster	51072	101984
1	1	t24_monster	50944	101856
1	1	t24_monster	50976	102176
1	1	t24_monster	50784	101728
1	1	t24_monster	50848	102752
1	1	t24_monster	50976	102656
1	1	t24_monster	51104	102464
1	1	t24_monster	50848	102528
1	1	t24_monster	50720	102880
1	1	t24_monster	51296	102368
1	1	t24_monster	51232	102144
1	1	t24_pillar	50304	102304
1	1	t24_pillar	50688	101920
1	1	t24_pillar	50976	102400
1	1	t32_boy	50048	102272
1	1	t32_girl	51264	102272
1	1	t33_box	50816	102016
1	1	t33_monster	50048	102336
1	1	t33_monster	50144	102464
1	1	t33_monster	50624	101664
1	1	t33_monster	50464	101792
1	1	t33_monster	50336	102656
1	1	t33_monster	50432	102752
1	1	t33_monster	50560	102848
1	1	t33_monster	50560	102560
1	1	t33_monster	50240	102592
1	1	t33_monster	51072	101984
1	1	t33_monster	50944	101856
1	1	t33_monster	50976	102176
1	1	t33_monster	50784	101728
1	1	t33_monster	50848	102752
1	1	t33_monster	50976	102656
1	1	t33_monster	51104	102464
1	1	t33_monster	50848	102528
1	1	t33_monster	50720	102880
1	1	t33_monster	51296	102368
1	1	t33_monster	51232	102144
1	1	t34_boss	50688	102112
1	1	t34_monster	50624	101824
1	1	t34_monster	50624	101920
1	1	t34_monster	50336	102272
1	1	t34_monster	50400	102272
1	1	t34_monster	50368	102080
1	1	t34_monster	50272	102144
1	1	t34_monster	51104	102368
1	1	t34_monster	51136	102176
1	1	t34_monster	51136	102272
1	1	t34_monster	51072	102208
1	1	t34_monster	50752	101824
1	1	t34_monster	50752	101728
1	1	t34_monster	50752	102720
1	1	t34_monster	50816	102688
1	1	t34_monster	50688	102656
1	1	t34_monster	50816	102624
1	1	t34_pillar	50688	101824
1	1	t34_pillar	50336	102176
1	1	t34_pillar	50752	102624
1	1	t34_pillar	51072	102272
1	1	t40_boss	50560	102464
2	1	left	50304	106976
2	1	left	50336	106944
2	1	left	50336	106976
2	1	left	50336	107008
2	1	left	50304	107008
2	1	left	50272	107008
2	1	left	50368	106912
2	1	left	50368	106944
2	1	left	50368	106976
2	1	left	50368	107008
2	1	left	50368	106912
2	1	left	50368	106944
2	1	left	50368	106976
2	1	left	50368	107008
2	1	left	50304	106976
2	1	left	50336	106944
2	1	left	50336	106976
2	1	left	50336	107008
2	1	left	50304	107008
2	1	left	50272	107008
2	1	left	50304	106944
2	1	left	50336	106944
2	1	left	50336	106912
2	1	left	50368	106912
2	1	left	50368	106880
2	1	left	50368	106944
2	1	left	50368	106976
2	1	left	50368	107008
2	1	left	50368	107040
2	1	left	50336	107040
2	1	left	50304	107040
2	1	left	50272	107040
2	1	left	50240	107040
2	1	left	50240	106976
2	1	left	50272	106976
2	1	left	50400	106880
2	1	left	50400	106848
2	1	left	50400	106912
2	1	left	50400	106944
2	1	left	50400	106976
2	1	left	50400	107008
2	1	left	50400	107040
2	1	left	50272	107072
2	1	left	50304	107072
2	1	left	50336	107072
2	1	left	50368	107072
2	1	left	50304	107104
2	1	left	50336	107104
2	1	right	51104	107840
2	1	right	51104	107808
2	1	right	51104	107776
2	1	right	51136	107776
2	1	right	51136	107808
2	1	right	51072	107776
2	1	right	51072	107808
2	1	right	51072	107840
2	1	right	51072	107872
2	1	right	51136	107744
2	1	right	51168	107744
2	1	right	51136	107776
2	1	right	51136	107712
2	1	right	51136	107776
2	1	right	51136	107808
2	1	right	51104	107744
2	1	right	51104	107712
2	1	right	51104	107680
2	1	right	51104	107840
2	1	right	51104	107808
2	1	right	51104	107776
2	1	right	51072	107776
2	1	right	51072	107808
2	1	right	51072	107840
2	1	right	51072	107872
2	1	right	51040	107744
2	1	right	51072	107744
2	1	right	51040	107872
2	1	right	51040	107840
2	1	right	51040	107808
2	1	right	51040	107776
2	1	right	51008	107744
2	1	right	51008	107776
2	1	right	51008	107840
2	1	right	51008	107808
2	1	right	51008	107872
2	1	right	51008	107904
2	1	right	51040	107712
2	1	right	51072	107712
2	1	right	51072	107680
2	1	right	51040	107680
2	1	right	51008	107680
2	1	right	51008	107712
2	1	top	51040	107008
2	1	top	51040	107040
2	1	top	51072	107040
2	1	top	51104	107072
2	1	top	51040	107072
2	1	top	51072	107072
2	1	top	51008	106976
2	1	top	51008	107008
2	1	top	51008	107040
2	1	top	51008	107072
2	1	top	51104	107104
2	1	top	51104	107072
2	1	top	51040	107008
2	1	top	51040	107040
2	1	top	51072	107040
2	1	top	51104	107072
2	1	top	51040	107072
2	1	top	51072	107072
2	1	top	51008	106976
2	1	top	51008	107008
2	1	top	51008	107040
2	1	top	51008	107072
2	1	top	50976	106944
2	1	top	50976	106976
2	1	top	50976	107008
2	1	top	50976	107040
2	1	top	50976	107072
2	1	top	50976	107104
2	1	top	51008	107104
2	1	top	51040	107104
2	1	top	51072	107104
2	1	top	51072	107040
2	1	top	51040	107008
2	1	top	51008	106976
2	1	top	50944	106944
2	1	top	50944	106976
2	1	top	50944	107008
2	1	top	50944	106912
2	1	top	50944	107040
2	1	top	50944	107072
2	1	top	50944	107104
2	1	top	51008	107136
2	1	top	51040	107136
2	1	top	51072	107136
2	1	top	50976	107136
2	1	top	51008	107168
2	1	top	51040	107168
2	1	top	51072	107168
2	1	bottom	50272	107840
2	1	bottom	50272	107808
2	1	bottom	50240	107808
2	1	bottom	50304	107808
2	1	bottom	50304	107840
2	1	bottom	50304	107872
2	1	bottom	50336	107808
2	1	bottom	50336	107840
2	1	bottom	50336	107872
2	1	bottom	50336	107904
2	1	bottom	50272	107840
2	1	bottom	50272	107808
2	1	bottom	50240	107808
2	1	bottom	50304	107808
2	1	bottom	50304	107840
2	1	bottom	50304	107872
2	1	bottom	50336	107808
2	1	bottom	50336	107840
2	1	bottom	50336	107872
2	1	bottom	50336	107904
2	1	bottom	50208	107776
2	1	bottom	50176	107808
2	1	bottom	50208	107808
2	1	bottom	50208	107840
2	1	bottom	50240	107840
2	1	bottom	50240	107872
2	1	bottom	50272	107872
2	1	bottom	50272	107904
2	1	bottom	50304	107904
2	1	bottom	50304	107936
2	1	bottom	50336	107936
2	1	bottom	50336	107904
2	1	bottom	50336	107872
2	1	bottom	50336	107840
2	1	bottom	50336	107808
2	1	bottom	50336	107744
2	1	bottom	50336	107776
2	1	bottom	50304	107744
2	1	bottom	50304	107776
2	1	bottom	50272	107776
2	1	bottom	50240	107776
2	1	bottom	50272	107744
2	1	bottom	50240	107744
2	1	bottom	50368	107808
2	1	bottom	50368	107840
2	1	bottom	50368	107872
2	1	bottom	50368	107904
2	1	bottom	50336	107968
2	1	bottom	50368	107936
2	1	bottom	50368	107968
2	1	entrance_top	50944	107168
2	1	entrance_bottom	50400	107744
2	1	entrance_left	50432	107072
2	1	entrance_right	51008	107712
2	1	stele	50688	107296
2	1	yulonghufa	50432	107264
2	1	yulongboy	50592	106848
2	1	yulongboy	50496	106976
2	1	yulongboy	50432	107360
2	1	yulongboy	50592	107648
2	1	yulongboy	50880	107488
2	1	yulongboy	50848	106976
2	1	yulongboy	50880	107136
2	1	yulongboy	50720	106912
2	1	yulongboy	50784	107648
2	1	yulongboy	50688	107648
2	1	yulonggirl	50496	107488
2	1	yulonggirl	50464	107136
2	1	yulonggirl	50528	106880
2	1	yulonggirl	50624	107776
2	1	yulonggirl	50656	107616
2	1	yulonggirl	50496	107648
2	1	yulonggirl	50368	107520
2	1	yulonggirl	50816	107488
2	1	yulonggirl	50944	107424
2	1	yulonggirl	50816	107040
2	1	boss	50912	107296
2	1	fenglinglong	50432	107264
2	1	cup	50560	107136
2	1	cup	50464	107328
2	1	cup	50528	107520
2	1	cup	50688	107104
2	1	cup	50880	107328
2	1	cup	50816	107168
2	1	cup	50688	107552
2	1	cup	50816	107520
2	1	bosses	50912	107296
2	1	bosses	50592	107296
2	1	bosses	50624	107392
2	1	gujuesha	50624	107392
2	1	juesha1	50688	106848
2	1	juesha2	50944	107072
2	1	juesha3	51264	107392
2	1	juesha4	50432	107040
2	1	juesha5	50976	107712
2	1	juesha6	50080	107392
2	1	juesha7	50368	107744
2	1	juesha8	50656	107968
2	1	pillar	50560	107072
2	1	pillar	50432	107200
2	1	pillar	50272	107648
2	1	pillar	50400	107744
2	1	pillar	50560	107520
2	1	pillar	51008	107168
2	1	pillar	50880	107040
2	1	pillar	50784	107264
2	1	pillar	50880	107680
2	1	pillar	50976	107584
2	1	t1_boss	50880	107200
2	1	t1_tree	49984	107392
2	1	t1_tree	50688	106752
2	1	t1_tree	50688	107968
2	1	t1_tree	51328	107392
2	1	t2_guard	50464	107008
2	1	t2_guard	50464	107360
2	1	t2_guard	50176	107328
2	1	t2_guard	50464	107776
2	1	t2_guard	50816	107040
2	1	t2_guard	50944	107392
2	1	t2_guard	50912	107776
2	1	t2_guard	51232	107424
2	1	t2_pillar	50464	106912
2	1	t2_pillar	50464	107264
2	1	t2_pillar	50176	107232
2	1	t2_pillar	50464	107680
2	1	t2_pillar	50816	106944
2	1	t2_pillar	50944	107296
2	1	t2_pillar	50912	107680
2	1	t2_pillar	51232	107328
2	1	t3_bead	50048	107520
2	1	t3_bead	50592	106976
2	1	t3_bead	50496	107072
2	1	t3_bead	50304	107232
2	1	t3_bead	50176	107392
2	1	t3_bead	50368	107488
2	1	t3_bead	50496	107904
2	1	t3_bead	50240	107616
2	1	t3_bead	50400	107648
2	1	t3_bead	50688	106880
2	1	t3_bead	50880	107040
2	1	t3_bead	50944	107456
2	1	t3_bead	51072	107328
2	1	t3_bead	50688	108064
2	1	t3_bead	50848	107936
2	1	t3_bead	50912	107648
2	1	t3_bead	51136	107552
2	1	t3_bead	50688	107712
2	1	t3_bead	51200	107328
2	1	t3_boss	50816	107456
2	1	t5_box	49984	107424
2	1	t5_box	50080	107328
2	1	t5_box	50208	107296
2	1	t5_box	50368	107200
2	1	t5_box	50528	106976
2	1	t5_box	50624	106848
2	1	t5_box	50400	107360
2	1	t5_box	50240	107488
2	1	t5_box	50432	107872
2	1	t5_box	50624	107872
2	1	t5_box	50560	108000
2	1	t5_box	50176	107648
2	1	t5_box	50336	107584
2	1	t5_box	50528	107680
2	1	t5_box	50784	106848
2	1	t5_box	50784	107040
2	1	t5_box	51136	107456
2	1	t5_box	50976	107296
2	1	t5_box	50752	107968
2	1	t5_box	50848	107808
2	1	t5_box	50816	107648
2	1	t5_box	50912	107552
2	1	t5_box	51072	107616
2	1	t5_box	51296	107456
2	1	t7_snake	50144	107456
2	1	t7_snake	50080	107296
2	1	t7_snake	50560	106784
2	1	t7_snake	50496	106848
2	1	t7_snake	50368	106976
2	1	t7_snake	50304	107072
2	1	t7_snake	50624	106720
2	1	t7_snake	50176	107200
2	1	t7_snake	50656	107872
2	1	t7_snake	50400	107840
2	1	t7_snake	50560	107776
2	1	t7_snake	50592	108000
2	1	t7_snake	50368	107648
2	1	t7_snake	50528	107584
2	1	t7_snake	50240	107552
2	1	t7_snake	50240	107680
2	1	t7_snake	51136	107360
2	1	t7_snake	51136	107168
2	1	t7_snake	51040	107104
2	1	t7_snake	50944	107008
2	1	t7_snake	50848	107008
2	1	t7_snake	50752	106848
2	1	t7_snake	50688	106912
2	1	t7_snake	50944	107840
2	1	t7_snake	50976	107648
2	1	t7_snake	51072	107584
2	1	t7_snake	50944	107584
2	1	t7_snake	50784	108032
2	1	t7_snake	50784	107840
2	1	t7_snake	50720	107808
2	1	t7_boss	50560	107136
2	1	t9_boss	50560	107136
2	1	t9_monster	50144	107456
2	1	t9_monster	50080	107296
2	1	t9_monster	50560	106784
2	1	t9_monster	50496	106848
2	1	t9_monster	50368	106976
2	1	t9_monster	50304	107072
2	1	t9_monster	50624	106720
2	1	t9_monster	50176	107200
2	1	t9_monster	50656	107872
2	1	t9_monster	50400	107840
2	1	t9_monster	50560	107776
2	1	t9_monster	50592	108000
2	1	t9_monster	50368	107648
2	1	t9_monster	50528	107584
2	1	t9_monster	50240	107552
2	1	t9_monster	50240	107680
2	1	t9_monster	51136	107360
2	1	t9_monster	51136	107168
2	1	t9_monster	51040	107104
2	1	t9_monster	50944	107008
2	1	t9_monster	50848	107008
2	1	t9_monster	50752	106848
2	1	t9_monster	50688	106912
2	1	t9_monster	50944	107840
2	1	t9_monster	50976	107648
2	1	t9_monster	51072	107584
2	1	t9_monster	50944	107584
2	1	t9_monster	50784	108032
2	1	t9_monster	50784	107840
2	1	t9_monster	50720	107808
2	1	t10_monster	50624	106944
2	1	t10_monster	50624	107040
2	1	t10_monster	50336	107392
2	1	t10_monster	50400	107392
2	1	t10_monster	50368	107200
2	1	t10_monster	50272	107264
2	1	t10_monster	51104	107488
2	1	t10_monster	51136	107296
2	1	t10_monster	51136	107392
2	1	t10_monster	51072	107328
2	1	t10_monster	50752	106944
2	1	t10_monster	50752	106848
2	1	t10_monster	50752	107840
2	1	t10_monster	50816	107808
2	1	t10_monster	50688	107776
2	1	t10_monster	50816	107744
2	1	t10_pillar	50688	106944
2	1	t10_pillar	50336	107296
2	1	t10_pillar	50752	107744
2	1	t10_pillar	51072	107392
2	1	t11_boss	50656	107488
2	1	t11_monster	50144	107424
