TaskName	TaskType	Genre	Detail	Particular	Level	GoodsFive	Quality	GoodsNum	DelGoods	RecordSeed	Money	KillNpcName	DropRate	TalkNpcName	TalkNpcMap	TaskText
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						168	1	1							Thiªn Hoµng Long Long §µi
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						169	1	1							Thiªn Hoµng Long B¹ch Long Tøc
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						170	1	1							Thiªn Hoµng Long TrÊn Minh Liªn
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						171	1	1							Thiªn Hoµng Long Cöu HiÖn chØ 
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						172	1	1							Thiªn Hoµng Long Ngäc Tiªu Diªu
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						173	1	1							Thiªn Hoµng Long Hoµng Kim L©n
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						174	1	1							Thiªn Hoµng Long Bµn Long c«i
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						175	1	1							Thiªn Hoµng Long Long Khèc Thiªn Lı 
NgÉu nhiªn_MËt §å_Thu thËp mét bé Thiªn Hoµng 	thu thËp Trang bŞ Hoµng Kim						176	1	1							Thiªn Hoµng Long Né Long §ång

NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	§èi tho¹i													TrÇn Tam B¶o	BiÖn Kinh	
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						177	1	1							Kim Phong Thanh D­¬ng Kh«i
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						178	1	1							Kim Phong Kú L©n HuyÕt
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						179	1	1							Kim Phong Tr¹c Liªn Quang
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						180	1	1							Kim Phong C«ng CÈn Tam Th¸n
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						181	1	1							Kim Phong §o¹t Hån Ngäc ®¸i
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						182	1	1							Kim Phong HËu NghÖ dÉn cung
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						183	1	1							Kim Phong Lan §×nh Ngäc
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						184	1	1							Kim Phong Thiªn Lı Th¶o Th­îng Phi
NgÉu nhiªn_MËt §å_Thu thËp mét bé Kim Phong	thu thËp Trang bŞ Hoµng Kim						185	1	1							Kim Phong §ång T­íc Xu©n Th©m

NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	§èi tho¹i													§inh Viªn ngo¹i	L©m An	
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	490	1	n	n		1	1							M¶nh Tµng B¶o §å 1
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	491	1	n	n		1	1							M¶nh Tµng B¶o §å 2
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	492	1	n	n		1	1							M¶nh Tµng B¶o §å 3
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	493	1	n	n		1	1							M¶nh Tµng B¶o §å 4
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	494	1	n	n		1	1							M¶nh Tµng B¶o §å 5
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	495	1	n	n		1	1							M¶nh Tµng B¶o §å 6
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	496	1	n	n		1	1							M¶nh Tµng B¶o §å 7
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	497	1	n	n		1	1							M¶nh Tµng B¶o §å 8
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	498	1	n	n		1	1							M¶nh Tµng B¶o §å 9
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	499	1	n	n		1	1							M¶nh Tµng B¶o §å 10
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	500	1	n	n		1	1							M¶nh Tµng B¶o §å 11
NgÉu nhiªn_MËt §å_Thu thËp Tµng B¶o §å To¸i PhiÕn 	thu thËp vËt phÈm 	4	501	1	n	n		1	1							M¶nh Tµng B¶o §å 12

NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	§èi tho¹i													Thî rÌn	D­¬ng Ch©u	
NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	thu thËp vËt phÈm 	0	0	0	10	0		1	1							HuyÒn ThiÕt KiÕm (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	thu thËp vËt phÈm 	0	0	0	10	1		1	1							HuyÒn ThiÕt KiÕm (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	thu thËp vËt phÈm 	0	0	0	10	2		1	1							HuyÒn ThiÕt KiÕm (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	thu thËp vËt phÈm 	0	0	0	10	3		1	1							HuyÒn ThiÕt KiÕm (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp HuyÒn ThiÕt KiÕm	thu thËp vËt phÈm 	0	0	0	10	4		1	1							HuyÒn ThiÕt KiÕm (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	§èi tho¹i													Thî rÌn	D­¬ng Ch©u	
NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	thu thËp vËt phÈm 	0	0	1	10	0		1	1							§¹i Phong §ao (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	thu thËp vËt phÈm 	0	0	1	10	1		1	1							§¹i Phong §ao (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	thu thËp vËt phÈm 	0	0	1	10	2		1	1							§¹i Phong §ao (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	thu thËp vËt phÈm 	0	0	1	10	3		1	1							§¹i Phong §ao (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp §¹i Phong §ao	thu thËp vËt phÈm 	0	0	1	10	4		1	1							§¹i Phong §ao (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	§èi tho¹i													Thî rÌn	D­¬ng Ch©u	
NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	thu thËp vËt phÈm 	0	0	2	10	0		1	1							Kim C« Bæng (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	thu thËp vËt phÈm 	0	0	2	10	1		1	1							Kim C« Bæng (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	thu thËp vËt phÈm 	0	0	2	10	2		1	1							Kim C« Bæng (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	thu thËp vËt phÈm 	0	0	2	10	3		1	1							Kim C« Bæng (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Kim C« Bæng	thu thËp vËt phÈm 	0	0	2	10	4		1	1							Kim C« Bæng (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	§èi tho¹i													Thî rÌn	D­¬ng Ch©u	
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	thu thËp vËt phÈm 	0	0	3	10	0		1	1							Ph¸ Thiªn Kİch (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	thu thËp vËt phÈm 	0	0	3	10	1		1	1							Ph¸ Thiªn Kİch (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	thu thËp vËt phÈm 	0	0	3	10	2		1	1							Ph¸ Thiªn Kİch (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	thu thËp vËt phÈm 	0	0	3	10	3		1	1							Ph¸ Thiªn Kİch (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Kİch	thu thËp vËt phÈm 	0	0	3	10	4		1	1							Ph¸ Thiªn Kİch (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	§èi tho¹i													Thî rÌn	D­¬ng Ch©u	
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	thu thËp vËt phÈm 	0	0	4	10	0		1	1							Ph¸ Thiªn Chïy (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	thu thËp vËt phÈm 	0	0	4	10	1		1	1							Ph¸ Thiªn Chïy (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	thu thËp vËt phÈm 	0	0	4	10	2		1	1							Ph¸ Thiªn Chïy (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	thu thËp vËt phÈm 	0	0	4	10	3		1	1							Ph¸ Thiªn Chïy (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Ph¸ Thiªn Chïy	thu thËp vËt phÈm 	0	0	4	10	4		1	1							Ph¸ Thiªn Chïy (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	thu thËp vËt phÈm 	0	1	0	10	0		1	1							B¸ V­¬ng Tiªu (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	thu thËp vËt phÈm 	0	1	0	10	1		1	1							B¸ V­¬ng Tiªu (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	thu thËp vËt phÈm 	0	1	0	10	2		1	1							B¸ V­¬ng Tiªu (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	thu thËp vËt phÈm 	0	1	0	10	3		1	1							B¸ V­¬ng Tiªu (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp B¸ V­¬ng Tiªu	thu thËp vËt phÈm 	0	1	0	10	4		1	1							B¸ V­¬ng Tiªu (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	thu thËp vËt phÈm 	0	1	1	10	0		1	1							Tóy NguyÖt §ao (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	thu thËp vËt phÈm 	0	1	1	10	1		1	1							Tóy NguyÖt §ao (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	thu thËp vËt phÈm 	0	1	1	10	2		1	1							Tóy NguyÖt §ao (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	thu thËp vËt phÈm 	0	1	1	10	3		1	1							Tóy NguyÖt §ao (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Tóy NguyÖt §ao	thu thËp vËt phÈm 	0	1	1	10	4		1	1							Tóy NguyÖt §ao (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	§èi tho¹i													Qu¶n Gia	§­êng M«n	
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	thu thËp vËt phÈm 	0	1	2	10	0		1	1							Khæng T­íc Linh (Kim) 
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	thu thËp vËt phÈm 	0	1	2	10	1		1	1							Khæng T­íc Linh (Méc) 
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	thu thËp vËt phÈm 	0	1	2	10	2		1	1							Khæng T­íc Linh (Thñy) 
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	thu thËp vËt phÈm 	0	1	2	10	3		1	1							Khæng T­íc Linh (Háa) 
NgÉu nhiªn_MËt §å_Thu thËp Khæng T­íc Linh	thu thËp vËt phÈm 	0	1	2	10	4		1	1							Khæng T­íc Linh (Thæ) 

NgÉu nhiªn_MËt §å_Thu thËp NhÉn	§èi tho¹i													TrÇn Tam B¶o	BiÖn Kinh	
