TaskID	MapID	TaskInfo1	Num	MapType	TaskValue1	TaskValue2	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20
4089	167	§iÓm Th­¬ng s¬n	8	1	0	450000	0	0	3000	5000	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4090	21	Thanh Thµnh S¬n	8	1	0	450000	0	0	3000	5000	7000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4091	180	Long Cung ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4092	5	Kinh Hoµng ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4093	122	Hoµng Hµ Nguyªn §Çu	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4094	23	ThÇn Tiªn ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4095	91	Mª cung Kª Qu¸n ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4096	171	§iÓm Th­¬ng ®éng tÇng 1	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4097	172	§iÓm Th­¬ng ®éng tÇng 2	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4098	173	§iÓm Th­¬ng ®éng tÇng 3	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4099	135	KiÕn TÝnh Phong s¬n ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4100	6	Táa V©n ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4101	168	Phông Nh·n ®éng	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4102	41	Phôc Ng­u S¬n T©y	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4103	167	§iÓm Th­¬ng s¬n	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4104	21	Thanh Thµnh S¬n	2	2	0	1500000	0	0	200	300	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4107	39	TÇng 2 ThiÕt Th¸p mª cung	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4109	40	TÇng  3 ThiÕt Th¸p mª cung	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4110	163	¸c b¸ ®Þa ®¹o	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4111	38	TÇng  1 ThiÕt Th¸p mª cung	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4112	116	T­êng V©n ®éng tÇng 1 	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4113	165	Thiªn TÇm th¸p tÇng 2	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4114	132	B¨ng HuyÖt ®éng	10	1	0	600000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4115	42	Thiªn T©m ®éng	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4116	66	s¬n  ®éng d­íi ®¸y §éng §×nh Hå 	10	1	0	600000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4117	194	Ngäc Hoa ®éng	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4118	164	Thiªn TÇm th¸p tÇng 1	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4119	182	NghiÖt Long ®éng	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4120	24	H­ëng Thñy ®éng	10	1	0	350000	0	0	0	0	0	10000	8000	6000	4000	2000	0	0	0	0	0	0	0	0	0	0
4123	39	TÇng 2 ThiÕt Th¸p mª cung	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4125	40	TÇng  3 ThiÕt Th¸p mª cung	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4126	163	¸c b¸ ®Þa ®¹o	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4127	38	TÇng  1 ThiÕt Th¸p mª cung	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4128	116	T­êng V©n ®éng tÇng 1 	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4129	165	Thiªn TÇm th¸p tÇng 2	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4130	132	B¨ng HuyÖt ®éng	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4131	42	Thiªn T©m ®éng	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4132	66	s¬n  ®éng d­íi ®¸y §éng §×nh Hå 	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4133	194	Ngäc Hoa ®éng	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4134	164	Thiªn TÇm th¸p tÇng 1	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4135	182	NghiÖt Long ®éng	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4136	24	H­ëng Thñy ®éng	2	2	0	1500000	0	0	0	0	0	250	300	350	400	450	0	0	0	0	0	0	0	0	0	0
4139	118	T­êng V©n ®éng tÇng 3	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4140	79	MËt ®¹o Nha m«n T­¬ng D­¬ng	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4141	119	T­êng V©n ®éng tÇng 4	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4142	117	T­êng V©n ®éng tÇng 2	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4143	166	Thiªn TÇm th¸p tÇng 3	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4144	56	Hoµnh S¬n Ph¸i	10	1	0	650000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4145	196	D­¬ng Gi¸c ®éng	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4146	114	108 La H¸n trËn	10	1	0	400000	0	0	0	0	0	6000	7000	8000	9000	9000	0	0	0	0	0	0	0	0	0	0
4149	118	T­êng V©n ®éng tÇng 3	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4150	79	MËt ®¹o Nha m«n T­¬ng D­¬ng	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4151	119	T­êng V©n ®éng tÇng 4	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4152	117	T­êng V©n ®éng tÇng 2	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4153	166	Thiªn TÇm th¸p tÇng 3	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4154	56	Hoµnh S¬n Ph¸i	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4155	196	D­¬ng Gi¸c ®éng	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4156	114	108 La H¸n trËn	2	2	0	1500000	0	0	0	0	0	300	350	400	450	450	0	0	0	0	0	0	0	0	0	0
4158	94	Linh Cèc ®éng	12	1	0	900000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4159	120	T­êng V©n ®éng tÇng 5	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4160	123	L·o Hæ ®éng	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4161	206	TÇn L¨ng tÇng 2	12	1	0	900000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4162	76	S¬n B¶o ®éng	12	1	0	900000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4163	72	§¹i Tï ®éng	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4164	142	D­îc V­¬ng ®éng tÇng 2	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4165	169	Long Nh·n ®éng	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4166	9	Tr­êng Giang Nguyªn §Çu	12	1	0	500000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4167	55	§µo Hoa Nguyªn	12	1	0	900000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4168	319	L©m Du Quan	12	1	0	400000	0	0	0	0	0	2000	3000	4000	5000	6000	0	0	0	0	0	0	0	0	0	0
4170	94	Linh Cèc ®éng	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4171	120	T­êng V©n ®éng tÇng 5	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4172	123	L·o Hæ ®éng	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4173	206	TÇn L¨ng tÇng 2	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4174	76	S¬n B¶o ®éng	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4175	72	§¹i Tï ®éng	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4176	142	D­îc V­¬ng ®éng tÇng 2	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4177	169	Long Nh·n ®éng	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4178	9	Tr­êng Giang Nguyªn §Çu	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4179	55	§µo Hoa Nguyªn	3	2	0	2000000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4180	319	L©m Du Quan	3	2	0	1500000	0	0	0	0	0	100	150	200	250	300	0	0	0	0	0	0	0	0	0	0
4183	207	TÇn L¨ng tÇng 3	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4184	143	D­îc V­¬ng ®éng tÇng 3	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4185	10	Nh¹n Th¹ch ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4186	198	Thanh khª ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4187	200	Cæ D­¬ng ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4188	201	B¨ng Hµ ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4189	203	V« Danh ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4190	205	D­¬ng Trung ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4191	181	L­ìng Thñy ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4192	199	Vò L¨ng ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4193	202	Phï Dung ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4194	204	Phi Thiªn ®éng	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4195	224	Sa m¹c ®Þa biÓu	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4196	320	Ch©n nói Tr­êng B¹ch	12	1	0	600000	0	0	0	0	0	0	0	0	0	0	10000	9500	9000	8500	8000	0	0	0	0	0
4199	207	TÇn L¨ng tÇng 3	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4200	143	D­îc V­¬ng ®éng tÇng 3	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4201	10	Nh¹n Th¹ch ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4202	198	Thanh khª ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4203	200	Cæ D­¬ng ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4204	201	B¨ng Hµ ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4205	203	V« Danh ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4206	205	D­¬ng Trung ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4207	181	L­ìng Thñy ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4208	199	Vò L¨ng ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4209	202	Phï Dung ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4210	204	Phi Thiªn ®éng	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4211	224	Sa m¹c ®Þa biÓu	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
4212	320	Ch©n nói Tr­êng B¹ch	3	2	0	2000000	0	0	0	0	0	0	0	0	0	0	500	600	700	800	900	0	0	0	0	0
