EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
C«n 1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
C«n 2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
C«n 3			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song kiÕm 1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song kiÕm 2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song kiÕm 3			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song chïy 1			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song chïy 2			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song chïy 3			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
¸m khÝ 			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
KiÕm 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"		"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
KiÕm 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
§ao 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
§ao 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Tr­êng th­¬ng 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Tr­êng th­¬ng 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
C«n 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
C«n 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song kiÕm 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song kiÕm 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song chïy 4			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
Song chïy 5			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"	"64,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"				"64,8,1"	"64,8,1"	"48,8,1"	"48,8,1"				"104,8,1"	"120,8,1"	"80,8,1"	"80,8,1"				"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"	"128,8,1"	"96,8,1"							"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"80,8,1"				"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
§ao 6(Kim)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
§ao 7(Thñy)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
§ao 8(Méc)			"80,8,1"	"64,8,1"	"64,8,1"	"96,8,1"	"64,8,1"						"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"96,8,1"	"96,8,1"	"96,8,1"	"96,8,1"					"64,8,1"	"64,8,1"	"48,8,1"					"104,8,1"	"120,8,1"	"80,8,1"					"96,8,1"	"104,8,1"	"104,8,1"	"104,8,1"	"96,8,1"									"96,8,1"	"96,8,1"	"80,8,1"	"96,8,1"					"96,8,1"	"112,8,1"	"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
