[DEFAULT]
Line13=67,16,12,13,14,5,4,1,0,8,6,9,7
Line14=68,16,12,13,14,5,4,1,0,8,6,9,7
Line15=69,16,12,13,14,5,4,1,0,8,6,9,7

[RangeWMagic]
Dir1=-1,14,16,13,1,4,7,5,6,12,8,0,9
Dir2=-1,14,16,13,7,4,1,5,12,6,8,0,9
Dir5=-1,9,12,13,8,6,7,5,14,16,4,1,0
Dir6=-1,9,8,6,12,13,5,14,16,4,1,0,7

[RangeWCut]
Dir1=-1,14,16,13,1,4,7,5,6,12,8,0,9
Line1=2,14,16,13,1,4,6,5,7,12,8,0,9
Line2=1,14,16,13,1,4,6,5,7,12,8,0,9
Line3=3,14,16,13,1,4,6,5,7,12,8,0,9
Line4=4,14,16,13,1,4,6,5,7,12,8,0,9
Line5=5,14,16,13,1,4,6,5,7,12,8,0,9
Line6=12,14,16,13,7,4,1,5,12,6,8,0,9
Line7=13,14,16,13,7,4,1,5,12,6,8,0,9
Line8=14,14,16,13,4,1,6,5,7,12,8,0,9
Line9=15,14,16,13,4,1,6,5,7,12,8,0,9
Line10=16,14,16,13,4,1,6,5,7,12,8,0,9
Line11=17,14,16,13,4,1,6,5,7,12,8,0,9
Line12=18,14,16,13,7,4,1,5,12,6,8,0,9
Line13=25,7,12,13,14,5,16,4,1,0,6,8,9
Line14=26,7,12,13,14,5,16,4,1,0,6,8,9
Line15=27,7,12,13,14,5,16,4,1,0,6,8,9
Line16=28,7,12,13,14,5,16,4,1,0,6,8,9
Line17=29,7,12,13,14,5,16,4,1,0,6,8,9
Line18=30,7,12,13,14,5,16,4,1,9,0,6,8
Line19=38,7,12,13,5,14,16,4,1,0,8,6,9
Line20=39,7,12,13,5,14,16,4,1,0,8,6,9
Line21=40,7,12,13,5,14,16,4,1,0,8,6,9
Line22=41,7,12,13,5,14,16,4,1,0,8,6,9
Line23=43,9,12,13,6,5,14,16,7,4,1,0,8
Line24=44,9,12,13,6,5,7,14,16,4,1,0,8
Line25=45,9,12,13,6,5,7,14,16,4,1,0,8
Line26=46,9,12,13,6,5,7,14,16,4,1,0,8
Dir5=-1,9,12,13,8,6,5,14,16,4,1,0,7
Line27=52,12,13,8,7,5,6,14,16,4,1,0,9
Line28=50,9,12,13,8,7,5,6,14,16,4,1,0
Line29=51,9,12,13,8,7,5,6,14,16,4,1,0
Line30=53,9,12,13,8,7,5,6,14,16,4,1,0
Dir6=-1,9,8,6,12,13,5,14,16,4,1,0,7
Line31=64,9,8,12,13,7,5,6,14,16,4,1,0
Line32=63,9,8,12,13,7,5,6,14,16,4,1,0
Line33=65,9,8,12,13,7,5,6,14,16,4,1,0
Line34=67,8,6,12,13,5,9,14,16,4,1,0,7
Line35=68,8,6,12,13,5,14,16,4,1,0,7,9
Line36=69,8,6,12,13,5,14,16,4,1,0,7,9
Line37=70,8,6,12,13,5,14,16,4,1,0,7,9
Dir7=-1,8,6,12,13,14,5,16,4,1,9,7,0
Line38=74,9,8,6,12,13,14,5,16,4,1,7,0
Line39=75,9,8,6,12,13,14,5,16,4,1,7,0
Line40=76,9,8,6,12,13,14,5,16,4,1,7,0
Line41=77,9,8,6,12,13,14,5,16,4,1,7,0
Line42=87,9,14,16,13,4,1,8,6,5,12,0,7
Line43=88,9,14,16,13,4,1,8,6,5,12,0,7
Line44=89,9,14,16,13,4,1,8,6,5,12,0,7
Line45=91,14,16,13,4,1,8,5,6,12,0,9,7
Line46=92,14,16,13,4,1,8,5,6,12,0,9,7
Line47=93,14,16,13,4,1,8,5,6,12,0,9,7
Line48=94,14,16,13,4,1,8,5,6,12,0,9,7
Line49=0,14,16,13,1,4,7,6,5,12,8,0,9
Line50=62,9,8,6,12,13,7,5,14,16,4,1,0

[RangeWPuncture]
Dir1=-1,14,16,13,1,4,7,5,6,12,8,0,9
Line1=13,14,16,13,7,4,1,5,12,6,8,0,9
Line2=14,14,16,13,7,4,1,5,12,6,8,0,9
Line3=25,14,16,13,7,4,1,5,12,6,8,0,9
Line4=43,9,7,12,13,6,5,14,16,4,1,0,8
Line5=44,9,7,12,13,6,5,14,16,4,1,0,8
Line6=45,9,7,12,13,6,5,14,16,4,1,0,8
Dir5=-1,9,12,13,8,6,5,14,16,4,1,0,7
Dir6=-1,8,6,12,13,5,14,16,4,1,9,7,0
Line7=6,14,16,13,1,4,5,7,6,12,8,0,9
Line8=7,14,16,13,1,4,5,7,6,12,8,0,9
Line9=8,14,16,13,1,4,5,7,6,12,8,0,9
Line10=42,9,7,12,13,6,5,14,16,4,1,0,8
Line11=59,9,12,13,8,6,7,5,14,16,4,1,0
Line12=60,9,12,13,8,6,7,5,14,16,4,1,0
Line13=82,8,12,13,14,5,16,6,4,1,0,9,7
Line14=83,8,12,13,14,5,16,6,4,1,0,9,7
Line15=93,14,16,13,4,1,8,5,6,12,0,9,7
Line16=94,14,16,13,4,1,8,5,6,12,0,9,7
Line17=95,14,16,13,4,1,8,5,6,12,0,9,7
Line18=96,14,16,13,4,1,8,5,6,12,0,9,7
Line19=97,14,16,13,4,1,8,5,6,12,0,9,7
Line20=100,14,16,13,4,1,8,5,6,12,0,9,7
Line21=101,14,16,13,4,1,8,5,6,12,0,9,7

[RideStand]
Dir5=-1,12,13,8,6,5,14,16,0,7,9,4,1
Dir1=-1,14,16,13,1,4,9,7,6,5,12,8,0
Dir4=-1,9,7,12,13,5,14,16,0,6,8,4,1

[RideStand1]
Dir5=-1,12,13,8,6,5,14,16,0,7,9,4,1
Dir1=-1,14,16,13,1,4,9,7,6,5,12,8,0
Dir4=-1,9,7,12,13,5,14,16,0,6,8,4,1

[RideStand2]
Dir5=-1,12,13,8,6,5,14,16,0,7,9,4,1
Dir1=-1,14,16,13,1,4,9,7,6,5,12,8,0
Dir4=-1,9,7,12,13,5,14,16,0,6,8,4,1

[RideRun]
Dir5=-1,12,13,8,6,5,14,16,0,9,7,4,1
Dir1=-1,14,16,13,9,7,4,1,5,6,12,8,0
Dir4=-1,9,7,12,13,5,14,16,0,8,6,4,1

[RideWalk]
Dir5=-1,12,13,8,6,5,14,16,0,7,9,4,1
Dir1=-1,14,16,13,1,4,9,7,6,5,12,8,0
Dir4=-1,9,7,12,13,5,14,16,0,8,6,4,1

[RideWound]
Dir5=-1,12,13,8,6,5,14,16,0,9,7,4,1
Dir1=-1,14,16,13,1,4,9,7,6,5,12,8,0
Line1=2,14,16,13,1,4,9,7,8,6,5,12,0
Dir4=-1,9,7,12,13,5,14,16,0,8,6,4,1

[RideMagic]
Line1=8,14,16,13,1,4,7,5,12,8,0,9,6
Line2=9,14,16,13,1,4,7,5,12,8,0,9,6
Line3=10,14,16,13,1,4,7,5,12,8,0,9,6
Dir1=-1,14,16,13,1,4,9,7,5,12,8,0,6
Line4=0,14,16,13,1,4,9,7,6,5,12,8,0
Line5=1,14,16,13,1,4,9,7,6,5,12,8,0
Line6=2,14,16,13,1,4,9,7,6,5,12,8,0
Line7=11,14,16,13,1,4,9,7,6,5,12,8,0
Dir5=-1,12,13,8,5,6,14,16,0,7,9,4,1
Dir4=-1,9,7,12,13,5,14,16,0,8,6,4,1

[RideDie]
Line1=6,14,16,13,1,4,7,5,6,12,8,0,9
Line2=7,14,16,13,1,4,7,5,6,12,8,0,9
Line3=8,14,16,13,1,4,7,5,6,12,8,0,9
Line4=9,14,16,13,1,4,5,6,12,8,0,7,9
Line5=10,14,16,13,1,4,5,6,12,8,0,7,9
Line6=11,8,14,16,13,1,4,5,6,12,0,7,9
Line7=13,8,14,16,13,1,4,5,6,12,0,7,9
Line8=12,8,14,16,13,1,4,5,6,12,0,7,9
Line9=23,14,16,13,4,1,5,12,6,8,0,7,9
Line10=24,14,16,13,4,1,5,12,6,8,0,7,9
Line11=25,14,16,13,4,1,5,12,6,8,0,7,9
Line12=26,14,16,13,4,1,5,12,6,8,0,9,7
Line13=27,14,16,13,4,1,5,12,6,8,0,9,7
Line14=37,6,12,13,14,5,16,4,1,0,8,7,9
Line15=38,6,12,13,14,5,16,4,1,0,8,7,9
Line16=39,6,12,13,14,5,16,4,1,0,8,7,9
Line17=40,6,12,13,14,5,16,4,1,0,8,7,9
Line18=41,6,12,13,14,5,16,4,1,0,8,7,9
Line19=51,6,12,13,5,14,16,4,1,0,8,7,9
Line20=52,6,12,13,5,14,16,4,1,0,8,7,9
Line21=53,6,12,13,5,14,16,4,1,0,8,7,9
Line22=54,6,12,13,5,14,16,4,1,0,8,7,9
Line23=55,6,12,13,5,14,16,4,1,0,8,7,9
Dir4=-1,9,7,12,13,5,14,16,0,8,6,4,1
Dir5=-1,12,13,8,6,5,14,16,0,7,9,4,1

[RideCut]
Line1=4,14,16,13,1,4,7,5,6,12,8,0,9
Line2=7,14,16,13,1,4,7,9,5,6,12,8,0
Line3=8,14,16,13,1,4,5,7,12,8,6,0,9
Line4=9,14,16,13,1,4,5,7,12,9,8,6,0
Line5=10,14,16,13,1,4,5,12,8,6,0,9,7
Dir5=-1,12,13,8,6,5,14,16,0,9,7,4,1
Line6=56,12,13,5,8,6,14,16,9,7,4,0,1
Line7=88,14,16,13,4,1,8,6,5,12,0,7,9
Line8=89,14,16,13,4,1,8,6,5,12,0,7,9
Line9=90,14,16,13,4,1,8,6,5,12,0,7,9
Line10=11,14,16,13,1,4,9,7,5,12,8,6,0
Line11=55,12,13,5,8,6,14,16,9,0,7,4,1
Line12=57,9,12,13,5,6,8,14,16,7,4,0,1
Line13=58,12,13,5,6,8,14,16,0,9,7,4,1
Line14=59,12,13,5,8,6,14,16,0,9,7,4,1
Line15=48,12,13,8,5,6,14,16,0,9,7,4,1
Dir4=-1,9,7,12,13,5,14,16,0,6,8,4,1
Line16=53,12,13,8,6,5,14,16,0,7,4,1,9
Line17=54,12,13,8,6,5,14,16,0,7,4,1,9

[RidePuncture]
Line1=5,14,16,13,1,4,5,12,6,8,0,9,7
Line2=6,14,16,13,1,4,5,6,12,8,0,9,7
Line3=10,14,16,13,1,4,7,5,12,8,6,0,9
Line4=11,14,16,13,1,4,5,12,8,6,0,9,7
Line5=12,14,16,13,1,4,5,12,8,6,0,9,7
Line6=13,14,16,13,1,4,9,7,5,12,8,6,0
Dir2=-1,14,16,13,9,7,4,1,5,12,6,8,0
Dir5=-1,12,13,8,6,5,14,16,0,9,7,4,1
Line7=61,12,13,9,5,8,6,14,16,0,7,4,1
Line8=62,12,13,9,5,8,6,14,16,0,7,4,1
Line9=66,9,12,13,5,8,6,14,16,0,7,4,1
Line10=67,9,12,13,5,8,6,14,16,0,7,4,1
Line11=68,9,12,13,5,8,6,14,16,7,4,0,1
Dir4=-1,9,7,12,13,5,14,16,0,6,8,4,1

[FreeWalk]
Line1=8,14,16,13,1,4,5,7,6,8,0,9,12
Line2=9,14,16,13,1,4,5,7,9,6,8,0,12
Line3=10,14,16,13,1,4,5,7,6,8,9,0,12
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7

[FreeRun]
Dir1=-1,14,16,13,1,4,5,7,9,6,8,0,12
Line1=0,14,16,13,1,4,6,5,7,9,8,0,12
Line2=1,14,16,13,1,4,6,5,7,9,8,0,12
Line3=3,14,16,13,1,4,7,5,9,6,8,0,12
Line4=4,14,16,13,1,4,7,5,9,6,8,0,12
Line5=5,14,16,13,1,4,7,5,9,6,8,0,12
Line6=6,14,16,13,1,4,7,5,9,6,8,0,12
Line7=7,14,16,13,1,4,7,5,9,6,8,0,12
Line8=8,14,16,13,1,4,7,5,9,6,8,0,12
Dir2=-1,14,16,13,7,9,4,1,5,12,6,8,0
Line9=44,12,13,8,9,7,5,6,14,16,4,1,0
Dir5=-1,12,13,8,6,9,7,5,14,16,0,4,1
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9
Line11=52,12,13,6,8,9,7,5,14,16,0,4,1

[DoubleWDie]
Dir1=-1,14,16,13,1,4,5,7,6,8,0,12,9
Dir2=-1,14,16,13,9,7,4,1,5,12,6,0,8
Dir5=-1,12,13,8,6,9,5,14,16,4,1,0,7
Line1=15,14,13,9,7,5,12,6,0,8,4,1,16
Line2=16,14,13,9,7,5,12,6,0,8,4,1,16
Line3=17,14,13,9,7,5,12,6,0,8,4,1,16
Line4=18,14,13,9,7,5,12,6,0,8,4,1,16
Line5=19,14,13,9,7,5,12,6,0,8,4,1,16
Line6=5,14,13,1,4,5,7,6,8,0,12,9,16
Line7=6,14,13,1,4,5,7,6,8,0,12,9,16
Line8=7,14,13,1,4,5,7,6,8,0,12,9,16
Line9=8,14,13,1,4,5,7,6,8,0,12,9,16
Line10=9,14,13,1,4,5,7,6,8,0,12,9,16
Line11=75,14,13,4,1,8,6,5,12,0,9,7,16
Line12=76,14,13,4,1,8,6,5,12,0,9,7,16
Line13=77,14,13,4,1,8,6,5,12,0,9,7,16
Line14=78,14,13,4,1,8,6,5,12,0,9,7,16
Line15=79,14,13,4,1,8,6,5,12,0,9,7,16

[DoubleWStand]
Dir1=-1,14,16,13,1,4,7,5,6,8,0,9,12

[DoubleWWound]
Dir1=-1,14,16,13,1,4,7,5,6,8,0,9,12
Dir2=-1,14,16,13,7,4,1,5,12,6,8,0,9
Dir5=-1,12,13,8,5,6,14,16,4,9,1,0,7
Line1=24,12,13,8,6,5,14,16,4,9,1,0,7

[DoubleWPound]
Dir1=-1,13,1,4,7,16,5,6,9,0,8,12,14
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Line1=54,12,13,6,8,5,14,16,4,1,0,7,9
Line2=66,8,6,12,13,5,14,16,4,1,0,7,9
Dir7=-1,8,6,12,13,14,5,16,4,1,0,7,9

[DoubleWPull]
Dir1=-1,14,16,13,1,4,5,6,7,8,0,9,12
Dir5=-1,12,13,8,9,6,5,14,16,4,1,0,7
Line1=69,12,13,9,8,7,5,6,14,16,4,1,0
Line2=70,12,13,9,8,7,5,6,14,16,4,1,0
Line3=1,14,16,13,1,4,7,5,6,8,0,9,12
Line4=2,14,16,13,1,4,7,5,6,8,0,9,12
Line5=3,14,16,13,1,4,7,5,6,8,0,9,12
Line6=4,14,16,13,1,4,7,5,6,8,0,9,12
Line7=5,14,16,13,1,4,6,5,7,8,0,9,12
Line8=6,14,16,13,1,4,6,5,7,8,0,9,12
Line9=7,14,16,13,1,4,6,5,7,8,0,9,12
Line10=12,14,16,13,1,4,7,5,6,8,0,9,12
Line11=13,14,16,13,1,4,7,5,6,8,0,9,12
Line12=14,14,16,13,1,4,7,5,6,8,0,9,12
Line13=15,14,16,13,1,4,7,5,6,8,0,9,12
Line14=71,12,13,8,9,7,5,6,14,16,4,1,0
Line15=72,12,13,8,9,7,5,6,14,16,4,1,0
Line16=73,12,13,8,9,7,5,6,14,16,4,1,0
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[DoubleWMagic]
Dir1=-1,14,16,13,1,4,7,5,6,0,12,9,8
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[MeleeWStand]
Dir7=-1,8,6,12,13,14,4,1,5,16,0,9,7
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7

[MeleeWCut]
Line1=62,9,12,7,13,8,5,6,14,16,4,1,0
Line3=60,12,13,6,8,5,14,16,4,1,0,7,9
Line2=60,9,7,12,13,8,5,14,16,4,1,0,6
Line4=61,9,7,12,13,8,5,6,14,16,4,1,0
Line5=8,14,16,13,1,4,5,6,8,0,12,9,7
Line6=9,14,16,13,1,4,5,6,8,0,12,9,7
Line7=10,14,16,13,1,4,5,6,8,0,12,9,7
Line8=11,14,16,13,1,4,7,5,6,8,0,12,9

[MeleeWPuncture]
Line1=58,7,9,12,13,8,6,5,14,16,4,1,0
Line2=6,14,16,13,1,4,7,5,9,6,12,8,0
Line3=7,14,16,13,1,4,5,7,9,6,12,8,0
Line4=8,14,16,13,1,4,6,5,7,9,12,8,0
Line5=9,14,16,13,1,4,6,5,7,9,12,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Line6=59,12,13,8,9,7,5,6,14,16,4,1,0
Line7=60,12,13,8,9,7,5,6,14,16,4,1,0
Line8=61,12,13,8,9,7,5,6,14,16,4,1,0
Line9=62,12,13,8,9,7,5,6,14,16,4,1,0

[MeleeWMagic]
Dir5=-1,7,12,13,8,6,9,5,14,16,4,1,0
Line1=55,8,6,12,13,9,5,14,16,4,1,0,7
Line2=54,8,6,12,13,5,9,14,16,4,1,0,7
Line3=56,8,6,12,13,5,9,14,16,4,1,0,7
Dir1=-1,14,16,13,1,4,5,6,7,8,0,12,9
Line4=0,14,16,13,9,1,7,4,5,6,8,0,12
Line5=15,14,16,13,7,4,9,1,5,12,6,8,0
Line6=16,14,16,13,7,9,4,1,5,12,6,8,0
Line7=14,14,16,13,7,9,4,1,5,12,6,8,0
Line9=8,14,16,13,1,4,6,5,7,8,0,12,9
Line8=8,14,16,13,1,4,7,5,6,8,0,12,9
Line10=9,14,16,13,1,4,7,5,6,8,0,12,9
Line11=1,14,16,13,1,4,7,5,6,8,0,12,9
Line12=2,14,16,13,1,4,7,5,6,8,0,12,9
Line13=40,12,13,8,6,9,5,7,14,16,4,1,0
Line14=41,12,13,8,6,9,5,7,14,16,4,1,0
Line15=42,12,13,8,6,9,5,7,14,16,4,1,0
Line16=48,12,13,8,6,9,5,14,16,7,4,1,0
Line17=49,12,13,8,6,9,5,7,14,16,4,1,0

[FreeStand3]
Dir1=-1,14,16,13,1,4,7,9,5,6,12,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[FreeStand1]
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Dir1=-1,14,16,13,1,4,9,7,5,8,6,12,0
Dir2=-1,14,16,13,9,7,4,1,5,12,8,6,0
Dir3=-1,9,7,12,13,14,5,16,4,1,0,8,6

[FreeStand2]
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Dir1=-1,14,16,13,1,4,9,7,5,8,6,12,0
Dir2=-1,14,16,13,9,7,4,1,5,12,8,6,0
Dir3=-1,9,7,12,13,14,5,16,4,1,0,8,6

[FreeWound]
Dir1=-1,14,16,13,1,4,7,9,5,6,12,8,0
Dir2=-1,14,16,13,7,9,4,1,5,12,6,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7

[FreeDie]
Line1=100,14,13,8,6,5,12,0,9,7,4,1,16
Line2=101,14,13,8,6,5,12,0,9,7,4,1,16
Line3=102,14,13,8,6,5,12,0,9,7,4,1,16
Line4=103,14,13,8,6,5,12,0,9,7,4,1,16
Line5=22,14,13,9,7,5,12,6,8,0,4,1,16
Line6=23,14,13,9,7,5,12,6,8,0,4,1,16
Line7=24,14,13,9,7,5,12,6,8,0,4,1,16
Line8=25,14,13,9,7,5,12,6,8,0,4,1,16
Line9=9,14,13,9,7,5,6,12,8,0,4,1,16
Line10=10,14,13,9,7,5,6,12,8,0,4,1,16
Line11=11,14,13,9,7,5,6,12,8,0,4,1,16
Line12=12,14,13,9,7,5,6,12,8,0,4,1,16

[FreeAttack]
Dir1=-1,14,16,13,1,4,7,9,5,6,12,8,0
Line1=7,14,16,13,1,4,6,8,5,12,0,7,9
Line2=8,14,16,13,1,4,6,8,5,7,9,12,0
Line3=9,14,16,13,1,4,6,5,7,9,12,8,0
Line4=10,14,16,13,1,4,6,5,7,9,12,8,0
Dir2=-1,14,16,13,7,9,4,1,5,12,6,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Line5=55,12,13,9,7,5,6,8,14,16,4,1,0
Line6=56,12,13,7,9,5,6,8,14,16,4,1,0
Line7=57,12,13,9,7,5,8,6,14,16,4,1,0
Line8=58,12,13,9,7,5,8,6,14,16,4,1,0
Line9=88,14,16,13,4,1,8,7,5,6,12,0,9
Line10=89,14,16,13,4,1,8,7,5,6,12,0,9
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[FreeMagic]
Dir1=-1,14,16,13,1,4,7,9,5,6,12,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7

[SitDown]
Dir1=-1,14,16,13,1,4,5,7,9,6,12,8,0
Dir2=-1,14,16,13,7,4,1,5,9,12,6,8,0
Dir5=-1,12,13,5,8,6,14,16,4,1,0,7,9
Dir7=-1,8,6,12,13,14,5,16,4,1,0,7,9
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[DartThrow]
Dir1=-1,14,16,13,1,4,7,9,5,6,12,8,0
Line1=6,14,16,13,1,4,6,8,5,7,9,12,0
Line2=7,14,16,13,1,4,6,5,7,9,12,8,0
Line3=8,14,16,13,1,4,6,5,7,9,12,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7
Line4=54,12,13,8,9,7,5,6,14,16,4,1,0
Line5=55,12,13,8,9,7,5,6,14,16,4,1,0
Line6=56,12,13,8,9,7,5,6,14,16,4,1,0
Line7=67,8,6,12,13,7,5,14,16,4,1,0,9

[MeleeWWound]
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9

[MeleeWDie]
Line1=10,14,13,7,9,5,6,12,8,0,4,1,16
Line2=11,14,13,7,9,5,6,12,8,0,4,1,16
Line3=12,14,13,7,9,5,6,12,8,0,4,1,16
Line4=13,14,13,7,9,5,6,12,8,0,4,1,16
Line5=14,14,13,7,9,5,6,12,8,0,4,1,16
Dir7=-1,8,6,12,13,14,5,16,4,1,0,7,9
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9
Line6=115,14,13,8,6,5,12,0,7,9,4,1,16
Line7=116,14,13,8,6,5,12,0,7,9,4,1,16
Line8=117,14,13,8,6,5,12,0,7,9,4,1,16
Line9=118,14,13,8,6,5,12,0,7,9,4,1,16
Line10=119,14,13,8,6,5,12,0,7,9,4,1,16
Line11=25,14,13,9,7,4,1,5,12,6,8,0,16
Line12=26,14,13,9,7,4,1,5,12,6,8,0,16
Line13=27,14,13,9,7,4,1,5,12,6,8,0,16
Line14=28,14,13,9,7,4,1,5,12,6,8,0,16
Line15=29,14,13,9,7,4,1,5,12,6,8,0,16

[MeleeWWalk]
Dir1=-1,14,16,13,1,4,5,9,7,6,12,8,0
Dir5=-1,12,13,8,6,5,14,16,4,1,0,9,7

[MeleeWRun]
Dir1=-1,14,16,13,1,4,5,9,7,6,12,8,0
Line1=3,14,16,13,1,4,7,5,9,6,12,8,0
Line2=4,14,16,13,1,4,7,5,9,6,12,8,0
Line3=5,14,16,13,1,4,7,5,9,6,12,8,0
Line4=6,14,16,13,1,4,7,5,9,6,12,8,0
Line5=7,14,16,13,1,4,7,5,9,6,12,8,0
Line6=8,14,16,13,1,4,7,5,9,6,12,8,0
Line7=2,14,16,13,1,4,7,5,9,6,12,8,0
Line8=0,14,16,13,1,4,6,5,9,7,12,8,0
Line9=1,14,16,13,1,4,6,5,9,7,12,8,0
Line10=10,14,16,13,1,4,6,5,9,7,12,8,0
Line11=11,14,16,13,1,4,6,5,9,7,12,8,0
Dir5=-1,12,13,9,7,5,8,6,14,16,4,1,0
Line12=52,12,13,9,8,6,5,7,14,16,4,1,0
Line14=50,12,13,9,5,7,8,6,14,16,4,1,0
Line13=50,12,13,9,8,6,5,7,14,16,4,1,0
Line15=51,12,13,9,8,6,5,7,14,16,4,1,0
Line16=53,12,13,9,8,6,5,7,14,16,4,1,0
Line17=54,12,13,8,6,5,9,7,14,16,4,1,0
Line18=55,12,13,8,6,5,9,7,14,16,4,1,0
Line19=56,12,13,9,7,8,6,5,14,16,4,1,0

[RangeWWalk]
Dir1=-1,14,16,13,1,4,7,5,6,12,8,0,9
Dir2=-1,14,16,13,7,4,1,5,12,6,8,0,9
Line1=31,7,12,13,14,5,16,4,1,0,6,8,9
Line2=32,7,12,13,14,5,16,4,1,0,6,8,9
Line3=33,7,12,13,14,5,16,4,1,0,6,8,9
Line4=34,7,12,13,14,5,16,4,1,0,6,8,9
Dir5=-1,12,13,9,8,6,5,14,16,4,1,0,7
Dir6=-1,8,6,12,13,9,5,14,16,4,1,0,7
Dir8=-1,14,16,13,4,1,8,6,5,12,0,7,9
Dir7=-1,8,6,12,13,14,5,16,4,1,0,7,9

[RangeWRun]
Dir1=-1,14,16,13,1,4,7,5,6,12,8,0,9
Dir2=-1,14,16,13,7,4,1,5,12,6,8,0,9
Line1=24,7,12,13,14,5,16,4,1,0,6,8,9
Line2=25,7,12,13,14,5,16,4,1,0,6,8,9
Dir5=-1,12,13,9,8,6,5,14,16,4,1,0,7
Line3=48,12,13,9,8,5,6,14,16,4,1,0,7
Dir6=-1,8,6,12,13,9,5,14,16,4,1,0,7
Dir7=-1,8,6,12,13,14,5,16,4,1,7,9,0
