ActionName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Th©n Th” 81																																																																											
Nguy÷t Khuy’t Tr‰ng Ki’p Cµ Sa																																																																											
Nguy÷t Khuy’t S∏t Ki’p Cµ Sa																																																																											
Nguy÷t Khuy’t Ph∏ Ki’p Cµ Sa																																																																											
Nguy÷t Khuy’t Ph n VÚ Kh∂i																																																																											
Nguy÷t Khuy’t Phong Y™n  Kh∂i																																																																											
Nguy÷t Khuy’t Tr≠Íng Kh´ng Kh∂i																																																																											
Nguy÷t Khuy’t Kinh HÂng Ngh™ Th≠Íng VÚ Y																																																																											
Nguy÷t Khuy’t Hi”u Nguy÷t Tuy’t Ti™u Y																																																																											
Nguy÷t Khuy’t T≠¨ng T≠ ˚ La Sam																																																																											
Nguy÷t Khuy’t Phong Nguy÷t Th∏i ßi÷p Y																																																																											
Nguy÷t Khuy’t B∏ch ßÈc CÊ Y																																																																											
Nguy÷t Khuy’t U Minh HÈ Gi∏p																																																																											
Nguy÷t Khuy’t Th´i M÷nh Gi∏p																																																																											
Nguy÷t Khuy’t B› ßÈc Gi∏p Y																																																																											
Nguy÷t Khuy’t Mπn ßÂ Gi∏p Y																																																																											
Nguy÷t Khuy’t X›ch Long C∏i Y																																																																											
Nguy÷t Khuy’t Hµo Ki÷t C∏i Y																																																																											
Nguy÷t Khuy’t Tham Lang Gi∏p																																																																											
Nguy÷t Khuy’t Li÷t D≠¨ng Gi∏p Y																																																																											
Nguy÷t Khuy’t Linh ßÈng ßπo Bµo																																																																											
Nguy÷t Khuy’t ∂o ∂nh ßπo Bµo																																																																											
Nguy÷t Khuy’t L®ng Phong ßπo Bµo																																																																											
Nguy÷t Khuy’t MÈc VÚ ßπo Bµo																																																																											
Nguy÷t Khuy’t DÀt ∂nh Y																																																																											
Nguy÷t Khuy’t Thanh Phong Y																																																																											
Di÷u D≠¨ng MÈng Long Cµ Sa																																																																											
Di÷u D≠¨ng PhÙc Ma Cµ Sa																																																																											
Di÷u D≠¨ng T≠ Kh´ng Cµ Sa																																																																											
Di÷u D≠¨ng H∏m Thi™n Kh∂i																																																																											
Di÷u D≠¨ng K’ Nghi÷p Kh∂i																																																																											
Di÷u D≠¨ng Ng˘ Long Kh∂i																																																																											
Di÷u D≠¨ng V´ Gian Ngh™ Th≠Íng VÚ Y																																																																											
Di÷u D≠¨ng V´ Ma Tuy’t Ti™u Y																																																																											
Di÷u D≠¨ng T™ Hoµng KhÎi La Sam																																																																											
Di÷u D≠¨ng B›ch H∂i Th∏i ßi÷p Y																																																																											
Di÷u D≠¨ng U Lung CÊ Y																																																																											
Di÷u D≠¨ng Minh ∂o HÈ Gi∏p																																																																											
Di÷u D≠¨ng B®ng Hµn Gi∏p																																																																											
Di÷u D≠¨ng Thi™n Quang Gi∏p Y																																																																											
Di÷u D≠¨ng S©m Hoang Gi∏p Y																																																																											
Di÷u D≠¨ng ßÂng Cıu C∏i Y																																																																											
Di÷u D≠¨ng ßﬁch Kh∏i C∏i Y																																																																											
Di÷u D≠¨ng Ma S∏t Gi∏p																																																																											
Di÷u D≠¨ng Ma Hoµng Gi∏p Y																																																																											
Di÷u D≠¨ng L®ng Nhπc ßπo Bµo																																																																											
Di÷u D≠¨ng CÀp Phong ßπo Bµo																																																																											
Di÷u D≠¨ng S≠¨ng Tinh ßπo Bµo																																																																											
Di÷u D≠¨ng L´i Khung ßπo Bµo																																																																											
Di÷u D≠¨ng PhÔ V©n Y																																																																											
Di÷u D≠¨ng Xung V©n Y																																																																											
Anh Hµo La H∏n Cµ Sa																																																																											
Anh Hµo PhÀt ßµ Cµ Sa																																																																											
Anh Hµo Kim Cang Cµ Sa																																																																											
Anh Hµo Tˆ Kim Kh∂i																																																																											
Anh Hµo HÊ ß«u Kh∂i																																																																											
Anh Hµo ßπi L˘c Kh∂i																																																																											
Anh Hµo V´ Sæc Sa Y																																																																											
Anh Hµo Tuy’t Sæc Tr≠Íng Sam																																																																											
Anh Hµo TË La Sam																																																																											
Anh Hµo B›ch La Sam																																																																											
Anh Hµo Ban Lan MÀt Trang																																																																											
Anh Hµo LÙc Quang MÀt Trang																																																																											
Anh Hµo B› Linh Gi∏p																																																																											
Anh Hµo Tµn V©n Gi∏p																																																																											
Anh Hµo Phi Tinh Gi∏p Y																																																																											
Anh Hµo Tr≠Íng Phong C∏i Y																																																																											
Anh Hµo Li™n Hoa C∏i Y																																																																											
Anh Hµo L÷ ¢m Gi∏p Y																																																																											
Anh Hµo Nghi÷p H·a Gi∏p Y																																																																											
Anh Hµo Th∏i C˘c ßπo Bµo																																																																											
Anh Hµo Linh Ch©n ßπo Bµo																																																																											
Anh Hµo Bπch HÂng ßπo Bµo																																																																											
Anh Hµo Tˆ ßi÷n ßπo Bµo																																																																											
Anh Hµo Th≠¨ng Lan Y																																																																											
Anh Hµo B›ch Hoa Y																																																																											
Œ‰ªÍ◊Û ÷1																																																																											
Œ‰ªÍ◊Û ÷2																																																																											
Œ‰ªÍ◊Û ÷3																																																																											
Œ‰ªÍ◊Û ÷4																																																																											
”¢∫¿÷ÆŒ‰ªÍ∂‹∑®																																																																											
”¢∫¿÷ÆŒ‰ªÍµ∂∑®																																																																											
Â–“£Ã◊◊∞1																																																																											
Â–“£Ã◊◊∞2																																																																											
Â–“£Ã◊◊∞3																																																																											
Â–“£Ã◊◊∞4																																																																											
