MapId	PosX	PosY
21	1601	3048
21	1621	3015
21	1642	3059
21	1647	3039
21	1594	3144
21	1616	3146
21	1632	3154
21	1628	3119
21	1655	3146
21	1651	3175
21	1673	3198
21	1686	3242
21	1718	3212
21	1749	3211
21	1770	3159
21	1816	3147
21	1783	3131
21	1727	3098
21	1728	3033
21	1768	2991
21	1780	3003
21	1800	2959
21	1836	3034
21	1883	3022
21	1913	2950
21	1937	2969
21	1953	2925
21	1926	2925
21	1885	2875
21	1844	2834
21	1802	2818
21	1776	2785
21	1767	2791
21	1755	2862
21	1717	2840
21	1703	2849
21	1719	2890
21	1753	2893
21	1740	2928
21	1733	2955
21	1706	2960
21	1689	2999
21	1657	2974
21	1641	2923
21	1559	2877
21	1617	2824
21	1615	2737
21	1576	2699
21	1531	2619
21	1475	2564
21	1392	2560
21	1317	2606
21	1281	2548
21	1221	2638
3	1090	3676
3	1074	3732
3	1035	3675
3	982	3692
3	1008	3745
3	995	3775
3	1011	3782
3	994	3819
3	999	3859
3	1023	3901
3	1004	3946
3	1002	3997
3	1054	4005
3	1105	3970
3	1110	4009
3	1139	3940
3	1117	3864
3	1129	3798
3	1070	3776
3	1047	3845
3	1061	3912
3	1099	3869
3	1084	3869
3	1011	4099
3	1102	4107
3	1127	4108
3	1122	4080
3	992	3805
3	972	3724
3	919	3676
3	878	3740
3	816	3688
3	789	3770
3	804	3798
3	783	3843
3	822	3856
3	833	3815
3	899	3834
3	903	3865
3	922	3867
3	926	3793
3	885	3802
3	859	3777
3	931	3762
3	958	3777
3	971	3963
3	964	3996
3	885	3932
3	903	3959
3	870	4028
3	859	4023
3	803	3968
3	805	4007
3	784	3991
3	797	4084
3	829	4059
3	848	4093
3	897	4104
3	902	4080
3	938	4081
122	1681	3278
122	1651	3282
122	1638	3298
122	1646	3324
122	1688	3352
122	1700	3347
122	1732	3324
122	1711	3299
122	1699	3278
122	1737	3265
122	1720	3200
122	1692	3215
122	1682	3184
122	1690	3160
122	1640	3143
122	1620	3164
122	1613	3154
122	1641	3113
122	1618	3089
122	1585	3102
122	1569	3145
122	1553	3202
122	1550	3222
122	1526	3187
122	1494	3165
122	1518	3144
122	1483	3198
122	1481	3278
122	1485	3321
122	1526	3318
122	1529	3278
122	1538	3308
122	1550	3321
122	1587	3344
122	1544	3261
122	1550	3308
122	1578	3303
122	1600	3320
122	1598	3282
122	1572	3264
122	1605	3224
122	1633	3205
122	1649	3220
122	1637	3182
122	1624	3164
122	1613	3155
122	1619	3105
122	1605	3157
122	1623	3234
122	1635	3305
122	1596	3309
122	1599	3319
122	1618	3316
122	1500	3273
122	1492	3238
122	1492	3170
122	1487	3151
122	1478	3256
122	1475	3295
122	1491	3325
19	3096	3945
19	3094	3990
19	3117	3948
19	3098	3929
19	3112	3875
19	3086	3843
19	3109	3803
19	3110	3726
19	3133	3723
19	3113	3660
19	3138	3642
19	3119	3616
19	3163	3580
19	3184	3623
19	3217	3583
19	3233	3587
19	3263	3637
19	3279	3654
19	3298	3599
19	3266	3572
19	3340	3608
19	3344	3645
19	3396	3597
19	3409	3597
19	3422	3516
19	3401	3495
19	3377	3494
19	3340	3499
19	3357	3461
19	3413	3466
19	3428	3494
19	3435	3538
19	3436	3569
19	3436	3607
19	3441	3618
19	3429	3647
19	3368	3647
19	3347	3660
19	3405	3676
19	3428	3690
19	3352	3722
19	3315	3685
19	3247	3690
19	3194	3666
19	3159	3739
19	3206	3700
19	3357	3778
19	3295	3771
19	3275	3816
19	3203	3768
19	3129	3809
19	3156	3801
19	3162	3872
19	3205	3863
19	3268	4006
19	3254	4141
19	3138	4000
19	3142	4093
19	3155	4234
19	3200	4307
41	2018	2835
41	2055	2892
41	1980	2896
41	1976	2917
41	2023	2939
41	2046	2957
41	2064	3004
41	2074	3001
41	2066	2924
41	2106	2863
41	2106	2879
41	2145	2890
41	2173	2939
41	2154	2957
41	2162	2872
41	2197	2827
41	2216	2864
41	2226	2888
41	2220	2919
41	2246	2958
41	2229	2949
41	2236	2992
41	2215	2991
41	2203	3027
41	2161	3038
41	2157	3060
41	2108	3062
41	2111	3094
41	2082	3087
41	2060	3108
41	2018	3079
41	1993	3121
41	1989	3070
41	1956	3021
41	1947	2983
41	1948	3122
41	1924	3155
41	1895	3077
41	1860	3056
41	1841	3046
41	1820	2986
41	1757	2985
41	1733	3032
41	1747	3106
41	1792	3112
41	1785	3079
41	1845	3158
41	1817	3169
41	1802	3211
41	1814	3235
41	1797	3262
41	1754	3259
41	1717	3201
41	1682	3150
41	1751	3336
41	1725	3419
41	1625	3406
41	1671	3351
41	1660	3306
41	1694	3277
