EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	JumpFly	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
ÂíÆ¥12																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥13																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥14																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥15																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥16																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥17																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥18																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥19																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥20																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥21																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥22																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥23																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥24																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥25																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥26																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥27																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥28																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥29																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥30																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥31																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥32																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥33																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥34																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥35																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥36																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥37																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥38																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥39																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥40																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥41																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥42																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥43																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥44																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥45																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥46																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥47																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥48																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥49																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥50																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥51																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥52																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
ÂíÆ¥53																																																																		"112,8,1"	"96,8,1"	"80,8,1"	"96,8,1"	"112,8,1"	"96,8,1"	"48,8,1"	"112,8,1"	"112,8,1"	"112,8,1"
T¸o Hång																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Thanh M·																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
§¹i UyÓn																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
¤ Truy																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
¤ V©n §¹p TuyÕt																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
§Ých L«																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
TuyÖt ¶nh																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
ChiÕu D¹ Ngäc S­ Tö																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
H·n HuyÕt B¶o M·																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
XÝch Thè																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
B«n Tiªu																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Phiªn Vò																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Hû Hû 																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Hoan Hoan																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¨ng Thiªn																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Trôc NhËt																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Hæ C¸t T­êng																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
øc V©n																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
TuyÕt Hån																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Sø gi¶ Truy Phong																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Háa Kú L©n																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L©n Quang																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c ®µ (Tr¾ng)																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c ®µ (§en)																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Kh«ng cã res luotuohuang																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c §µ Kh«ng B­íu																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c §µ Kh«ng B­íu (§á)																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c §µ Kh«ng B­íu (Lôc)																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
B«n L«i																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Hång Long XÝch DiÖm																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
TuyÖt ThÕ TuyÕt Vò																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Tóy NguyÖt-V« Tµ																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Tóy NguyÖt-Trôc Qu©n																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Thùc NhËt Cuång S­																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
MËt Thµnh ThiÕt Kþ																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngäc Tiªu Dao																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
M¹ch Th­îng Phi S­¬ng																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
TuyÕt Vò Thiªn H­¬ng																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
MÞ Vò Thiªn H­¬ng																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
DuDu Vui VÎ																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
¤ng Thá																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Kim T­îng Th¸i §¹t																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Kinh HuyÒn SÊm																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
§éc Vò Thiªn H¹																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ng¹o Ng« Hiªn Viªn																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Nô H«n H¾c ¸m																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngän Löa ¸nh S¸ng																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Viªm D­¬ng Long Tö																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
L¹c Th¸i Li VÉn																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
T¸i Th¸i TuÕ																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 105																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 106																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 107																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 108																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 109																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 110																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 111																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 112																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 113																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 114																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 115																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 116																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 117																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 118																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 119																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 120																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 121																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 122																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 123																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 124																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 125																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 126																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 127																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 128																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 129																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 130																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 131																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 132																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 133																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
Ngùa 134																																																																		"96,8,1"	"96,8,1"	"80,8,1"	"112,8,1"	"96,8,1"	"96,8,1"	"48,8,1"	"120,8,1"	"96,8,1"	"96,8,1"
