talk_id	friend010	friend1019	friend1949	friend4984	friend8495	friend95100
11	怎么？没见过帅哥啊？	男子汉不能轻易对人家哭！	小时候藏躲在外婆的炕上，听外婆讲故事。	听说这里有很多骗子，你可要小心哦！	快看！那边有人在卖风筝哦！	为什么这里的有钱人那么富有，穷人那么穷呢？
12	你从来都不在乎人家的感受！	青山不改，绿水长流，大家都用这个告别吗？	天上的白云真象棉花糖，好想吃一口！	那边有卖冰糖葫芦，咱也去买吧！	好想吃烤羊腿哦！想到就口水流！	姐姐，天堂是否真的存在呢？
13	你是个自私的女人！	以前我经常偷偷的看着隔壁的女孩子，她好可爱。	隔壁村的白寡妇昨天投河自尽了。	一天走那么多路，也要注意休息呢！	五毒教听说个个都是用毒的高手哦！	其实我也很想当皇帝的，哈哈！
14	我不会再相信你了！	如果能坐车那该多好呀。	黑熊和灰熊哪个厉害？答案是：灰熊。	姐姐，你今天起得很早哦！	唐门里的武器都很奇特！	爹常说，江湖险恶，要处处小心啊！
15	以前的哥们说漂亮的女人很会骗人，原来是真的！	我说，宝剑要经常磨才会锋利的。	陈大嫂又生了一个小胖儿子，真是幸福呀！	我好久没有这么开心了！	明教的教主听说武功盖世无双！	当时爹要教我武功的时候，娘亲是很不高兴呢！
16	天上掉个陷饼也轮不到你捡，你别做梦了！	其实，每个人都是有很多想法的！	冬天到了，河水就会结冰了吧？	冬天咱们可以在结冰的河上凿个窟窿钓鱼，哈哈！	姐姐，我们是否该考虑找个地方落脚先？	天上要是真掉陷饼了，被我捡到的话，我会分给姐姐！
17	你带我来这鬼地方做什么？	练武是为了强身，而不是用来打架的！	我们什么时候才能在海上四处飘扬呢？	听说最近山贼很多，不过姐姐不用怕，有我在！	不知道是不是真的有神兵利器呢？	姐姐，江南的民谣都好有趣哦！
18	我告诉你，别以为假装对我好就行！	哦~有山有水的地方一定很美吧！	每个妈妈都会思念自己的孩子！	唐朝听说有很多文人雅士，可惜现在都千古了！	姐姐知道最厉害的武功是什么吗？	姐姐，为什么有钱人家的小姐都要裹脚呢？
19	我和你还不是很熟！	你不用担心我，还是想想你以后怎么办吧。	其实乌龟一直都活得很稳重的。	我伤心的时候，总会想去海边，你愿意陪我去吗？	和姐姐一起出来闯荡，真的让我长见识了！	突然发现有点凉了，姐姐帮我拿衣服哦！
20	你真不体贴，谁娶了你，谁倒霉！	啊！可恶的蚊子！	瞧，那鸟儿真漂亮。	姐姐懂得的东西，真的好多呀！	我经常做好事，但是都不留名字的！	那天去陈县令的家中吃的山珍海味真的让人怀念！
21	我算是照顾不了你了！	其实武功最厉害的只有三个字，快、狠、准。	这里的白天和夜晚其实都很美。	昨天碰到小李子，他说他儿子已经满月了！	王婆婆今天送了我两个鸡蛋哦！	姐姐出来那么久了，会想家吗？
22	走那么久，我都快累死了！	看样子，今天会下雨哦。	呜~~~好久没吃到我最喜欢的棕子了！	丐帮自称天下第一大帮，不知道真的假的？	阿牛哥被王公子打死了，姐姐我们替他报仇好吗？	那天在跌落山崖，多亏姐姐救我呢，不然……
23	我真后悔和你一起出来了！	打怪的时候，最好要带一些应急的物品。	听说巴豆吃了肚子会不舒服哦！	听说昨天衙门里的马全被人给毒死了！	不过有时候想想也是，冤冤相报何时了！	林老爷的管家很势力，真是狗仗人势啊！
24	别对我笑，我现在很严肃！	你如果讨厌我，请你一定要告诉我。	练武是为了强身，而不是用来打架的！	眼看太阳就要落山了，咱们一起去看夕阳好吗？	难道姐姐从不为自己的终身大事想想吗？	张大婶的儿子前天出海打鱼，听说船被吹翻了！
25	最不喜欢人家在我耳边罗索了！	哇，现在才发现你晒黑了哦。	咳~咳~生病了真难受！	夕阳无限好，只是近黄昏！	姐姐今天穿的衣服好漂亮呀！	其实我很想学烧菜，学好了亲自烧菜给姐姐吃！
26	瞧你一幅闷闷不乐的样子，咋女孩子都喜欢这样呢？	牧童骑在黄牛背上，有点想看黄牛生气的样子。	我发现你很久没有买衣服了哦！	能陪着姐姐，我就很开心了！	瞧，那个书生正看着姐姐呐！	为什么那么多人都在考科举呢？
27	没事就去绣绣花什么的，别来烦我？	哎呀，肚子疼了。	冬天来了，春天也就不会远了！	路见不平，拔刀相助才是真英雄！	姐姐，我把王婆婆送我的鸡蛋分一个给你吃！	功名利禄，荣华富贵，真的那么诱人吗？
28	告诉你，离开你，我不会有意思眷恋！	暗暗的，静静的，这样才好入眠嘛。	放心吧，我会好好的保护你的！	姐姐一定也想成为一个家喻户晓的女侠吧！	悦来客栈听说被一群无赖给砸了！	其实平安就是福，姐姐你说对吗？
29	做人别总是那么虚伪！	有空的话你也打扮一下吧。	你应该相信我的实力！	姐姐的武功近日又进步了不少哦！	善有善报，像姐姐这样的好人一定会有好报的！	对我来说，天天有得吃，能看到姐姐，我就很开心了！
30	你走你的阳关道，我过我的独木桥！	那个人怎么全身是草，还被插在田里呢？	什么？阿龙家的牛生了只五条腿的小崽子？	昨天晚上没有星星，不知道姐姐发现了没有！	听说明教想统一整个武林，你觉得可能吗？	其实我也有远大的志向的，不过不好意思说出来！
31	可能我们后会无期了，我真开心！	我以前这么对你，你不介意吧！	哈哈哈~~~你真会开玩笑！	观看天象其实也是一种学问呢！	昨天我观天，可是却是乌云，我就知道今天会下雨！	自己骑马太累了，还是坐马车舒服，姐姐你说呢？
32	我每天在想如何摆脱你！	有时候想想，其实人生也很短暂的！	眼光好刺眼啊！	奇门遁甲听说这东西是商朝就有发现了！	听说睡不好会让的皮肤变差哦，姐姐要注意了！	有人要伤害姐姐，我会同他拼命的！
33	在我看来，你已经成了我的包袱！	你的武术现在还不行啊，要经常练！	陈铁匠的手艺听说很不错呢！	小时候总喜欢跑到山顶，然后望着远方嘘嘘。	哇，我的嘴吃到脏东西起包了，呜~~~~~	这镇上到了晚上还是很热闹的哦！
34	好男儿志在四方，你别妨碍我！	有些时候，你要给我多点的自由！	老虎其实一般不轻易伤人的！	糟糕了，我的眼圈怎么黑黑的，不会中毒了吧。	天才和庸才有什么区别呢？其实就一字之差嘛！	我们走了那么远，难得有那么热闹的小镇了！
35	你别想处处管着我，你不行的！	你要多吃些蔬菜水果，才不会变胖！	在树林里的时候要小心毒蛇哦！	姐姐的手绢好香哦。	哇噻~~~李师傅做的烧饼果然够大！	好些日子以来，我们都没有这么悠哉过了！
36	告诉你，哭也没用，别以为哭了我会心软！	你武功还没练到家，怎放心你一人行走江湖！	杀怪的时候千万要小心，别让我担心呢！	记得以前在家里的时候，我也养了只小白兔！	姐姐，听说蝴蝶也有一个美丽的传说，你知道吗？	闯荡江湖除了出名，我们还在追求什么呢？
37	你真的是个狠心的人！	我是不是很会做人，哈哈哈~~	你的歌声很动听！	姐姐也在想着如意郎君吧！	这段时间的江湖历练让我们都成长了哦！	大家虽然都不是很富有，可是却很齐心，不知道姐姐发现了没有？
38	你简直在浪费我的时间！	一说话口就干，有水喝吗？	你的棋艺进步了不少哦！	天啊！那是。。。那是。。。嘿嘿，别那么紧张嘛！	早知道今天不穿那么多了，热死我了哦！	姐姐有空的时候能教我识更多的字吗？
39	喂！我说我肚子饿了，你听到了没有！	哎呀~我的头又开始痛了！	对了，你会画画吗？	啊泣~~~完了，我受了风寒了！	我想好了，以后要好好听姐姐的话！	明天我们也出海去，好吗？
40	整天到处逛，你累不累啊！	笑一下吧，你好久没笑了哦！	那天见到我童年的伙伴，如今也娶了个媳妇了！	姐姐，王老五是不是说那些娶不到媳妇的人呢？	百灵鸟的歌声和姐姐的歌声相比，姐姐会更好听哦！	北方的冬天虽然很冷，可是一片白茫茫的雪的世界，好美呀！
41	难道你一点都体会不到我的感受吗？	对了，和你一起那么久，你从没唱歌给我听！	要多喝点水，这样才不容易生病！	这是我用稻草扎的蚱蜢，你看好看吗？	练武固然重要，健康的身体更重要！	姐姐，想好退隐江湖后要去哪里了吗？
42	这样对你已经算客气了！	其实很多事情想通了，也就不觉得有什么了！	我不喜欢喝酒，那会让我头痛！	京城听说很大，不知道姐姐有去过吗？	哈哈，其实我唱歌也是很好听的哦，你想听吗？	姐姐喜欢什么样的男孩子呢？
43	天天都要面对你，真让我难受！	你有兄弟姐妹吗？	你经常去拜佛吗？	现在当官的都很坏呢！	现在有好多商人从外地经商回来都碰到山贼呢！	姐姐你觉得很疲劳吗，我帮你去泡杯茶吧！
44	换做我是你，我早去自杀了！	要是我能飞就好了，就不用陪你做那么多路！	皇帝真的有那么多的媳妇？	昨天王员外家遭盗贼了！	丐帮的消息听说是最灵通的，有需要不妨可以找他们！	姐姐你的手镯，该不会不小心弄丢了吧！
45	你真的一点都不知道自己做错了什么吗？	有时候要注意以下自己的仪容哦！	真不相信纣王有人家说的那么残忍！	姐姐要想独步武林，还要更加努力才行哦！	我常常在想姐姐会喜欢什么呢？	如果我有把更好的武器就好了！
46	我发现和你沟通真的很辛苦！	女孩人家整天凶巴巴的，一点都不可爱！	其实我很讨厌打仗！	哇，秋天的落叶其实也是一道美丽的风景！	传说有种刀枪不入的金蚕宝甲，不知道是不是真的？	明教的四大法王听说都有着很厉害的武器哦！
47	你的脸和苦瓜一样难看！	哇，好大的果子，给我的吗？	一将功成万骨枯，你知道什么意思吗？	哈哈，我又发现了件有趣的事情，不过不告诉你！	昨天在客栈吃的鱼真不新鲜哦！	姐姐你居然会害怕打雷，哈哈！
48	你真的不知道笑脸迎人是种礼貌吗？	有个婆婆要过河，你会去帮她吗？	你肚子饿了吗？	梨子里面有虫是很正常的事情！	姐姐，你是否会厌倦那种打打杀杀的日子呢？	姐姐你好久没有买过新的衣服了哦！
49	别打断我的思考！	我其实也有怕的东西，不过不告诉你！	咱们去河边钓鱼怎么样？	煮面的时候放点辣椒其实挺不错的！	等我赚够了钱，一定给我娘买个大宅子住！	在闲着的时候写写诗词歌赋也是很不错的哦！
50	我不想和你说什么，也没什么和你说了！	你真的决定去闯荡江湖吗？	今天的风很适合放风筝哦！	今天有点凉，你多穿衣服了吗？	一粒米也包含了许多的汗水，我们千万别浪费！	天山有种雪莲听说很美丽，更能解百毒呢！
