NAME	MAGIC_ID	MAG_P1_MIN	MAG_P1_MAX	SWORD	BLADE	WAND	SPEAR	HAMMER	DUALBLADES	DARTS	KNIFE	CROSSBOW	ARMOR	RING	NECKLACE	AMULET	BOOT	BELT	HELM	CUFF	SACHET	PENDANT	METAL	WOOD	WATER	FIRE	EARTH	11	12	181	21	22	241	281	291	31	41	61	991	1001	1021	1051	1071	1081	1171	1181	1201	1231	1251	1271	1261	1281	2001	2011
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
永不磨损	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	20	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	30	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	40	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	50	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	60	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	70	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	85	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	110	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	150	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加防御强化	150	200	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	22	24	0	0	0	0	0	0	0	0	0	0	0	0	0	7500	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	25	27	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	28	30	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	31	33	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	34	36	0	0	0	0	0	0	0	0	0	0	0	0	0	45000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	37	39	0	0	0	0	0	0	0	0	0	0	0	0	0	75000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加快走路/跑步速度	111	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	750000	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	1	2	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	3	4	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	5	6	0	0	0	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	7	8	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	9	10	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	11	12	0	0	0	0	0	0	0	0	0	12000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	13	14	0	0	0	0	0	0	0	0	0	25000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	15	16	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	17	18	0	0	0	0	0	0	0	0	0	60000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
反弹物理攻击	117	19	20	0	0	0	0	0	0	0	0	0	250000	0	0	0	0	0	0	0	0	0	60	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	20	20	0	0	0	0	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	20	20	0	0	0	0	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	20	20	0	0	0	0	0	0	0	0	0	7500	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	30	30	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	30	30	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	30	30	0	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	40	40	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	40	40	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	40	40	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
快速打击回复	113	40	40	0	0	0	0	0	0	0	0	0	400000	0	0	0	0	0	0	0	0	0	80	100	80	60	50	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加黑暗处视野范围	112	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
加黑暗处视野范围	112	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
